	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY																					AGT MLLT11 ST18																									G0S2 RET									
GO_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY						HSPA2 MYBPC3																																																	
GO_POSITIVE_REGULATION_OF_AXONOGENESIS		NEFL TUBB2B																												NTRK2 TUBB2B												PLXNC1 ROBO1					CXCL12 MAP6 NTRK2				ROBO1 TUBB2B				
GO_POSITIVE_REGULATION_OF_BEHAVIOR									CRH NR4A3										ADORA2A NR4A3																												ADORA2A GHRL								
GO_POSITIVE_REGULATION_OF_BINDING																																					EPHA4 PAX6								DACT1 ISL1										
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION		RGS4 SMTNL2							AVPR1B RGS4 SCN3B		GCH1 GHRL								APLN GCH1 SMTNL2																									APLN SCN3B			AVPR1B GCH1 GHRL		AVPR1B RGS4						
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE									AGT CNR1															ACE CNR1																							AGT TAC3							AGT TAC3	
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER																			ADORA2A APLN GCH1															APLN DOCK4													ADORA2A AGT GCH1							AGT APLN	
GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION												BCL2 CHRNB2																																											
GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION												BCL2 CHRNB2																																											
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS																	STX1A STXBP1						CACNA1G STX1A											CACNA1G CACNA1H		CACNA1G CDK5R2							CDK5R2 STX1A				CACNA1G CDK5R2						CDK5R2 STXBP1		
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT									ANK2 CACNB2 HAP1		ANK2 HAP1	HSPA2 S100A1																															ANK2 FGF14 HAP1 S100A1	GSTM2 HAP1										FGF14 GSTM2 S100A1	
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY									ANK2 CACNB2 HAP1		ANK2 HAP1	HSPA2 S100A1																							HSPA2 PLCG2						CACNA2D1 PLCG2		ANK2 FGF14 HAP1 S100A1	GSTM2 HAP1			GSTM2 PLCG2							FGF14 GSTM2 S100A1	
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT									ANK2 CACNB2 CRH HAP1 TRPC6 WNK3		ANK2 HAP1	HSPA2 S100A1																			CRH GRIN1												ANK2 FFAR1 FGF14 HAP1 S100A1						CRH S100A1					FGF14 GRIN1 GSTM2 S100A1	
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL																																												GSTM2 HAP1										GRIN1 GSTM2	
GO_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING																																												GSTM2 HAP1											
GO_POSITIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING									CRH GIP																																								CRH SCT						
GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY			ACE ADCY1 FLT1 FZD4 NEK10 NOXO1 NPM2 NTRK2 PDGFD RAP1GAP2 RGS16 SOCS1	ACE ADCY5 CCDC88A FZD4 GCH1 PAK6 RGS14 SOCS1						ADCY1 BCL2 CCDC125 DRD2 EPHA4 EPHB3 GRHL3 IGF2 MYBPC3 NEK10 PDGFD RGS11 RGS16 RGS9 STARD8																ARHGAP24 CCND2 CENPE CLSPN EPHB3 FOXJ1 INSRR MAPK10 NOXO1 NTRK1 RASAL1 SFRP1 SPDYA SRCIN1 TP73 UBE2S VAV3								ADCY1 ARHGAP9 BCL2 CSF1R DOCK4 EPHB3 GRHL3 HMBOX1 HSPA2 LTF NEK10 NPM2 PROX1 TTBK1			BCL2 EPHA4 EPHB3 FZD4 GADD45G INSRR PAK6 RGS14 UBE2S					CAMK1 CCND2 CDK5R1 CENPE FZD4 GADD45G MMD2 NEK10 ROBO1 TTBK1 UBE2S						CLPS GRHL3 RGS17 SPDYA TTBK1 USP6	AVPR1B PDGFD RGS16 RGS4 S100A1 TP73			CCND2 SPDYA TBC1D3C			
GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION												CHRNB2 STX1A																																											
GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY									ANK2 CACNB2 HAP1 KCNC1	ARC HAP1 RGS9	ANK2 HAP1	KCNC1 S100A1																			ARC KCNJ11										ARC CACNA2D1 CACNG4 PLCG2 RGS9		ANK2 FGF14 HAP1 S100A1	GSTM2 HAP1			ARC GAL GSTM2 PLCG2							FGF14 GSTM2 KCNJ11 S100A1	
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION																			CCL19 SOCS1																																				
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION																			CCL19 SOCS1																																				
GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS																					AGT BEX1 EBF3 ETV1 LMX1B MLLT11 NFAT5 PBX3 PTPRN SIX2 SPAG8 ST18											APOA1 CAND2 CCL19 CITED4 DPF3 DRD2 DTX1 ENPP7 FOXP2 HLF MLLT11 NHLH1 NPAS3 NPM2 SLC38A3 SPP1																							
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS										CDH5 COL16A1 DPYSL3 EPHB3 HAP1 LCP1 TENM2	CDH5 DNM3 GHRL HAP1 SLITRK6																							CDH5 COL16A1 EPHB3 PROX1 TTBK1					CDH5 LIMCH1 NTRK2																
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT		AKT3 CD99L2 DOCK8 F10 FUT1 SLC8A1 TTLL6 TUBB2B	CCR6 FLT1 FUT1 PDGFD TNFSF14 TTLL6							BCL2 CD99L2 CDH5 INSM1 LGR6 PDGFD PGF SPARC								CD99L2 LGR6 PLCG2 PRKD1	ATOH8 CCL19 CSF1R DEFB1 NR4A3 PLCG2 SMOC2 TMSB15B TUBB2B			CCR6 CD99L2 ENPP2 F10 FLT1 FUT1 SPARC			AIF1 AKT3 LGR6 PDGFD PROX1 SPARC SYNE2 TMSB15B									ATOH8 BCL2 CDH5 CSF1R DOCK4 FGF9 PGF PROX1 SEMA6B TUBB2B	ATOH8 CDH5 FGF9 FLT1 MDK PGF PLCG2 PROX1 SMOC2						AKT3 DEFB1 FLT1 FUT1 FUT7 MDK PLCG2 TNFSF14 TTLL6						AGT AIF1 CCR6 CDH5 CXCL12 DEFB1 F10 MDK PLCG2 PRKD1 SYNE2								
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION									AGT CALY CCDC88A CCL19 CLIP3 CNR1 CPNE9 DZIP1 FRMPD4 GPC2 HAP1 HMBOX1 ISLR2 LIMCH1 MAP1B MLLT11 NAV3 NEUROD2 NPM2 PLXNC1 RET RTEL1 SCN1B SFRP1 SYT2 TET1	APLN BCL2 CDH5 COL16A1 DPYSL3 DRD2 EPHA4 EPHB3 HAP1 IGF2 LCP1 RTEL1 TENM2 UNC13A																				CACNG7 EPHA4 IGF2 NTRK2 SERPINI1 TNFSF14 TTBK1 TUBB2B				APLN BCL2 CDH5 COL16A1 EPHB3 HMBOX1 NPM2 PROX1 TTBK1 TUBB2B							CLIP3 COL16A1 DRD2 GPC2 HMBOX1 MDK NEGR1 PLCG2 PRRT2 RTEL1 SERPINI1 TNFSF14 TOX TTBK1	CAMK1 CDK5R1 CPNE9 FZD4 NEGR1 PLXNC1 PRRT2 RNF157 ROBO1 TTBK1	AGT APBB1 CACNG7 CCDC88A CCL19 CLIP3 CPNE9 DRD2 ENPP2 FRMPD4 FZD4 HAP1 ISL1 LCP1 LRRTM3 MAP1B MAP6 MDK MLLT11 NDRG4 NEUROD2 NPM2 RASAL1 RET SCN1B SLITRK6 TPPP3 TUBB2B				AGT CALY CDH5 CLIP3 CXCL12 GHRL GPC2 ISL1 MAP6 MDK MLLT11 NDRG4 NTRK2 PLCG2 PRKD1 PRRT2 RASAL1 SYT2 TPPP3								
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION								FUT7 MDK PDGFD		CD99L2 PDGFD																CD99L2 FUT7															FUT7 MDK		MDK PDGFD											CD99L2 FUT7 MDK	
GO_POSITIVE_REGULATION_OF_CELL_ADHESION								AIF1 FUT7 MDK NINJ1 SOCS1																												COL16A1 SIRPA SMOC2 SOX4 VAV3										NINJ1 RET	AIF1 CD70 CXCL12 MDK NFAT5 PTPN22 SOCS1 VAV3				AIF1 DOCK8 DUSP26 SOCS1			AIF1 EFNB3 FUT1 FUT7 LIMS2 MDK NINJ1 RET SIRPA SOCS1	
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION				GRAP2 SIRPA SOCS1				AIF1 FUT7 MDK SOCS1																											MDK NFAT5 PTPN22 SOCS1 SOX4				CD70 DOCK8								AIF1 CD70 MDK NFAT5 PTPN22 SOCS1				AIF1 DOCK8 SOCS1			AIF1 EFNB3 FUT7 MDK SIRPA SOCS1	
GO_POSITIVE_REGULATION_OF_CELL_CYCLE										CIT DRD2 E2F7 IGF2 INSM1 SSTR5																CCND2 CIT E2F7 SPDYA TP73								HSPA2 NPM2 PROX1 SSTR5	DRD2 E2F7 HSPA2 PCBP4 PROX1 SMOC2 SOX4 TP73							CCND2 CDK5R1 E2F7 EIF4EBP1 INSM1 SSTR5										CCND2 SPDYA	AIF1 CDK5R2 E2F7 PCBP4		
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST																										E2F7 TP73									E2F7 PCBP4 SOX4 TP73							CDK5R1 E2F7 INSM1											E2F7 PCBP4		
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS										CIT DRD2 E2F7 IGF2 INSM1 SSTR5																CCND2 CIT E2F7 TP73									DRD2 E2F7 HSPA2 PCBP4 SOX4 TP73							CCND2 CDK5R1 E2F7 INSM1 SSTR5											AIF1 E2F7 PCBP4		
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT				CPNE9 FZD4 PLAG1 RGS14					AGT CNR1 CPNE9 GPC2 HAP1 ISLR2 MAP1B NEUROD2 PAX6 PLAG1 PLXNC1 RET SCN1B SYT2 TRPC6	BCL2 CDH5 DPYSL3 DRD2 EPHA4 HAP1 LIMS2 TRPC6 UNC13A															NEGR1 NTRK1 NTRK2 PAX6 PRKCH PROX1 ROBO1 TRPC6		FZD4 TOX	APOA1 ISLR2 RET		CACNG7 EPHA4 NTRK2 PRKCH SERPINI1 TRPC6 TTBK1 TUBB2B				BCL2 CDH5 PROX1 TTBK1 TUBB2B	CDH5 DRD2 MDK PLAG1 PROX1 RNF157 SCN1B SERPINI1 SYT2 TP73		BCL2 EPHA4 FZD4 HEYL PAX6 RGS14		CDH5 NTRK2 PRKCH			CAMK1 CPNE9 FZD4 LIMS2 MMD2 NEGR1 PLXNC1 RNF157 ROBO1 TTBK1	AGT APBB1 CACNG7 CPNE9 DRD2 FZD4 HAP1 MAP1B MAP6 MDK NDRG4 NEUROD2 RASAL1 RET RGS14 SCN1B TUBB2B				AGT CDH5 CXCL12 GPC2 MAP6 MDK NDRG4 NEUROD1 NEUROG3 NTRK2 PRKD1 RASAL1 RGS14 SYT2		ISLR2 LIMS2 NEUROG3 SCN1B TP73					AGT APBB1 CAMK1 CAMK2B LIMS2 MAP6 MDK RET SCN1B	
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION																								CCL19 CNR1 RNF157			FZD4 TOX	APOA1 ISLR2 RET TPH1		CACNG7 EPHA4 NTRK2 PRKCH SERPINI1 TNFSF14 TRPC6 TTBK1 TUBB2B				ATOH8 BCL2 BOC CDH5 LTF PROX1 PTCH1 TTBK1 TUBB2B	ATOH8 CDH5 DRD2 MDK PLAG1 PROX1 RNF157 SCN1B SERPINI1 SOCS1 SOX4 SYT2 TP73		BCL2 EPHA4 FZD4 HEYL PAX6 RGS14					CAMK1 CPNE9 FZD4 INSM1 LIMS2 MMD2 NEGR1 PLXNC1 RNF157 ROBO1 TTBK1					AGT CDH5 CXCL12 GPC2 ISL1 MAP6 MDK NDRG4 NEUROD1 NEUROG3 NTRK2 PRKD1 RASAL1 RGS14 SOCS1 SYT2		ISLR2 LIMS2 NEUROG3 SCN1B TP73					AGT APBB1 ATOH8 CAMK1 CAMK2B FOXJ1 LIMS2 LRP3 MAP6 MDK RET SCN1B SOCS1	
GO_POSITIVE_REGULATION_OF_CELL_DIVISION								MDK PDGFD		CIT DRD2 IGF2 PDGFD PGF SSTR5																				IGF2 THBS4		CIT DRD2		FGF9 PGF SSTR5	DRD2 FGF9 MDK PGF							PGF SSTR5	CIT DRD2 FGF9 MDK PDGFD THBS4	DRD2 PDGFD THBS4											
GO_POSITIVE_REGULATION_OF_CELL_GROWTH	CPNE9 TAF9B								CPNE9 ISLR2 MAP1B SFRP1 SYT2																	RASAL1 RNF157 SFRP1 SYT2																													
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY											GHRL SLITRK6															EPHB3 NTRK1 SFRP1 SLITRK6								COL16A1 EPHB3		COL16A1 NTRK2											AGT GHRL NTRK2								
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION																						FUT1 NINJ1				FUT1 SFRP1															COL16A1 FUT1													FUT1 NINJ1	
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION		CAMK2B NEFL TUBB2B																										APOA1 ISLR2		EPHA4 NTRK2 TUBB2B												LIMS2 PLXNC1 ROBO1					CXCL12 MAP6 MDK NTRK2		ISLR2 LIMS2					CAMK2B LIMS2 MAP6 MDK	
GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION										APLN BCL2 CRLF1 DLL4 DRD2 FGF17 IGF2 INSM1 PDGFD PGF PPP1R16B SCG2														BST2 CCL19 IL11	ABCC4 AIF1 AKT3 NTRK2 PAX6 PDGFD PRKCH PROX1 PTPRN VASH2 VAV3									APLN BCL2 CSF1R DLL4 FGF9 GPBAR1 LTF PGF PROX1	CRLF1 DLL1 DLL4 DRD2 FGF9 FLT1 MDK MMP2 NEAT1 PGF PLAG1 PROX1 PTPN22 SIX2 SOX4				AKR1B1 APLN CD70 NTRK2 PRKCH			ABCC4 AKR1B1 CCND2 CD70 INSM1 KLB PGF PTPN22 SIX2		ABCC4 AKR1B1 APLN DRD2 GPBAR1 MALAT1 NR4A3 PDGFD SLC25A27 TET1 THBS4			AGT AIF1 AKR1B1 CD70 CXCL12 GHRL ID4 ISL1 MDK MMP2 NEAT1 NTRK2 PRKD1 PTPN22 PTPRN SIX2 VAV3	IL11 MALAT1 NEAT1 SPDYA TET1		AGT ASCL1 BST2 LTF PPP1R16B SOX4		CCND2 SPDYA			
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION		CAMK2B FZD4 NEFL SYT2 TUBB2B	DPYSL3 FZD4 GPC2 NTRK2 SCN1B	CCDC88A CPNE9 DNM3 FZD4 TENM2					AGT CCDC88A CCL19 CNR1 CPNE9 DZIP1 GPC2 HAP1 ISLR2 MAP1B NAV3 PLXNC1 RET SCN1B SYT2															CCL19 CNR1 RNF157			FZD4 TOX	DNM3 ISLR2 RET		CACNG7 EPHA4 NTRK2 SERPINI1 TUBB2B					DNM3 MDK RNF157 SCN1B SERPINI1 SYT2							CAMK1 CPNE9 FZD4 NEGR1 PLXNC1 RNF157 ROBO1	AGT APBB1 CACNG7 CCDC88A CCL19 CPNE9 ENPP2 FZD4 HAP1 MAP1B MAP6 MDK NDRG4 RASAL1 RET SCN1B TUBB2B				AGT CXCL12 GPC2 MAP6 MDK NDRG4 NTRK2 PRKD1 RASAL1 SYT2				DPYSL3 NAV3 RNF157 ROBO1 TUBB2B			AGT APBB1 CAMK1 CAMK2B MAP6 MDK RET SCN1B	DZIP1 NAV3
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION																						FUT1 NINJ1																			COL16A1 FUT1 MDK								LIMS2 NINJ1					FUT1 LIMS2 MDK NINJ1	
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION																			CSF1R FFAR2																																AIF1 FFAR2		AIF1 CSF1R		
GO_POSITIVE_REGULATION_OF_CHEMOKINE_SECRETION																																																					AIF1 CSF1R		
GO_POSITIVE_REGULATION_OF_CHEMOTAXIS			CCR6 PDGFD TNFSF14					AIF1 MDK PDGFD		PDGFD PGF SCG2									CCL19 CSF1R SMOC2 TUBB2B											THBS4 TNFSF14 TUBB2B				CSF1R PGF TUBB2B	MDK PGF SMOC2									PDGFD THBS4 TUBB2B			AIF1 CCR6 CXCL12 MDK PRKD1				AIF1 TUBB2B		AIF1 CSF1R		
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX																																											CES1 PLTP												
GO_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY									CCDC88A DZIP1 HAP1														CCDC88A DZIP1																				CCDC88A HAP1	CCDC88A HAP1											
GO_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT			CCR6 TTLL6																																						DEFB1 TTLL6						CCR6 DEFB1								
GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM																																															ADORA2A GHRL								
GO_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP																																															ADORA2A GHRL								
GO_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS											GADD45G GHRL KSR2								FABP5 MFAP2																							FABP5 GADD45G				G0S2 MFAP2									
GO_POSITIVE_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION																																															GAL GHRL		CRH TAC1				CRH GAL		
GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY																		CD200 PRKD1																																					
GO_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY						CDK5R1 CDK5R2 SPDYA TTBK1																				CCND2 SPDYA								PROX1 TTBK1								CCND2 CDK5R1 TTBK1						SPDYA TTBK1				CCND2 SPDYA			
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY																														PRR7 TTBK1																									
GO_POSITIVE_REGULATION_OF_CYTOKINESIS										CIT DRD2 SSTR5																						CIT DRD2																							
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION																			CCL19 CSF1R FFAR2 NR4A3 PLCG2																CD200 DRD2 MDK PLCG2 POU2F2 PTPN22 SPON2																				
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE						NR4A3 RSAD2													FFAR2 NR4A3																						RSAD2 SPON2														
GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION																																																					AIF1 CSF1R		
GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION												EVL LIMCH1 STMN2																																											
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE															MUC16 MUC5AC																CRH MUC17 MUC5B																	MUC17 NEAT1 TTBK1						AGT C2CD4A C2CD4B HMGB3 MDK MUC17 MUC3A MUC5B PDE2A	MUC2 MUC3A
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST																																											PTPN22 ZDHHC11												
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT																																																						CAMK1 CAMK2B	
GO_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION										CDH5 PPP1R16B																																								DUSP26 PPP1R16B					
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	CPNE9 SPTBN4									BCL2 DRD2 IGF2 UNC13A		BCL2 FGF9 RNF157														DLL1 RASAL1 RNF157 SYT2				CACNG7 IGF2				BCL2 CACNA2D2 FGF9 PROX1	ACTN3 DLL1 DRD2 FGF9 PROX1 RNF157 SYT2	BASP1 RNF157 SPTBN4							BASP1 CACNG7 CPNE9 DRD2 FGF9 MAP1B RASAL1 SPTBN4												
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS			ACTN3 BASP1 DPYSL3 FLT1 FUT1 FZD4 GPC2 NTRK2 PDGFD PPP1R16B SCN1B SOCS1 TNFSF14							ANGPT2 BCL2 CDH5 DPYSL3 DRD2 EPHA4 EPHB3 HAP1 IGF2 INSM1 LIMS2 PDGFD PGF PPP1R16B PTCH1 TRPC6 UNC13A																ANGPT2 DLL1 EPHB3 FOXJ1 FUT1 NTRK1 RASAL1 RNF157 SFRP1 SLITRK6 SYT2 TP73 WNT9A				CACNG7 EPHA4 IGF2 NTRK2 PRKCH SERPINI1 TNFSF14 TRPC6 TTBK1 TUBB2B				ATOH8 BCL2 BOC CACNA2D2 CDH5 EPHB3 FGF9 LTF PGF PROX1 PTCH1 TTBK1 TUBB2B	ACTN3 ATOH8 CDH5 DLL1 DRD2 FGF9 FLT1 MAD2L2 MDK PGF PLAG1 PROX1 RNF157 SCN1B SERPINI1 SMOC2 SOCS1 SOX4 SYT2 TP73		BCL2 EPHA4 EPHB3 FZD4 HEYL PAX6 RGS14					CAMK1 CPNE9 FZD4 INSM1 LIMS2 MMD2 NEGR1 PGF PLXNC1 RNF157 ROBO1 TTBK1							ISLR2 LIMS2 NEUROG3 PDGFD S100A1 SCN1B TP73					ACTN3 AGT APBB1 ATOH8 CAMK1 CAMK2B FOXJ1 FUT1 LIMS2 LRP3 MAD2L2 MAP6 MDK RET S100A1 SCN1B SOCS1	
GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS																																															GHRL SCT		CRH SCT TAC1						
GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY																																																		AGT BEX1 LTF					
GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS																													APBB1 RTEL1						EYA4 MAD2L2 RTEL1 SMOC2						EYA4 HMBOX1 RTEL1 TOX														
GO_POSITIVE_REGULATION_OF_DNA_REPAIR		FMN2 PRKCG																																																					
GO_POSITIVE_REGULATION_OF_DNA_REPLICATION																							E2F7 NPM2																																
GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS																			APLN CALY CCL19 PLCG2																DLL1 DRD2 PLCG2						CLIP3 DRD2 PLCG2						CALY CLIP3 PLCG2								
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION																																		ATOH8 CDH5	ATOH8 CDH5																				
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION																						FUT1 SPARC			AKT3 PROX1 SPARC									ATOH8 PROX1	ATOH8 PROX1 SMOC2																			AGT ATOH8 FUT1	
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION										APLN IGF2 PGF PPP1R16B SCG2															AKT3 PROX1 VASH2					IGF2 THBS4				APLN PGF PROX1	MDK PGF PROX1												CXCL12 GHRL MDK PRKD1								
GO_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION																									PRKCH PTCH1																														
GO_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT																									PRKCH PTCH1																														
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION										CDH5 PTCH1		ATOH8 PAX6													PAX6 PRKCH PTCH1						ATOH8 PTCH1			ATOH8 CDH5 PTCH1					CDH5 PRKCH																
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION																		PLCG2 PRKD1	ATOH8 PLCG2 SMOC2			CCR6 ENPP2 FUT1 SPARC			AKT3 PROX1 SPARC						ATOH8 CCR6				ATOH8 PLCG2 PROX1 SMOC2																				
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION										APLN IGF2 PGF PPP1R16B SCG2									APLN GPBAR1 NR4A3						AKT3 PROX1 PTPRN VASH2									APLN FGF9 GPBAR1 PGF PROX1	FGF9 MDK PGF PROX1									APLN GPBAR1 NR4A3 THBS4			CXCL12 GHRL MDK PRKD1 PTPRN								
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION																																															ISL1 MDK								
GO_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY									AGT CCDC88A HAP1																																		AGT CCDC88A HAP1	CCDC88A HAP1											
GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE																			CCL19 CSF1R GPBAR1 NTRK1																																				
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION																							CAMK1 CEP290 GIP ISL1 SLC30A8 UCN3																														AIF1 CRH CSF1R NKX6-1 PTP4A3		
GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL		RGS4 STX1A																					RGS4 STX1A																				RGS4 STX1A												
GO_POSITIVE_REGULATION_OF_EXOCYTOSIS			CACNA1G CADPS														STX1A STXBP1																	CACNA1G CACNA1H CADPS		CACNA1G CDK5R2 PRRT2						CACNA1G PRRT2					CACNA1G CDK5R2 PRRT2						CDK5R2 CNR1 NCS1 STXBP1		
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY									AGT G0S2 RET SFRP1																																					G0S2 RET								AGT RET	
GO_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY				DNM3 TENM2						DPYSL3 TENM2																																													
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION																																			MDK TP73						MDK TTBK1														
GO_POSITIVE_REGULATION_OF_GLIOGENESIS																														PRKCH TTBK1					MDK PLAG1 TP73																				
GO_POSITIVE_REGULATION_OF_GLOMERULUS_DEVELOPMENT																																											PDGFD RET												
GO_POSITIVE_REGULATION_OF_GLUCOCORTICOID_SECRETION																																															GAL GHRL		CRH TAC1				CRH GAL		
GO_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT									CLIP3 GIP NR4A3																																														
GO_POSITIVE_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY										ARC RGS9 UNC13A																															ARC CACNG4 RGS9														
GO_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS																																											CCL19 MDK THBS4												
GO_POSITIVE_REGULATION_OF_GROWTH	CPNE9 SPTBN4 TAF9B									BCL2 CSH1 DRD2 IGF2 UNC13A		BCL2 FGF9 RNF157														DLL1 RASAL1 RNF157 SFRP1 SYT2				CACNG7 CSH2 IGF2 TFCP2L1				BCL2 CACNA2D2 FGF9 PROX1	ACTN3 DLL1 DRD2 FGF9 PROX1 RNF157 SYT2 TAF9B TFCP2L1																				
