PeakID (cmd=annotatePeaks.pl NEUROD1_72hpi_peak0107_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-4269	chr13	111875598	111875895	+	0	NA	intron (NM_001113511, intron 6 of 19)	intron (NM_001113511, intron 6 of 19)	-17775	NM_001320854	8874	Hs.508738	NM_003899	ENSG00000102606	ARHGEF7	BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB	Rho guanine nucleotide exchange factor 7	protein-coding
1-2599	chr18	34034898	34035195	+	0	NA	intron (NM_025135, intron 3 of 24)	HAL1|LINE|L1	157370	NM_001281739	80206	Hs.436636	NM_025135	ENSG00000134775	FHOD3	FHOS2|Formactin2	formin homology 2 domain containing 3	protein-coding
1-1283	chr2	9908440	9908737	+	0	NA	Intergenic	Intergenic	-74983	NM_001318977	9014	Hs.584833	NM_005680	ENSG00000115750	TAF1B	MGC:9349|RAF1B|RAFI63|SL1|TAFI63	TATA-box binding protein associated factor, RNA polymerase I subunit B	protein-coding
1-764	chr14	62343165	62343462	+	0	NA	intron (NM_001367656, intron 1 of 7)	intron (NM_001367656, intron 1 of 7)	-51100	NM_001367663	83851	Hs.404139	NM_031914	ENSG00000139973	SYT16	CHR14SYT|SYT14L|Strep14|syt14r	synaptotagmin 16	protein-coding
1-2458	chr7	55617095	55617392	+	0	NA	intron (NM_001321247, intron 1 of 3)	intron (NM_001321247, intron 1 of 3)	3216	NM_001284282	81552	Hs.488307	NM_030796	ENSG00000154978	VOPP1	ECOP|GASP|WBP1L2	VOPP1 WW domain binding protein	protein-coding
1-2051	chr22	27044056	27044353	+	0	NA	Intergenic	Intergenic	-9242	NR_033319	440823	Hs.517502	NR_003491	ENSG00000225783	MIAT	C22orf35|GOMAFU|LINC00066|NCRNA00066|RNCR2|lncRNA-MIAT	myocardial infarction associated transcript	ncRNA
1-2169	chr7	106239836	106240133	+	0	NA	Intergenic	LTR33|LTR|ERVL	61620	NM_175884	168455	Hs.29692	NM_175884	ENSG00000253276	CCDC71L	C7orf74	coiled-coil domain containing 71 like	protein-coding
1-4604	chr3	129608955	129609252	+	0	NA	intron (NM_001349275, intron 1 of 5)	intron (NM_001349275, intron 1 of 5)	3316	NM_001128224	23023	Hs.477547	NM_015008	ENSG00000172765	TMCC1	-	transmembrane and coiled-coil domain family 1	protein-coding
1-1677	chr7	38375364	38375661	+	0	NA	Intergenic	Intergenic	-5666	NR_040085	100506776	Hs.173034	NR_040085	ENSG00000281103	TRG-AS1	TCRGV	T cell receptor gamma locus antisense RNA 1	ncRNA
1-283	chr3	72204609	72204906	+	0	NA	intron (NR_038221, intron 1 of 2)	intron (NR_038221, intron 1 of 2)	4349	NR_038221	201617	Hs.382623	NR_038221	ENSG00000243083	LINC00870	-	long intergenic non-protein coding RNA 870	ncRNA
1-799	chr2	99181203	99181500	+	0	NA	intron (NM_001351428, intron 19 of 24)	intron (NM_001351428, intron 19 of 24)	43624	NM_001008215	493753	Hs.596537	NM_001008215	ENSG00000183513	COA5	6330578E17Rik|C2orf64|CEMCOX3|Pet191	cytochrome c oxidase assembly factor 5	protein-coding
1-910	chr11	78167686	78167983	+	0	NA	intron (NM_001243251, intron 11 of 13)	intron (NM_001243251, intron 11 of 13)	-26952	NR_120564	101928865	Hs.407574	NR_120564	ENSG00000251323	LINC02728	-	long intergenic non-protein coding RNA 2728	ncRNA
1-3634	chr9	94918044	94918341	+	0	NA	intron (NR_027341, intron 2 of 3)	intron (NR_027341, intron 2 of 3)	14443	NR_027341	158314	Hs.149940	NR_027341		LINC00475	C9orf44	long intergenic non-protein coding RNA 475	ncRNA
1-3002	chrX	10165853	10166150	+	0	NA	exon (NM_001830, exon 6 of 13)	exon (NM_001830, exon 6 of 13)	40986	NM_001830	1183	Hs.495674	NM_001830	ENSG00000073464	CLCN4	CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC	chloride voltage-gated channel 4	protein-coding
1-1306	chr4	120274746	120275043	+	0	NA	Intergenic	Intergenic	-31601	NM_000134	2169	Hs.282265	NM_000134	ENSG00000145384	FABP2	FABPI|I-FABP	fatty acid binding protein 2	protein-coding
1-2651	chr1	11400008	11400305	+	0	NA	Intergenic	Intergenic	66901	NM_001330349	29914	Hs.522933	NM_013319	ENSG00000120942	UBIAD1	SCCD|TERE1	UbiA prenyltransferase domain containing 1	protein-coding
1-4245	chr12	53702052	53702349	+	0	NA	intron (NM_015665, intron 12 of 15)	intron (NM_015665, intron 12 of 15)	8721	NM_021640	60314	Hs.655988	NM_021640	ENSG00000139637	C12orf10	Gamm1|MST024|MSTP024|MYG|MYG1	chromosome 12 open reading frame 10	protein-coding
1-2847	chr10	98897976	98898273	+	0	NA	intron (NM_003061, intron 4 of 36)	intron (NM_003061, intron 4 of 36)	35611	NR_038330	100505540	Hs.568878	NR_038330	ENSG00000234855	SLIT1-AS1	-	SLIT1 antisense RNA 1	ncRNA
1-3734	chr13	113777467	113777764	+	0	NA	intron (NM_001312674, intron 1 of 6)	intron (NM_001312674, intron 1 of 6)	502	NM_000504	2159	Hs.361463	NM_000504	ENSG00000126218	F10	FX|FXA	coagulation factor X	protein-coding
1-2122	chr3	171547738	171548035	+	0	NA	Intergenic	Intergenic	-13253	NM_001164436	389177	Hs.642307	NM_001164436	ENSG00000186329	TMEM212	-	transmembrane protein 212	protein-coding
1-1370	chr11	16927450	16927747	+	0	NA	intron (NM_175058, intron 3 of 22)	intron (NM_175058, intron 3 of 22)	19971	NR_145810	109623465		NR_145810		SNORD147	-	small nucleolar RNA, C/D box 147	snoRNA
1-2063	chrX	150023294	150023591	+	0	NA	intron (NM_001242614, intron 1 of 11)	intron (NM_001242614, intron 1 of 11)	43699	NM_134446	83692	Hs.522805	NM_031462	ENSG00000102181	CD99L2	CD99B|MIC2L1	CD99 molecule like 2	protein-coding
1-2354	chr2	60522105	60522402	+	0	NA	Intergenic	Intergenic	87918	NR_132991	106660609	Hs.565545	NR_132991	ENSG00000228590	MIR4432HG	-	MIR4432 host gene	ncRNA
1-1741	chr13	114942660	114942957	+	0	NA	Intergenic	Intergenic	-44710	NM_001320821	22821	Hs.593075	NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
1-2495	chr9	94499466	94499763	+	0	NA	intron (NM_001318204, intron 5 of 7)	intron (NM_001318204, intron 5 of 7)	-100987	NR_037489	100500902		NR_037489	ENSG00000283351	MIR3910-2	mir-3910-2	microRNA 3910-2	ncRNA
1-2501	chr9	131313434	131313731	+	0	NA	intron (NR_031672, intron 2 of 2).3	intron (NR_031672, intron 2 of 2).3	-1284	NM_001130438	6709	Hs.372331	NM_003127	ENSG00000197694	SPTAN1	EIEE5|NEAS|SPTA2	spectrin alpha, non-erythrocytic 1	protein-coding
1-3406	chr1	3168176	3168473	+	0	NA	intron (NM_199454, intron 3 of 16)	intron (NM_199454, intron 3 of 16)	123785	NR_036215	100422968		NR_036215	ENSG00000283572	MIR4251	-	microRNA 4251	ncRNA
1-748	chr9	33690112	33690409	+	0	NA	Intergenic	Intergenic	-12842	NR_023917	11191	Hs.493716	NR_023917	ENSG00000237984	PTENP1	PTEN-rs|PTEN2|PTENpg1|PTH2|psiPTEN	phosphatase and tensin homolog pseudogene 1	pseudo
1-1399	chr16	87812862	87813159	+	0	NA	promoter-TSS (NR_120309)	promoter-TSS (NR_120309)	-256	NR_120309	102724467	Hs.587857	NR_120309		LOC102724467	-	uncharacterized LOC102724467	ncRNA
1-3046	chr1	209848007	209848304	+	0	NA	promoter-TSS (NM_015714)	promoter-TSS (NM_015714)	439	NR_134511	101930114	Hs.663934	NR_134509	ENSG00000227591	HSD11B1-AS1	-	HSD11B1 antisense RNA 1	ncRNA
1-1555	chr15	102217205	102217502	+	0	NA	intron (NM_152334, intron 12 of 18)	MLT2B2|LTR|ERVL	-24759	NM_001308026	80213	Hs.288912	NM_025141	ENSG00000184277	TM2D3	BLP2	TM2 domain containing 3	protein-coding
1-4067	chr6	133638126	133638423	+	0	NA	intron (NM_001370459, intron 2 of 17)	intron (NM_001370459, intron 2 of 17)	75637	NM_001301012	2070	Hs.596680	NM_004100	ENSG00000112319	EYA4	CMD1J|DFNA10	EYA transcriptional coactivator and phosphatase 4	protein-coding
1-4380	chr19	49238196	49238493	+	0	NA	intron (NM_017805, intron 4 of 11)	intron (NM_017805, intron 4 of 11)	5523	NM_017805	54922	Hs.233955	NM_017805	ENSG00000105538	RASIP1	RAIN	Ras interacting protein 1	protein-coding
1-4271	chr14	25278254	25278551	+	0	NA	TTS (NM_014178)	TTS (NM_014178)	-175006	NM_004131	3002	Hs.1051	NM_004131	ENSG00000100453	GZMB	C11|CCPI|CGL-1|CGL1|CSP-B|CSPB|CTLA1|CTSGL1|HLP|SECT	granzyme B	protein-coding
1-4449	chr2	165355292	165355589	+	0	NA	intron (NM_001303422, intron 8 of 12)	intron (NM_001303422, intron 8 of 12)	69565	NM_001303422	2888	Hs.411881	NM_004490	ENSG00000115290	GRB14	-	growth factor receptor bound protein 14	protein-coding
1-161	chr11	68164041	68164338	+	0	NA	intron (NM_002335, intron 7 of 22)	intron (NM_002335, intron 7 of 22)	-64031	NM_001352348	55291	Hs.503022	NM_018312	ENSG00000110075	PPP6R3	C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3	protein phosphatase 6 regulatory subunit 3	protein-coding
1-1649	chr4	89137582	89137879	+	0	NA	intron (NM_001348985, intron 1 of 16)	ERVL-E-int|LTR|ERVL	15048	NM_001348985	9429	Hs.480218	NM_004827	ENSG00000118777	ABCG2	ABC15|ABCP|BCRP|BCRP1|BMDP|CD338|CDw338|EST157481|GOUT1|MRX|MXR|MXR-1|MXR1|UAQTL1	ATP binding cassette subfamily G member 2 (Junior blood group)	protein-coding
1-1569	chr17	17931086	17931383	+	0	NA	intron (NM_145691, intron 3 of 7)	L2c|LINE|L2	11248	NM_145691	91647	Hs.528889	NM_145691	ENSG00000171953	ATPAF2	ATP12|ATP12p|LP3663|MC5DN1	ATP synthase mitochondrial F1 complex assembly factor 2	protein-coding
1-2418	chr4	151956522	151956819	+	0	NA	Intergenic	Intergenic	-19791	NM_001367550	987	Hs.480938	NM_006726	ENSG00000198589	LRBA	BGL|CDC4L|CVID8|LAB300|LBA	LPS responsive beige-like anchor protein	protein-coding
1-33	chr7	1595918	1596215	+	0	NA	promoter-TSS (NM_001097620)	promoter-TSS (NM_001097620)	-225	NM_001097620	202915	Hs.592174	NM_152689	ENSG00000164855	TMEM184A	SDMG1	transmembrane protein 184A	protein-coding
1-205	chr6	20691390	20691687	+	0	NA	intron (NM_017774, intron 5 of 15)	intron (NM_017774, intron 5 of 15)	156850	NM_017774	54901	Hs.657604	NM_017774	ENSG00000145996	CDKAL1	-	CDK5 regulatory subunit associated protein 1 like 1	protein-coding
1-4419	chrX	37448002	37448299	+	0	NA	intron (NM_198511, intron 1 of 5)	intron (NM_198511, intron 1 of 5)	17236	NM_001170331	347404	Hs.521932	NM_198511	ENSG00000147036	LANCL3	-	LanC like 3	protein-coding
1-3231	chr10	129867306	129867603	+	0	NA	intron (NM_001316676, intron 13 of 21)	intron (NM_001316676, intron 13 of 21)	-6765	NR_136149	105378553		NR_136149		AS-PTPRE	-	lncRNA antisense to PTPRE protein-coding gene	ncRNA
1-3577	chr6	131702310	131702607	+	0	NA	Intergenic	Intergenic	130914	NM_004842	9465	Hs.486483	NM_004842	ENSG00000118507	AKAP7	AKAP15|AKAP18	A-kinase anchoring protein 7	protein-coding
1-784	chrX	48330716	48331013	+	0	NA	Intergenic	Intergenic	-2216	NM_033518	92745	Hs.195155	NM_033518	ENSG00000017483	SLC38A5	JM24|SN2|SNAT5|pp7194	solute carrier family 38 member 5	protein-coding
1-484	chr5	179034653	179034950	+	0	NA	intron (NM_001040452, intron 17 of 17)	intron (NM_001040452, intron 17 of 17)	-4059	NR_110560	101928445	Hs.663255	NR_110560	ENSG00000244945	LOC101928445	-	uncharacterized LOC101928445	ncRNA
1-3867	chr1	45413202	45413499	+	0	NA	intron (NM_001261418, intron 3 of 10)	intron (NM_001261418, intron 3 of 10)	38917	NM_020365	8891	Hs.533549	NM_020365	ENSG00000070785	EIF2B3	EIF-2B|EIF2Bgamma	eukaryotic translation initiation factor 2B subunit gamma	protein-coding
1-3225	chr10	98019989	98020286	+	0	NA	intron (NM_013314, intron 1 of 16)	intron (NM_013314, intron 1 of 16)	11136	NR_047682	29760	Hs.665244	NM_013314	ENSG00000095585	BLNK	AGM4|BASH|BLNK-S|LY57|SLP-65|SLP65|bca	B cell linker	protein-coding
1-4576	chr20	8982158	8982455	+	0	NA	Intergenic	Intergenic	-67395	NM_001172646	5332	Hs.472101	NM_000933	ENSG00000101333	PLCB4	ARCND2|PI-PLC	phospholipase C beta 4	protein-coding
1-2858	chr11	11274090	11274387	+	0	NA	Intergenic	Intergenic	100559	NM_001256686	283106	Hs.654675	NM_001256686	ENSG00000254598	CSNK2A3	CSNK2A1P	casein kinase 2 alpha 3	protein-coding
1-1919	chr6	124440765	124441062	+	0	NA	intron (NM_001040214, intron 1 of 6)	intron (NM_001040214, intron 1 of 6)	-163238	NM_001300740	154215	Hs.656604	NM_153355	ENSG00000188580	NKAIN2	FAM77B|NKAIP2|TCBA|TCBA1	sodium/potassium transporting ATPase interacting 2	protein-coding
1-833	chr11	72497411	72497708	+	0	NA	intron (NM_006645, intron 1 of 6)	intron (NM_006645, intron 1 of 6)	2984	NR_039841	100616410		NR_039841	ENSG00000265064	MIR4692	-	microRNA 4692	ncRNA
1-2147	chr5	163076608	163076905	+	0	NA	Intergenic	MER54B|LTR|ERVL	144131	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2B	protein-coding
1-416	chr16	69482800	69483097	+	0	NA	intron (NM_030579, intron 3 of 4)	intron (NM_030579, intron 3 of 4)	24450	NM_030579	80777	Hs.461131	NM_030579	ENSG00000103018	CYB5B	CYB5-M|CYPB5M|OMB5	cytochrome b5 type B	protein-coding
1-138	chr15	89873397	89873694	+	0	NA	intron (NM_001126131, intron 2 of 22)	intron (NM_001126131, intron 2 of 22)	-3504	NR_106824	102466983		NR_106824	ENSG00000275101	MIR6766	hsa-mir-6766	microRNA 6766	ncRNA
1-2452	chr6	170262253	170262550	+	0	NA	Intergenic	Intergenic	-63480	NR_026781	401288	Hs.556095	NM_207502	ENSG00000229214	LINC00242	C6orf122|NCRNA00242|dJ266L20.5	long intergenic non-protein coding RNA 242	ncRNA
1-367	chr7	150598760	150599057	+	0	NA	Intergenic	L2c|LINE|L2	49303	NM_001091	26	Hs.647097	NM_001091	ENSG00000002726	AOC1	ABP|ABP1|DAO|DAO1|KAO	amine oxidase copper containing 1	protein-coding
1-1893	chr5	50496997	50497294	+	0	NA	Intergenic	Intergenic	182021	NR_046243	642366	Hs.544139	NR_046243		LOC642366	-	uncharacterized LOC642366	ncRNA
1-2656	chr1	22303148	22303445	+	0	NA	promoter-TSS (NM_007352)	promoter-TSS (NM_007352)	-219	NM_007352	23436	Hs.728752	NM_007352	ENSG00000219073	CELA3B	CBPP|ELA3B	chymotrypsin like elastase 3B	protein-coding
1-3047	chr1	222113019	222113316	+	0	NA	intron (NR_149057, intron 1 of 3)	intron (NR_149057, intron 1 of 3)	-26585	NR_149071	110806276		NR_149071		LINC02474	-	long intergenic non-protein coding RNA 2474	ncRNA
1-2639	chr22	48992191	48992488	+	0	NA	intron (NM_015381, intron 1 of 3)	L1MC2|LINE|L1	20187	NM_015381	25817	Hs.436854	NM_015381	ENSG00000219438	TAFA5	FAM19A5|QLLK5208|TAFA-5|UNQ5208	TAFA chemokine like family member 5	protein-coding
1-3482	chr2	191334373	191334670	+	0	NA	exon (NM_017694, exon 4 of 8)	exon (NM_017694, exon 4 of 8)	61440	NM_017694	54842	Hs.418581	NM_017694	ENSG00000151690	MFSD6	MMR2|hMMR2	major facilitator superfamily domain containing 6	protein-coding
1-3844	chr22	38489743	38490040	+	0	NA	intron (NM_025045, intron 7 of 13)	L1MB8|LINE|L1	-10721	NM_013356	23539	Hs.745256	NM_013356	ENSG00000100156	SLC16A8	MCT3|REMP	solute carrier family 16 member 8	protein-coding
1-3558	chr5	173184875	173185172	+	0	NA	Intergenic	Intergenic	-11811	NR_108027	101928136	Hs.449267	NR_108027	ENSG00000253686	LINC01484	-	long intergenic non-protein coding RNA 1484	ncRNA
1-124	chr14	59130308	59130605	+	0	NA	Intergenic	Intergenic	24901	NR_046095	51339	Hs.48950	NM_016651	ENSG00000165617	DACT1	DAPPER|DAPPER1|DPR1|FRODO|HDPR1|TBS2|THYEX3	dishevelled binding antagonist of beta catenin 1	protein-coding
1-4083	chr7	2169338	2169635	+	0	NA	intron (NM_001304523, intron 10 of 17)	intron (NM_001304523, intron 10 of 17)	-40799	NR_145797	109623488		NR_145797		SNORA114	-	small nucleolar RNA, H/ACA box 114	snoRNA
1-989	chr8	130996470	130996767	+	0	NA	intron (NM_001353269, intron 1 of 10)	intron (NM_001353269, intron 1 of 10)	24081	NR_049826	100847051		NR_049826	ENSG00000264653	MIR5194	mir-5194	microRNA 5194	ncRNA
1-586	chr1	3773725	3774022	+	0	NA	promoter-TSS (NM_001282669)	promoter-TSS (NM_001282669)	42	NM_001282669	1677	Hs.133089	NM_004402	ENSG00000169598	DFFB	CAD|CPAN|DFF-40|DFF2|DFF40	DNA fragmentation factor subunit beta	protein-coding
1-4614	chr6	153493974	153494271	+	0	NA	Intergenic	Intergenic	-41705	NM_012419	26575	Hs.166313	NM_012419	ENSG00000091844	RGS17	RGS-17|RGSZ2|hRGS17	regulator of G protein signaling 17	protein-coding
1-652	chr21	37548108	37548405	+	0	NA	intron (NM_005128, intron 2 of 36)	intron (NM_005128, intron 2 of 36)	11417	NM_005128	9980	Hs.204575	NM_005128	ENSG00000142197	DOP1B	21orf5|C21orf5|DOPEY2	DOP1 leucine zipper like protein B	protein-coding
1-1016	chr15	89037083	89037380	+	0	NA	Intergenic	Intergenic	26292	NM_001321976	64963	Hs.111286	NM_022839	ENSG00000181991	MRPS11	HCC-2|MRP-S11|S11mt	mitochondrial ribosomal protein S11	protein-coding
1-1707	chr10	46009704	46010001	+	0	NA	intron (NM_001002266, intron 2 of 6)	intron (NM_001002266, intron 2 of 6)	20967	NM_001002266	220972	Hs.499489	NM_145021	ENSG00000165406	MARCH8	CMIR|MARCH-VIII|MIR|RNF178|c-MIR	membrane associated ring-CH-type finger 8	protein-coding
1-1158	chr1	182603852	182604149	+	0	NA	Intergenic	Intergenic	19725	NR_036490	284648	Hs.253475	NR_036490	ENSG00000261504	LINC01686	-	long intergenic non-protein coding RNA 1686	ncRNA
1-4555	chr16	49582350	49582647	+	0	NA	intron (NM_001330533, intron 3 of 5)	intron (NM_001330533, intron 3 of 5)	-30002	NR_144553	1596	Hs.684517	NR_144553	ENSG00000260089	ADAM3B	CYRN2	ADAM metallopeptidase domain 3B (pseudogene)	pseudo
1-4275	chr14	51224434	51224731	+	0	NA	exon (NM_020921, exon 18 of 31)	exon (NM_020921, exon 18 of 31)	-63933	NR_135258	105370489	Hs.569387	NR_135258	ENSG00000258843	LOC105370489	-	uncharacterized LOC105370489	ncRNA
1-3928	chr2	122352893	122353190	+	0	NA	intron (NM_015282, intron 2 of 38)	intron (NM_015282, intron 2 of 38)	53997	NM_001142273	23332	Hs.469840	NM_015282	ENSG00000074054	CLASP1	MAST1	cytoplasmic linker associated protein 1	protein-coding
1-114	chr8	144487308	144487605	+	0	NA	Intergenic	Intergenic	-12393	NR_126358	104326051	Hs.202140	NR_126358	ENSG00000254338	MAFA-AS1	TCONS_00014882	MAFA antisense RNA 1	ncRNA
1-3619	chr8	96125028	96125325	+	0	NA	intron (NR_148914, intron 10 of 11)	MamRep38|DNA|hAT	-20837	NM_024613	79666	Hs.29724	NM_024613	ENSG00000175895	PLEKHF2	EAPF|PHAFIN2|ZFYVE18	pleckstrin homology and FYVE domain containing 2	protein-coding
1-3367	chr19	41847317	41847614	+	0	NA	intron (NM_000660, intron 5 of 6)	AluSx|SINE|Alu	12362	NM_000660	7040	Hs.645227	NM_000660	ENSG00000105329	TGFB1	CED|DPD1|IBDIMDE|LAP|TGFB|TGFbeta	transforming growth factor beta 1	protein-coding
1-1718	chr11	18791262	18791559	+	0	NA	intron (NM_001278238, intron 1 of 13)	intron (NM_001278238, intron 1 of 13)	21935	NM_032781	84867	Hs.79092	NM_006906	ENSG00000110786	PTPN5	PTPSTEP|STEP|STEP61	protein tyrosine phosphatase non-receptor type 5	protein-coding
1-1537	chr12	122150485	122150782	+	0	NA	promoter-TSS (NM_001080825)	promoter-TSS (NM_001080825)	-25	NM_001080825	144404	Hs.644504	NM_001080825	ENSG00000188735	TMEM120B	-	transmembrane protein 120B	protein-coding
1-3250	chr11	111876763	111877060	+	0	NA	intron (NM_001037954, intron 18 of 20)	L1PA6|LINE|L1	-18627	NM_001931	1737	Hs.335551	NM_001931	ENSG00000150768	DLAT	DLTA|E2|PDC-E2|PDCE2	dihydrolipoamide S-acetyltransferase	protein-coding
1-3548	chr5	124218193	124218490	+	0	NA	Intergenic	Intergenic	-137536	NM_020747	57507	Hs.266616	NM_020747	ENSG00000168916	ZNF608	NY-REN-36	zinc finger protein 608	protein-coding
1-1264	chrX	40409404	40409701	+	0	NA	Intergenic	Intergenic	-30670	NM_005765	10159	Hs.495960	NM_005765	ENSG00000182220	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	ATPase H+ transporting accessory protein 2	protein-coding
1-4193	chr10	100369444	100369741	+	0	NA	intron (NM_001166246, intron 9 of 12)	AluSc8|SINE|Alu	-162872	NM_001322491	3257	Hs.404568	NM_000195	ENSG00000107521	HPS1	BLOC3S1|HPS	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1	protein-coding
1-3818	chr20	4006950	4007247	+	0	NA	Intergenic	LTR16C|LTR|ERVL	-10893	NM_007219	11237	Hs.547576	NM_007219	ENSG00000101236	RNF24	G1L	ring finger protein 24	protein-coding
1-1926	chr7	3312490	3312787	+	0	NA	Intergenic	CR1_Mam|LINE|CR1	-28246	NM_152744	221935	Hs.653013	NM_152744	ENSG00000146555	SDK1	-	sidekick cell adhesion molecule 1	protein-coding
1-585	chr22	47439691	47439988	+	0	NA	intron (NM_014346, intron 11 of 12)	intron (NM_014346, intron 11 of 12)	-127901	NR_122047	642757	Hs.632786	NR_122047	ENSG00000280080	TBC1D22A-AS1	-	TBC1D22A antisense RNA 1	ncRNA
1-4323	chr17	1667646	1667943	+	0	NA	intron (NM_001329903, intron 1 of 7)	intron (NM_001329903, intron 1 of 7)	1696	NM_001329903	5176	Hs.532768	NM_002615	ENSG00000132386	SERPINF1	EPC-1|OI12|OI6|PEDF|PIG35	serpin family F member 1	protein-coding
1-682	chr9	4662732	4663029	+	0	NA	promoter-TSS (NM_001353487)	promoter-TSS (NM_001353487)	586	NM_203453	403313	Hs.107510	NM_203453	ENSG00000205808	PLPP6	PDP1|PPAPDC2|PSDP|bA6J24.6	phospholipid phosphatase 6	protein-coding
1-2815	chr8	60699278	60699575	+	0	NA	Intergenic	MER34-int|LTR|ERV1	494533	NR_135821	767	Hs.654388	NM_004056	ENSG00000178538	CA8	CA-RP|CA-VIII|CALS|CAMRQ3|CARP	carbonic anhydrase 8	protein-coding
1-1852	chr2	129201950	129202247	+	0	NA	Intergenic	Intergenic	-125656	NM_004807	9394	Hs.512841	NM_004807	ENSG00000136720	HS6ST1	HH15|HS6ST	heparan sulfate 6-O-sulfotransferase 1	protein-coding
1-1330	chr7	66484829	66485126	+	0	NA	intron (NR_134540, intron 6 of 14)	LTR56|LTR|ERV1	23157	NM_018264	55253	Hs.520917	NM_018264	ENSG00000198874	TYW1	RSAFD1|TYW1A|YPL207W	tRNA-yW synthesizing protein 1 homolog	protein-coding
1-12	chr2	220048970	220049267	+	0	NA	3' UTR (NM_001321110, exon 9 of 9)	3' UTR (NM_001321110, exon 9 of 9)	5687	NM_001321110	79137	Hs.516707	NM_024293	ENSG00000144567	RETREG2	C2orf17|FAM134A|MAG-2	reticulophagy regulator family member 2	protein-coding
1-2362	chr2	137432477	137432774	+	0	NA	Intergenic	Intergenic	-90490	NM_001316349	80731	Hs.68533	NM_001080427	ENSG00000144229	THSD7B	-	thrombospondin type 1 domain containing 7B	protein-coding
1-3829	chr20	50086786	50087083	+	0	NA	intron (NM_012340, intron 5 of 10)	intron (NM_012340, intron 5 of 10)	-17420	NR_036162	100422889		NR_036162	ENSG00000266761	MIR3194	mir-3194	microRNA 3194	ncRNA
1-3988	chr4	10025445	10025742	+	0	NA	intron (NM_001001290, intron 2 of 12)	intron (NM_001001290, intron 2 of 12)	-2472	NM_020041	56606	Hs.444612	NM_020041	ENSG00000109667	SLC2A9	GLUT9|GLUTX|UAQTL2|URATv1	solute carrier family 2 member 9	protein-coding
1-4432	chr1	74241662	74241959	+	0	NA	Intergenic	Tigger2b_Pri|DNA|TcMar-Tigger	101448	NR_146300	109729166	Hs.563902	NR_146300		LINC02238	-	long intergenic non-protein coding RNA 2238	ncRNA
1-1790	chr19	40419965	40420262	+	0	NA	exon (NM_003890, exon 6 of 36)	exon (NM_003890, exon 6 of 36)	20420	NM_003890	8857	Hs.111732	NM_003890		FCGBP	FC(GAMMA)BP	Fc fragment of IgG binding protein	protein-coding
1-2971	chr20	12516114	12516411	+	0	NA	Intergenic	L1PBa|LINE|L1	401349	NR_109872	102606466	Hs.602196	NR_109872		LOC102606466	-	uncharacterized LOC102606466	ncRNA
1-2736	chr3	186784627	186784924	+	0	NA	intron (NM_173216, intron 5 of 7)	MIR3|SINE|MIR	28269	NM_001353916	6480	Hs.207459	NM_003032	ENSG00000073849	ST6GAL1	SIAT1|ST6GalI|ST6N	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	protein-coding
