PeakID (cmd=annotatePeaks.pl NEUROD1_peak0825_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-1382	chr6	119816589	119816916	+	0	NA	Intergenic	Intergenic	-4285	NR_046100	285762	Hs.571063	NR_046100		LOC285762	-	uncharacterized LOC285762	ncRNA
1-774	chr8	73614916	73615243	+	0	NA	intron (NM_004770, intron 2 of 2)	intron (NM_004770, intron 2 of 2)	-29201	NR_110656	101926908	Hs.680588	NR_110656	ENSG00000253726	LOC101926908	-	uncharacterized LOC101926908	ncRNA
1-1091	chr7	139650722	139651049	+	0	NA	intron (NM_030984, intron 5 of 11)	intron (NM_030984, intron 5 of 11)	112636	NM_022750	64761	Hs.12646	NM_022750	ENSG00000059378	PARP12	ARTD12|MST109|MSTP109|ZC3H1|ZC3HDC1	poly(ADP-ribose) polymerase family member 12	protein-coding
1-1007	chr15	77944767	77945094	+	0	NA	intron (NM_001301195, intron 3 of 3)	intron (NM_001301195, intron 3 of 3)	-7463	NR_120362	101929478	Hs.569510	NR_120361	ENSG00000259281	LINGO1-AS2	-	LINGO1 antisense RNA 2	ncRNA
1-1073	chr4	76937611	76937938	+	0	NA	intron (NM_001130017, intron 1 of 9)	L1M1|LINE|L1	5441	NM_001130017	419	Hs.24976	NM_001179	ENSG00000156219	ART3	ARTC3	ADP-ribosyltransferase 3	protein-coding
1-1242	chr12	82568702	82569029	+	0	NA	Intergenic	Intergenic	183301	NM_014167	29080	Hs.582627	NM_014167	ENSG00000133773	CCDC59	BR22|HSPC128|TAP26	coiled-coil domain containing 59	protein-coding
1-182	chr7	44300937	44301264	+	0	NA	intron (NM_172078, intron 3 of 20)	intron (NM_172078, intron 3 of 20)	60523	NM_006555	10652	Hs.520794	NM_006555	ENSG00000106636	YKT6	-	YKT6 v-SNARE homolog	protein-coding
1-1224	chr9	110880057	110880384	+	0	NA	Intergenic	Intergenic	-628170	NM_004235	9314	Hs.376206	NM_004235	ENSG00000136826	KLF4	EZF|GKLF	Kruppel like factor 4	protein-coding
1-163	chr22	25093599	25093926	+	0	NA	Intergenic	Intergenic	-38648	NR_024593	646074	Hs.531306	NM_001025230		POM121L10P	-	POM121 transmembrane nucleoporin like 10, pseudogene	pseudo
1-524	chr22	50294811	50295138	+	0	NA	3' UTR (NM_024105, exon 10 of 10)	3' UTR (NM_024105, exon 10 of 10)	17112	NM_024105	79087	Hs.526711	NM_024105	ENSG00000182858	ALG12	CDG1G|ECM39|PP14673|hALG12	ALG12 alpha-1,6-mannosyltransferase	protein-coding
1-609	chr8	59697126	59697453	+	0	NA	Intergenic	Intergenic	-124877	NM_003580	8439	Hs.372000	NM_003580	ENSG00000035681	NSMAF	FAN|GRAMD5	neutral sphingomyelinase activation associated factor	protein-coding
1-31	chr14	105347878	105348205	+	0	NA	intron (NM_001112726, intron 6 of 18)	intron (NM_001112726, intron 6 of 18)	16390	NR_162135	113219454		NR_162135		MIR12121	-	microRNA 12121	ncRNA
1-831	chr2	27170156	27170483	+	0	NA	3' UTR (NM_001253724, exon 13 of 13)	3' UTR (NM_001253724, exon 13 of 13)	-23186	NM_012326	22924	Hs.515860	NM_012326	ENSG00000084764	MAPRE3	EB3|EBF3|EBF3-S|RP3	microtubule associated protein RP/EB family member 3	protein-coding
1-139	chr5	171781985	171782312	+	0	NA	intron (NM_001308175, intron 8 of 12)	intron (NM_001308175, intron 8 of 12)	69547	NR_130933	100288254	Hs.531911	NM_001007542		LOC100288254	-	uncharacterized LOC100288254	ncRNA
1-926	chr2	46301779	46302106	+	0	NA	intron (NM_005400, intron 10 of 14)	intron (NM_005400, intron 10 of 14)	-222604	NM_001430	2034	Hs.468410	NM_001430	ENSG00000116016	EPAS1	ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73	endothelial PAS domain protein 1	protein-coding
1-708	chr16	11239302	11239629	+	0	NA	intron (NM_015226, intron 21 of 22)	MER58A|DNA|hAT-Charlie	110574	NM_003745	8651	Hs.50640	NM_003745	ENSG00000185338	SOCS1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3	suppressor of cytokine signaling 1	protein-coding
1-449	chr11	78873723	78874050	+	0	NA	intron (NM_001098816, intron 3 of 33)	intron (NM_001098816, intron 3 of 33)	239267	NR_030598	100126333		NR_030598	ENSG00000211997	MIR708	MIRN708|hsa-mir-708	microRNA 708	ncRNA
1-986	chr11	72340318	72340645	+	0	NA	intron (NM_001146209, intron 3 of 31)	intron (NM_001146209, intron 3 of 31)	13006	NM_001143839	5138	Hs.503163	NM_002599	ENSG00000186642	PDE2A	CGS-PDE|PDE2A1|PED2A4|cGSPDE	phosphodiesterase 2A	protein-coding
1-1013	chr16	15111058	15111385	+	0	NA	exon (NM_001285449, exon 11 of 17)	exon (NM_001285449, exon 11 of 17)	-6967	NR_036265	100422922		NR_036265	ENSG00000239118	MIR1972-2	-	microRNA 1972-2	ncRNA
1-290	chr11	59529598	59529925	+	0	NA	intron (NM_004177, intron 1 of 10)	MIR|SINE|MIR	6912	NM_001178040	6809	Hs.180711	NM_004177	ENSG00000166900	STX3	STX3A	syntaxin 3	protein-coding
1-97	chr16	11262488	11262815	+	0	NA	intron (NM_015226, intron 22 of 22)	intron (NM_015226, intron 22 of 22)	87388	NM_003745	8651	Hs.50640	NM_003745	ENSG00000185338	SOCS1	CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3	suppressor of cytokine signaling 1	protein-coding
1-123	chr15	78107159	78107486	+	0	NA	intron (NM_001301186, intron 1 of 5)	intron (NM_001301186, intron 1 of 5)	4472	NM_001301194	84894	Hs.656765	NM_032808	ENSG00000169783	LINGO1	LERN1|LRRN6A|MRT64|UNQ201	leucine rich repeat and Ig domain containing 1	protein-coding
1-512	chr17	40688938	40689265	+	0	NA	intron (NM_000263, intron 1 of 5)	intron (NM_000263, intron 1 of 5)	842	NM_000263	4669	Hs.50727	NM_000263	ENSG00000108784	NAGLU	CMT2V|MPS-IIIB|MPS3B|NAG|UFHSD	N-acetyl-alpha-glucosaminidase	protein-coding
1-514	chr17	64825888	64826215	+	0	NA	Intergenic	Intergenic	-5184	NM_145811	27091	Hs.278907	NM_014404	ENSG00000075429	CACNG5	-	calcium voltage-gated channel auxiliary subunit gamma 5	protein-coding
1-734	chrX	150023250	150023577	+	0	NA	intron (NM_001242614, intron 1 of 11)	intron (NM_001242614, intron 1 of 11)	43728	NM_134445	83692	Hs.522805	NM_031462	ENSG00000102181	CD99L2	CD99B|MIC2L1	CD99 molecule like 2	protein-coding
1-1138	chr17	33053584	33053911	+	0	NA	Intergenic	Intergenic	145979	NM_001304438	124842	Hs.310482	NM_207313	ENSG00000181291	TMEM132E	DFNB99	transmembrane protein 132E	protein-coding
1-1385	chr9	124407351	124407678	+	0	NA	intron (NM_032552, intron 1 of 16)	intron (NM_032552, intron 1 of 16)	78133	NM_032552	153090	Hs.522378	NM_032552	ENSG00000136848	DAB2IP	AF9Q34|AIP-1|AIP1|DIP1/2	DAB2 interacting protein	protein-coding
1-402	chr5	139035379	139035706	+	0	NA	intron (NM_001317205, intron 1 of 2)	intron (NM_001317205, intron 1 of 2)	-3598	NM_001317206	51523	Hs.189119	NM_016463	ENSG00000171604	CXXC5	CF5|HSPC195|RINF|WID	CXXC finger protein 5	protein-coding
1-273	chr14	70177734	70178061	+	0	NA	3' UTR (NM_014734, exon 6 of 6)	3' UTR (NM_014734, exon 6 of 6)	-55962	NM_001039465	6430	Hs.632326	NM_006925	ENSG00000100650	SRSF5	HRS|SFRS5|SRP40	serine and arginine rich splicing factor 5	protein-coding
1-405	chr7	103046241	103046568	+	0	NA	intron (NM_206883, intron 8 of 19)	L1PA7|LINE|L1	37254	NR_120443	375611	Hs.585146	NM_198999	ENSG00000170615	SLC26A5	DFNB61|PRES	solute carrier family 26 member 5	protein-coding
1-516	chr18	77894488	77894815	+	0	NA	exon (NM_014913, exon 4 of 4)	exon (NM_014913, exon 4 of 4)	-11156	NR_028339	100130522	Hs.352602	NM_001145731	ENSG00000267270	PARD6G-AS1	-	PARD6G antisense RNA 1	ncRNA
1-1226	chr10	73777729	73778056	+	0	NA	Intergenic	Intergenic	53739	NM_004273	9469	Hs.158304	NM_004273	ENSG00000122863	CHST3	C6ST|C6ST1|HSD	carbohydrate sulfotransferase 3	protein-coding
1-590	chr1	244214349	244214676	+	0	NA	promoter-TSS (NM_205768)	promoter-TSS (NM_205768)	-49	NM_205768	10472	Hs.69997	NM_006352	ENSG00000179456	ZBTB18	C2H2-171|MRD22|RP58|TAZ-1|ZNF238	zinc finger and BTB domain containing 18	protein-coding
1-912	chr20	42984176	42984503	+	0	NA	promoter-TSS (NM_001030004)	promoter-TSS (NM_001030004)	0	NM_001030004	3172	Hs.116462	NM_000457	ENSG00000101076	HNF4A	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	hepatocyte nuclear factor 4 alpha	protein-coding
1-529	chr1	41786109	41786436	+	0	NA	Intergenic	Intergenic	-40834	NM_001291281	100132074	Hs.559677	NM_001291281		FOXO6	-	forkhead box O6	protein-coding
1-792	chr12	113810652	113810979	+	0	NA	intron (NM_173542, intron 3 of 11)	intron (NM_173542, intron 3 of 11)	14423	NM_001159727	196463	Hs.115896	NM_173542	ENSG00000151176	PLBD2	P76	phospholipase B domain containing 2	protein-coding
1-1190	chr3	63061963	63062290	+	0	NA	Intergenic	Intergenic	-26238	NR_027104	285401	Hs.211125	NR_027104	ENSG00000244342	LINC00698	-	long intergenic non-protein coding RNA 698	ncRNA
1-1269	chr16	87888839	87889166	+	0	NA	intron (NM_003486, intron 1 of 9)	intron (NM_003486, intron 1 of 9)	1500	NR_162122	113218509		NR_162122		MIR11401	-	microRNA 11401	ncRNA
1-433	chr1	227735449	227735776	+	0	NA	Intergenic	Intergenic	-15645	NM_001367911	339500	Hs.30323	NM_032755	ENSG00000181450	ZNF678	-	zinc finger protein 678	protein-coding
1-237	chr10	45474231	45474558	+	0	NA	promoter-TSS (NM_007021)	promoter-TSS (NM_007021)	-137	NM_007021	11067	Hs.93675	NM_007021	ENSG00000165507	DEPP1	C10orf10|DEPP|FIG|Fseg	DEPP1 autophagy regulator	protein-coding
1-550	chr8	224259	224586	+	0	NA	Intergenic	Intergenic	41966	NM_001287254	169270	Hs.591388	NM_173539	ENSG00000172748	ZNF596	-	zinc finger protein 596	protein-coding
1-910	chr19	47120287	47120614	+	0	NA	Intergenic	L2c|LINE|L2	7896	NM_000960	5739	Hs.458324	NM_000960	ENSG00000160013	PTGIR	IP|PRIPR	prostaglandin I2 receptor	protein-coding
1-1111	chr11	70449857	70450184	+	0	NA	intron (NM_133266, intron 2 of 10)	intron (NM_133266, intron 2 of 10)	-27179	NR_046567	100874198	Hs.656610	NR_046567	ENSG00000226627	SHANK2-AS1	-	SHANK2 antisense RNA 1	ncRNA
1-180	chr6	20699667	20699994	+	0	NA	intron (NM_017774, intron 5 of 15)	intron (NM_017774, intron 5 of 15)	165142	NM_017774	54901	Hs.657604	NM_017774	ENSG00000145996	CDKAL1	-	CDK5 regulatory subunit associated protein 1 like 1	protein-coding
1-129	chr17	73006959	73007286	+	0	NA	Intergenic	Intergenic	-1643	NM_001545	3396	Hs.407955	NM_001545	ENSG00000167862	MRPL58	DS-1|DS1|ICT1|MRP-L58	mitochondrial ribosomal protein L58	protein-coding
1-469	chr20	49240986	49241313	+	0	NA	intron (NM_001290268, intron 2 of 21)	intron (NM_001290268, intron 2 of 21)	-9827	NR_031634	100302146		NR_031634	ENSG00000221091	MIR1302-5	MIRN1302-5|hsa-mir-1302-5	microRNA 1302-5	ncRNA
1-557	chr11	17435795	17436122	+	0	NA	intron (NR_147094, intron 19 of 37)	intron (NR_147094, intron 19 of 37)	-25065	NM_001166290	3767	Hs.248141	NM_000525	ENSG00000187486	KCNJ11	BIR|HHF2|IKATP|KIR6.2|MODY13|PHHI|TNDM3	potassium voltage-gated channel subfamily J member 11	protein-coding
1-323	chr17	72008038	72008365	+	0	NA	Intergenic	Intergenic	-183525	NR_027146	283982	Hs.464079	NM_182564		LINC00469	C17orf54	long intergenic non-protein coding RNA 469	ncRNA
1-105	chr2	238632280	238632607	+	0	NA	intron (NM_001137550, intron 7 of 23)	intron (NM_001137550, intron 7 of 23)	31595	NM_001137552	9208	Hs.471779	NM_004735	ENSG00000124831	LRRFIP1	FLAP-1|FLAP1|FLIIAP1|GCF-2|GCF2|HUFI-1|TRIP	LRR binding FLII interacting protein 1	protein-coding
1-368	chr6	35765008	35765335	+	0	NA	promoter-TSS (NM_001252598)	promoter-TSS (NM_001252598)	-50	NM_001252598	1208	Hs.1340	NM_001832	ENSG00000137392	CLPS	-	colipase	protein-coding
1-901	chr17	79533377	79533704	+	0	NA	promoter-TSS (NR_130140)	promoter-TSS (NR_130140)	88	NR_130140	55666	Hs.464333	NM_017921	ENSG00000182446	NPLOC4	NPL4	NPL4 homolog, ubiquitin recognition factor	protein-coding
1-44	chr22	49458305	49458632	+	0	NA	Intergenic	Intergenic	195886	NR_038944	100128946	Hs.535676	NR_038944	ENSG00000205632	LINC01310	WI2-81516E3.1	long intergenic non-protein coding RNA 1310	ncRNA
1-1060	chr2	98552722	98553049	+	0	NA	intron (NM_015348, intron 1 of 40)	L1M4|LINE|L1	59526	NM_015348	23505	Hs.469376	NM_015348	ENSG00000075568	TMEM131	CC28|PRO1048|RW1|YR-23	transmembrane protein 131	protein-coding
1-1213	chr7	73879403	73879730	+	0	NA	intron (NM_016328, intron 1 of 26)	intron (NM_016328, intron 1 of 26)	11330	NM_005685	9569	Hs.647056	NM_005685	ENSG00000006704	GTF2IRD1	BEN|CREAM1|GTF3|MUSTRD1|RBAP2|WBS|WBSCR11|WBSCR12|hMusTRD1alpha1	GTF2I repeat domain containing 1	protein-coding
1-533	chr2	160678772	160679099	+	0	NA	intron (NM_002349, intron 28 of 34)	L1PA7|LINE|L1	-24169	NM_001198763	9936	Hs.130014	NM_014880	ENSG00000241399	CD302	BIMLEC|CLEC13A|DCL-1|DCL1	CD302 molecule	protein-coding
1-556	chr11	694150	694477	+	0	NA	intron (NM_001367390, intron 1 of 11)	intron (NM_001367390, intron 1 of 11)	-1278	NM_001276274	283232	Hs.448664	NM_174940	ENSG00000177042	TMEM80	-	transmembrane protein 80	protein-coding
1-1066	chr3	44519772	44520099	+	0	NA	promoter-TSS (NM_181489)	promoter-TSS (NM_181489)	-773	NM_181489	353274	Hs.250481	NM_181489	ENSG00000185219	ZNF445	ZKSCAN15|ZNF168|ZSCAN47	zinc finger protein 445	protein-coding
1-1198	chr5	1339879	1340206	+	0	NA	intron (NM_030782, intron 3 of 16)	CpG	5172	NM_030782	81037	Hs.444673	NM_030782	ENSG00000049656	CLPTM1L	CRR9	CLPTM1 like	protein-coding
1-869	chr10	79239889	79240216	+	0	NA	intron (NM_001322832, intron 1 of 27)	intron (NM_001322832, intron 1 of 27)	129422	NR_126365	101929286	Hs.568867	NR_126365		KCNMA1-AS3	-	KCNMA1 antisense RNA 3	ncRNA
1-729	chr22	22994159	22994486	+	0	NA	Intergenic	Intergenic	5540	NM_199127	91227	Hs.450000	NM_080839	ENSG00000100121	GGTLC2	GGTL4	gamma-glutamyltransferase light chain 2	protein-coding
1-1322	chr5	171710319	171710646	+	0	NA	intron (NM_152277, intron 1 of 2)	CpG	286	NM_152277	92181	Hs.131570	NM_152277	ENSG00000168246	UBTD2	DCUBP	ubiquitin domain containing 2	protein-coding
1-547	chr7	73279408	73279735	+	0	NA	exon (NM_182504, exon 2 of 3)	exon (NM_182504, exon 2 of 3)	4082	NM_182504	135886	Hs.647026	NM_182504	ENSG00000175877	TMEM270	WBSCR28	transmembrane protein 270	protein-coding
1-68	chr9	744912	745239	+	0	NA	intron (NM_001256876, intron 15 of 15)	intron (NM_001256876, intron 15 of 15)	38398	NM_001354342	23189	Hs.306764	NM_015158	ENSG00000107104	KANK1	ANKRD15|CPSQ2|KANK	KN motif and ankyrin repeat domains 1	protein-coding
1-146	chr11	69189047	69189374	+	0	NA	Intergenic	Intergenic	-51213	NM_001319657	102724265	Hs.448669	NM_001319657		LOC102724265	-	uncharacterized LOC102724265	protein-coding
1-604	chr6	115375535	115375862	+	0	NA	Intergenic	LTR22|LTR|ERVK	589301	NR_134602	105377962	Hs.571066	NR_134602		LINC02534	-	long intergenic non-protein coding RNA 2534	ncRNA
1-1192	chr4	82791399	82791726	+	0	NA	Intergenic	MER52A|LTR|ERV1	-398501	NM_001300736	153020	Hs.591696	NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
1-43	chr14	104061727	104062054	+	0	NA	Intergenic	Intergenic	32593	NM_001302654	84334	Hs.598441	NM_001302652	ENSG00000256053	COA8	APOP|APOP1|APOPT1|C14orf153	cytochrome c oxidase assembly factor 8	protein-coding
1-536	chr3	12036513	12036840	+	0	NA	Intergenic	Intergenic	-9158	NM_003178	6854	Hs.445503	NM_003178	ENSG00000157152	SYN2	SYNII	synapsin II	protein-coding
1-300	chr1	156830490	156830817	+	0	NA	promoter-TSS (NM_002529)	promoter-TSS (NM_002529)	-18	NM_001012331	4914	Hs.406293	NM_002529	ENSG00000198400	NTRK1	MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA	neurotrophic receptor tyrosine kinase 1	protein-coding
1-822	chr1	113430298	113430625	+	0	NA	Intergenic	LTR67B|LTR|ERVL	5789	NR_162120	113218506		NR_162120		MIR11399	-	microRNA 11399	ncRNA
1-334	chr22	36124955	36125282	+	0	NA	intron (NM_030642, intron 4 of 4)	intron (NM_030642, intron 4 of 4)	11199	NM_030642	80831	Hs.326561	NM_030642	ENSG00000128313	APOL5	APOL-V|APOLV	apolipoprotein L5	protein-coding
1-1132	chr16	85269234	85269561	+	0	NA	Intergenic	CpG	27995	NR_162142	113219463		NR_162142		MIR12128	-	microRNA 12128	ncRNA
1-574	chr19	39544316	39544643	+	0	NA	Intergenic	L2a|LINE|L2	-21290	NM_178820	126433	Hs.187461	NM_178820	ENSG00000161243	FBXO27	FBG5|Fbx27	F-box protein 27	protein-coding
1-889	chr15	82207046	82207373	+	0	NA	Intergenic	Intergenic	131150	NM_032246	84206	Hs.104744	NM_032246	ENSG00000183496	MEX3B	MEX-3B|RKHD3|RNF195	mex-3 RNA binding family member B	protein-coding
1-291	chr11	66862452	66862779	+	0	NA	Intergenic	Intergenic	23204	NR_160735	107984341		NR_160735		LOC107984341	-	uncharacterized LOC107984341	ncRNA
1-456	chr16	1642605	1642932	+	0	NA	intron (NM_014714, intron 4 of 30)	intron (NM_014714, intron 4 of 30)	12240	NR_135176	105371046	Hs.663325	NR_135176	ENSG00000260989	LOC105371046	-	uncharacterized LOC105371046	ncRNA
1-1142	chr17	40582174	40582501	+	0	NA	Intergenic	Intergenic	-7063	NM_012232	284119	Hs.437191	NM_012232	ENSG00000177469	CAVIN1	CAVIN|CGL4|FKSG13|PTRF|cavin-1	caveolae associated protein 1	protein-coding
1-1037	chr20	61014797	61015124	+	0	NA	intron (NR_033263, intron 7 of 7)	intron (NR_033263, intron 7 of 7)	-12365	NM_080833	140893	Hs.180374	NM_080833	ENSG00000130701	RBBP8NL	C20orf151	RBBP8 N-terminal like	protein-coding
1-1366	chr20	16009383	16009710	+	0	NA	intron (NM_001351661, intron 15 of 17)	intron (NM_001351661, intron 15 of 17)	-43019	NR_130924	613266	Hs.309149	NR_130924		LOC613266	-	uncharacterized LOC613266	ncRNA
1-478	chr3	126263584	126263911	+	0	NA	intron (NR_130715, intron 4 of 5)	intron (NR_130715, intron 4 of 5)	14028	NR_130715	152065	Hs.178210	NM_152533	ENSG00000180697	C3orf22	-	chromosome 3 open reading frame 22	protein-coding
1-251	chr19	41879897	41880224	+	0	NA	intron (NM_001098825, intron 1 of 3)	intron (NM_001098825, intron 1 of 3)	-2378	NM_001098822	641649	Hs.709417	NM_001042595	ENSG00000142046	TMEM91	DSPC3|IFITMD6	transmembrane protein 91	protein-coding
1-749	chr2	27723887	27724214	+	0	NA	exon (NM_001486, exon 8 of 19)	exon (NM_001486, exon 8 of 19)	4344	NM_001486	2646	Hs.89771	NM_001486	ENSG00000084734	GCKR	FGQTL5|GKRP	glucokinase regulator	protein-coding
1-211	chr8	126398556	126398883	+	0	NA	Intergenic	Intergenic	-43881	NM_025195	10221	Hs.444947	NM_025195	ENSG00000173334	TRIB1	C8FW|GIG-2|GIG2|SKIP1|TRB-1|TRB1	tribbles pseudokinase 1	protein-coding
1-125	chr17	39228149	39228476	+	0	NA	Intergenic	Intergenic	-6181	NM_033184	85294	Hs.560502	NM_033184	ENSG00000213417	KRTAP2-4	KAP2.1B|KAP2.3|KAP2.4|KRTAP2-3|KRTAP2.3|KRTAP2.4	keratin associated protein 2-4	protein-coding
1-1044	chr22	43831906	43832233	+	0	NA	intron (NM_001044370, intron 3 of 6)	intron (NM_001044370, intron 3 of 6)	19511	NM_001362786	758	Hs.159538	NM_001044370	ENSG00000186732	MPPED1	239AB|C22orf1|FAM1A	metallophosphoesterase domain containing 1	protein-coding
1-1383	chr8	8630395	8630722	+	0	NA	Intergenic	LTR36|LTR|ERV1	71111	NM_194284	137075	Hs.183617	NM_194284	ENSG00000253958	CLDN23	CLDNL|hCG1646163	claudin 23	protein-coding
1-132	chr1	153538962	153539289	+	0	NA	promoter-TSS (NM_001366407)	promoter-TSS (NM_001366407)	-805	NM_001366407	6273	Hs.516484	NM_005978	ENSG00000196754	S100A2	CAN19|S100L	S100 calcium binding protein A2	protein-coding
1-234	chr6	170747541	170747868	+	0	NA	Intergenic	Intergenic	107855	NR_039787	100616430		NR_039787	ENSG00000266245	MIR4644	-	microRNA 4644	ncRNA
1-856	chr7	16397572	16397899	+	0	NA	intron (NM_001101417, intron 2 of 8)	LTR41|LTR|ERVL	63428	NM_001101426	729920	Hs.636502	NM_001101417	ENSG00000214960	CRPPA	ISPD|LGMDR20|MDDGA7|MDDGC7|Nip|hISPD	CDP-L-ribitol pyrophosphorylase A	protein-coding
1-310	chr9	101934952	101935279	+	0	NA	Intergenic	Intergenic	49109	NM_033087	85365	Hs.40919	NM_033087	ENSG00000119523	ALG2	CDG1I|CDGIi|CMS14|CMSTA3|NET38|hALPG2	ALG2 alpha-1,3/1,6-mannosyltransferase	protein-coding
1-975	chr10	100062805	100063132	+	0	NA	Intergenic	Intergenic	-35017	NM_032211	84171	Hs.306814	NM_032211	ENSG00000138131	LOXL4	LOXC	lysyl oxidase like 4	protein-coding
1-1266	chr16	16092286	16092613	+	0	NA	intron (NM_004996, intron 1 of 30)	intron (NM_004996, intron 1 of 30)	48976	NM_004996	4363	Hs.391464	NM_004996	ENSG00000103222	ABCC1	ABC29|ABCC|GS-X|MRP|MRP1	ATP binding cassette subfamily C member 1	protein-coding
1-1215	chr7	156359844	156360171	+	0	NA	intron (NR_026865, intron 2 of 3)	intron (NR_026865, intron 2 of 3)	26822	NR_024119	64433	Hs.404170	NR_024119	ENSG00000279418	LINC00244	C7orf4|NCRNA00244	long intergenic non-protein coding RNA 244	ncRNA
1-1165	chr1	21594732	21595059	+	0	NA	intron (NM_001113347, intron 2 of 16)	intron (NM_001113347, intron 2 of 16)	11213	NM_001113347	1889	Hs.195080	NM_001397	ENSG00000117298	ECE1	ECE	endothelin converting enzyme 1	protein-coding
1-1011	chr16	8633024	8633351	+	0	NA	Intergenic	Intergenic	-10961	NM_001146336	283953	Hs.150849	NM_001146336	ENSG00000232258	TMEM114	-	transmembrane protein 114	protein-coding
1-962	chr9	92858020	92858347	+	0	NA	Intergenic	Intergenic	-54402	NR_038882	286370	Hs.407589	NR_038882	ENSG00000227555	MIR4290HG	-	MIR4290 host gene	ncRNA
1-608	chr8	15351328	15351655	+	0	NA	Intergenic	Intergenic	-46105	NM_178234	7991	Hs.426324	NM_006765	ENSG00000104723	TUSC3	D8S1992|M33|MRT22|MRT7|MagT2|N33|OST3A|SLC58A2	tumor suppressor candidate 3	protein-coding
1-1163	chrX	68064313	68064640	+	0	NA	Intergenic	Intergenic	15636	NM_004429	1947	Hs.144700	NM_004429	ENSG00000090776	EFNB1	CFND|CFNS|EFB1|EFL3|EPLG2|Elk-L|LERK2	ephrin B1	protein-coding
1-571	chr17	55621717	55622044	+	0	NA	intron (NM_001322250, intron 7 of 13)	intron (NM_001322250, intron 7 of 13)	-20922	NR_110808	101927557	Hs.639984	NR_110808	ENSG00000266100	LOC101927557	-	uncharacterized LOC101927557	ncRNA
1-893	chr16	2329441	2329768	+	0	NA	intron (NM_001089, intron 28 of 32)	intron (NM_001089, intron 28 of 32)	4983	NR_039868	100616241		NR_039868	ENSG00000264004	MIR4717	-	microRNA 4717	ncRNA
1-1384	chr8	103780206	103780533	+	0	NA	Intergenic	Intergenic	-38681	NR_149020	401472		NR_149020		GASAL1	GASL1	growth arrest associated lncRNA 1	ncRNA
1-653	chr1	21665080	21665407	+	0	NA	intron (NM_001113348, intron 1 of 18)	intron (NM_001113348, intron 1 of 18)	6754	NM_001113348	1889	Hs.195080	NM_001397	ENSG00000117298	ECE1	ECE	endothelin converting enzyme 1	protein-coding
1-1307	chr1	45068393	45068720	+	0	NA	intron (NM_001319957, intron 1 of 13)	intron (NM_001319957, intron 1 of 13)	57391	NR_049849	100847089		NR_049849	ENSG00000263381	MIR5584	-	microRNA 5584	ncRNA
1-828	chr1	230797721	230798048	+	0	NA	intron (NM_007357, intron 3 of 17)	intron (NM_007357, intron 3 of 17)	19657	NM_001145036	22796	Hs.211800	NM_007357	ENSG00000135775	COG2	CDG2Q|LDLC	component of oligomeric golgi complex 2	protein-coding
1-760	chr3	127568254	127568581	+	0	NA	Intergenic	MLT1J|LTR|ERVL-MaLR	-26324	NM_001003794	11343	Hs.277035	NM_007283	ENSG00000074416	MGLL	HU-K5|HUK5|MAGL|MGL	monoglyceride lipase	protein-coding
