PeakID (cmd=annotatePeaks.pl RFX6_peak0825_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-4412	chr8	140969412	140969865	+	0	NA	intron (NM_001160372, intron 19 of 22)	intron (NM_001160372, intron 19 of 22)	140996	NR_144431	359809	Hs.26814	NR_144431	ENSG00000282164	PEG13	-	paternally expressed 13	ncRNA
1-3347	chr19	898647	899100	+	0	NA	intron (NM_138774, intron 7 of 7)	intron (NM_138774, intron 7 of 7)	5389	NR_104080	101954271		NR_104080	ENSG00000207507	RNU6-9	U6-9	RNA, U6 small nuclear 9	snRNA
1-2375	chr19	9945266	9945719	+	0	NA	promoter-TSS (NR_038830)	promoter-TSS (NR_038830)	-391	NM_006221	5300	Hs.465849	NM_006221	ENSG00000127445	PIN1	DOD|UBL5	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	protein-coding
1-5603	chr5	74832056	74832509	+	0	NA	intron (NM_001345921, intron 1 of 13)	L1PA15|LINE|L1	-24476	NM_001130105	10087	Hs.270437	NM_005713	ENSG00000113163	CERT1	CERT|CERTL|COL4A3BP|GPBP|MRD34|STARD11	ceramide transporter 1	protein-coding
1-4989	chr7	97880075	97880528	+	0	NA	intron (NM_015395, intron 2 of 25)	intron (NM_015395, intron 2 of 25)	1243	NM_015395	25851	Hs.592281	NM_015395	ENSG00000205356	TECPR1	-	tectonin beta-propeller repeat containing 1	protein-coding
1-712	chr2	135531012	135531465	+	0	NA	Intergenic	Intergenic	-54668	NM_030923	81615	Hs.369471	NM_030923	ENSG00000152128	TMEM163	DC29|SV31	transmembrane protein 163	protein-coding
1-5891	chr4	18206249	18206702	+	0	NA	Intergenic	Intergenic	-182977	NR_158565	254251	Hs.446201	NM_153686	ENSG00000178177	LCORL	MLR1	ligand dependent nuclear receptor corepressor like	protein-coding
1-3842	chr6	133089080	133089533	+	0	NA	Intergenic	Intergenic	-4708	NM_078488	8875	Hs.293130	NM_004665	ENSG00000112303	VNN2	FOAP-4|GPI-80	vanin 2	protein-coding
1-2874	chr20	2083253	2083706	+	0	NA	exon (NM_080836, exon 2 of 4)	exon (NM_080836, exon 2 of 4)	1006	NM_080836	140901	Hs.100057	NM_080836	ENSG00000125834	STK35	CLIK1|STK35L1	serine/threonine kinase 35	protein-coding
1-1568	chr5	134509301	134509754	+	0	NA	intron (NR_161235, intron 2 of 5)	intron (NR_161235, intron 2 of 5)	74340	NR_037895	340073	Hs.434422	NR_037895	ENSG00000249647	C5orf66-AS2	-	C5orf66 antisense RNA 2	ncRNA
1-4472	chr12	100661082	100661535	+	0	NA	promoter-TSS (NM_001319311)	promoter-TSS (NM_001319311)	146	NM_001330253	55681	Hs.506481	NM_017988	ENSG00000136021	SCYL2	CVAK104	SCY1 like pseudokinase 2	protein-coding
1-6236	chr16	29423874	29424327	+	0	NA	Intergenic	Intergenic	-8234	NM_001310137	728888	Hs.720286	NM_001310137	ENSG00000254206	NPIPB11	NPIP	nuclear pore complex interacting protein family member B11	protein-coding
1-5592	chr4	106084767	106085220	+	0	NA	intron (NM_001127208, intron 1 of 10)	(GA)n|Simple_repeat|Simple_repeat	17151	NM_001127208	54790	Hs.367639	NM_017628	ENSG00000168769	TET2	KIAA1546|MDS	tet methylcytosine dioxygenase 2	protein-coding
1-5985	chr8	131616453	131616906	+	0	NA	Intergenic	Intergenic	-160759	NM_001362926	50807	Hs.655552	NM_018482	ENSG00000153317	ASAP1	AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	protein-coding
1-1123	chr13	105223911	105224364	+	0	NA	Intergenic	Intergenic	-894079	NM_001161814	267012	Hs.381382	NM_172370	ENSG00000182346	DAOA	LG72|SG72	D-amino acid oxidase activator	protein-coding
1-5551	chr2	48011066	48011519	+	0	NA	intron (NM_001281494, intron 1 of 9)	CpG	198	NM_001281494	2956	Hs.445052	NM_000179	ENSG00000116062	MSH6	GTBP|GTMBP|HNPCC5|HSAP|p160	mutS homolog 6	protein-coding
1-3645	chr8	124563673	124564126	+	0	NA	Intergenic	Intergenic	-10453	NM_058229	114907	Hs.403933	NM_058229	ENSG00000156804	FBXO32	Fbx32|MAFbx	F-box protein 32	protein-coding
1-3075	chr5	43313695	43314148	+	0	NA	promoter-TSS (NM_001324223)	promoter-TSS (NM_001324223)	-407	NM_001324224	3157	Hs.397729	NM_002130	ENSG00000112972	HMGCS1	HMGCS	3-hydroxy-3-methylglutaryl-CoA synthase 1	protein-coding
1-3518	chr17	37033726	37034179	+	0	NA	intron (NM_006148, intron 1 of 6)	intron (NM_006148, intron 1 of 6)	7641	NR_073384	3927	Hs.741156	NM_006148	ENSG00000002834	LASP1	Lasp-1|MLN50	LIM and SH3 protein 1	protein-coding
1-4821	chr18	72163340	72163793	+	0	NA	promoter-TSS (NM_018235)	promoter-TSS (NM_018235)	-32	NM_018235	55748	Hs.149185	NM_018235	ENSG00000133313	CNDP2	CN2|CPGL|HEL-S-13|HsT2298|PEPA	carnosine dipeptidase 2	protein-coding
1-2583	chr12	104071111	104071564	+	0	NA	exon (NM_017564, exon 25 of 69)	exon (NM_017564, exon 25 of 69)	90286	NM_017564	55576	Hs.408249	NM_017564	ENSG00000136011	STAB2	FEEL2|FELE-2|FELL2|FEX2|HARE|SCARH1	stabilin 2	protein-coding
1-1672	chrX	68253738	68254191	+	0	NA	Intergenic	Intergenic	131332	NM_145119	64219	Hs.522679	NM_022368	ENSG00000181191	PJA1	PRAJA1|RNF70	praja ring finger ubiquitin ligase 1	protein-coding
1-3322	chr14	91287321	91287774	+	0	NA	Intergenic	Intergenic	-4773	NM_001010854	145567	Hs.655697	NM_001010854	ENSG00000165914	TTC7B	TTC7L1|c14_5685	tetratricopeptide repeat domain 7B	protein-coding
1-1409	chr7	76828410	76828863	+	0	NA	exon (NM_006682, exon 1 of 2)	exon (NM_006682, exon 1 of 2)	500	NM_006682	10875	Hs.520989	NM_006682	ENSG00000127951	FGL2	T49|pT49	fibrinogen like 2	protein-coding
1-2182	chr17	58704440	58704893	+	0	NA	intron (NM_003620, intron 2 of 5)	AluJr|SINE|Alu	27122	NM_003620	8493	Hs.286073	NM_003620	ENSG00000170836	PPM1D	IDDGIP|PP2C-DELTA|WIP1	protein phosphatase, Mg2+/Mn2+ dependent 1D	protein-coding
1-5938	chr6	109523765	109524218	+	0	NA	intron (NR_152435, intron 8 of 45)	MER3|DNA|hAT-Charlie	36957	NR_152435	221262	Hs.373914	NM_173671	ENSG00000203799	CCDC162P	C6orf183|C6orf184|C6orf185|CCDC162	coiled-coil domain containing 162, pseudogene	pseudo
1-2338	chr11	67276023	67276476	+	0	NA	promoter-TSS (NM_005851)	promoter-TSS (NM_005851)	-50	NM_005851	10263	Hs.523835	NM_005851	ENSG00000167797	CDK2AP2	DOC-1R|p14	cyclin dependent kinase 2 associated protein 2	protein-coding
1-2234	chr9	35657765	35658218	+	0	NA	promoter-TSS (NR_003051)	promoter-TSS (NR_003051)	24	NR_003051	6023	Hs.587502	NR_003051	ENSG00000269900	RMRP	CHH|NME1|RMRPR|RRP2	RNA component of mitochondrial RNA processing endoribonuclease	ncRNA
1-1566	chr5	1141886	1142339	+	0	NA	Intergenic	Intergenic	-29934	NM_006598	10723	Hs.172613	NM_006598	ENSG00000113504	SLC12A7	KCC4	solute carrier family 12 member 7	protein-coding
1-262	chr17	6296606	6297059	+	0	NA	Intergenic	Intergenic	41609	NM_014336	23746	Hs.279887	NM_014336	ENSG00000129221	AIPL1	AIPL2|LCA4	aryl hydrocarbon receptor interacting protein like 1	protein-coding
1-2572	chr10	94507355	94507808	+	0	NA	Intergenic	MLT1N2|LTR|ERVL-MaLR	57869	NM_002729	3087	Hs.118651	NM_002729	ENSG00000152804	HHEX	HEX|HMPH|HOX11L-PEN|PRH|PRHX	hematopoietically expressed homeobox	protein-coding
1-263	chr7	156433185	156433638	+	0	NA	promoter-TSS (NM_030936)	promoter-TSS (NM_030936)	-30	NM_001184996	140545	Hs.446194	NM_030936	ENSG00000105982	RNF32	FKSG33|HSD15|LMBR2	ring finger protein 32	protein-coding
1-5279	chr5	40797693	40798146	+	0	NA	intron (NM_001355028, intron 1 of 9)	CpG	360	NM_001355028	5562	Hs.43322	NM_006251	ENSG00000132356	PRKAA1	AMPK|AMPKa1	protein kinase AMP-activated catalytic subunit alpha 1	protein-coding
1-128	chr2	173205824	173206277	+	0	NA	Intergenic	Intergenic	-86014	NM_001316306	3655	Hs.133397	NM_000210	ENSG00000091409	ITGA6	CD49f|ITGA6B|VLA-6	integrin subunit alpha 6	protein-coding
1-3310	chr12	93708353	93708806	+	0	NA	intron (NR_040096, intron 2 of 4)	intron (NR_040096, intron 2 of 4)	62933	NR_040096	643339	Hs.741299	NR_040096		LOC643339	-	uncharacterized LOC643339	ncRNA
1-2469	chr12	53473152	53473605	+	0	NA	promoter-TSS (NM_032840)	promoter-TSS (NM_032840)	-204	NM_032840	84926	Hs.343334	NM_032840	ENSG00000167778	SPRYD3	-	SPRY domain containing 3	protein-coding
1-3780	chr1	223829934	223830387	+	0	NA	intron (NM_001143962, intron 2 of 16)	intron (NM_001143962, intron 2 of 16)	23243	NM_001143962	388743	Hs.291487	NM_001143962	ENSG00000203697	CAPN8	nCL-2	calpain 8	protein-coding
1-4945	chr4	108783831	108784284	+	0	NA	TTS (NR_125929)	TTS (NR_125929)	-30363	NM_152621	166929	Hs.595423	NM_152621	ENSG00000164023	SGMS2	SMS2	sphingomyelin synthase 2	protein-coding
1-5954	chr7	20238879	20239332	+	0	NA	intron (NM_182762, intron 1 of 6)	intron (NM_182762, intron 1 of 6)	17902	NM_182762	346389	Hs.598388	NM_182762	ENSG00000183742	MACC1	7A5|SH3BP4L	MET transcriptional regulator MACC1	protein-coding
1-2876	chr21	39495714	39496167	+	0	NA	intron (NR_026839, intron 2 of 2)	LTR33|LTR|ERVL	2395	NR_026838	84677	Hs.733345	NM_032589	ENSG00000198054	DSCR8	C21orf65|CT25.1a|CT25.1b|MMA-1|MMA-1a|MMA-1b|MMA1|MTAG2	Down syndrome critical region 8	ncRNA
1-2595	chr15	52285062	52285515	+	0	NA	Intergenic	MER21C|LTR|ERVL	-21290	NM_001323903	123169	Hs.567662	NM_138792	ENSG00000166477	LEO1	RDL	LEO1 homolog, Paf1/RNA polymerase II complex component	protein-coding
1-156	chr1	15466255	15466708	+	0	NA	intron (NR_027136, intron 1 of 4)	intron (NR_027136, intron 1 of 4)	12479	NR_027136	200197	Hs.531424	NM_182534	ENSG00000175147	TMEM51-AS1	C1orf126	TMEM51 antisense RNA 1	ncRNA
1-993	chr1	42928742	42929195	+	0	NA	promoter-TSS (NM_001355227)	promoter-TSS (NM_001355227)	11	NM_001355227	728621	Hs.729640	NM_001080850	ENSG00000186409	CCDC30	PFD6L|PFDN6L	coiled-coil domain containing 30	protein-coding
1-4307	chr1	32154914	32155367	+	0	NA	intron (NM_001856, intron 23 of 70)	intron (NM_001856, intron 23 of 70)	14478	NM_001856	1307	Hs.368921	NM_001856	ENSG00000084636	COL16A1	447AA|FP1572	collagen type XVI alpha 1 chain	protein-coding
1-5272	chr4	151937070	151937523	+	0	NA	promoter-TSS (NM_001367550)	promoter-TSS (NM_001367550)	-417	NM_001367550	987	Hs.480938	NM_006726	ENSG00000198589	LRBA	BGL|CDC4L|CVID8|LAB300|LBA	LPS responsive beige-like anchor protein	protein-coding
1-4804	chr17	33154065	33154518	+	0	NA	Intergenic	MIR|SINE|MIR	134188	NM_006584	10693	Hs.73072	NM_006584	ENSG00000132141	CCT6B	CCT-zeta-2|CCTZ-2|Cctz2|TCP-1-zeta-2|TSA303	chaperonin containing TCP1 subunit 6B	protein-coding
1-331	chr12	104241881	104242334	+	0	NA	intron (NR_027249, intron 14 of 15)	intron (NR_027249, intron 14 of 15)	-7095	NM_001031701	51559	Hs.48428	NM_016575	ENSG00000111696	NT5DC3	TU12B1-TY|TU12B1TY	5'-nucleotidase domain containing 3	protein-coding
1-3560	chr1	64259474	64259927	+	0	NA	intron (NM_005012, intron 1 of 8)	intron (NM_005012, intron 1 of 8)	20012	NM_001083592	4919	Hs.128753	NM_005012	ENSG00000185483	ROR1	NTRKR1|dJ537F10.1	receptor tyrosine kinase like orphan receptor 1	protein-coding
1-5656	chr8	134758630	134759083	+	0	NA	Intergenic	Intergenic	30739	NR_125422	101927798	Hs.615036	NR_125422	ENSG00000253165	LOC101927798	-	uncharacterized LOC101927798	ncRNA
1-2226	chr7	75923937	75924390	+	0	NA	Intergenic	Intergenic	-7827	NM_001540	3315	Hs.520973	NM_001540	ENSG00000106211	HSPB1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	heat shock protein family B (small) member 1	protein-coding
1-172	chr19	38880132	38880585	+	0	NA	promoter-TSS (NR_073032)	promoter-TSS (NR_073032)	-482	NM_001042522	399473	Hs.196011	NM_001039616	ENSG00000188766	SPRED3	Eve-3|spred-3	sprouty related EVH1 domain containing 3	protein-coding
1-3356	chr20	33212461	33212914	+	0	NA	intron (NM_080476, intron 6 of 11)	intron (NM_080476, intron 6 of 11)	52402	NM_080476	128869	Hs.253319	NM_080476	ENSG00000101464	PIGU	CDC91L1|GAB1	phosphatidylinositol glycan anchor biosynthesis class U	protein-coding
1-4180	chr11	12718338	12718791	+	0	NA	intron (NM_021961, intron 2 of 12)	intron (NM_021961, intron 2 of 12)	22596	NM_021961	7003	Hs.655331	NM_021961	ENSG00000187079	TEAD1	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1	TEA domain transcription factor 1	protein-coding
1-4740	chr11	33278545	33278998	+	0	NA	promoter-TSS (NM_001048200)	promoter-TSS (NM_001048200)	-156	NM_005734	10114	Hs.201918	NM_005734	ENSG00000110422	HIPK3	DYRK6|FIST3|PKY|YAK1	homeodomain interacting protein kinase 3	protein-coding
1-1301	chr2	85109179	85109632	+	0	NA	Intergenic	Intergenic	-1197	NM_001080824	129293	Hs.469134	NM_001080824	ENSG00000186854	TRABD2A	C2orf89|TIKI1	TraB domain containing 2A	protein-coding
1-3357	chr20	35453794	35454247	+	0	NA	intron (NM_080627, intron 3 of 14)	intron (NM_080627, intron 3 of 14)	34256	NM_199181	140710	Hs.460807	NM_080627	ENSG00000149639	SOGA1	C20orf117|KIAA0889|SOGA	suppressor of glucose, autophagy associated 1	protein-coding
1-2610	chr17	61597877	61598330	+	0	NA	Intergenic	Intergenic	-2616	NM_173092	81033	Hs.591177	NM_030779	ENSG00000173826	KCNH6	ERG-2|ERG2|HERG2|Kv11.2|hERG-2	potassium voltage-gated channel subfamily H member 6	protein-coding
1-2711	chr12	98785103	98785556	+	0	NA	Intergenic	MamRep38|DNA|hAT	65594	NR_033801	121456	Hs.620643	NR_033801	ENSG00000227825	SLC9A7P1	-	solute carrier family 9 member 7 pseudogene 1	pseudo
1-5183	chr1	11383642	11384095	+	0	NA	Intergenic	Intergenic	50613	NM_001330350	29914	Hs.522933	NM_013319	ENSG00000120942	UBIAD1	SCCD|TERE1	UbiA prenyltransferase domain containing 1	protein-coding
1-2564	chr9	15306028	15306481	+	0	NA	intron (NM_001168341, intron 1 of 17)	intron (NM_001168341, intron 1 of 17)	1104	NM_001168340	158219	Hs.563630	NM_152574	ENSG00000155158	TTC39B	C9orf52	tetratricopeptide repeat domain 39B	protein-coding
1-3362	chr21	40310234	40310687	+	0	NA	promoter-TSS (NR_120405)	promoter-TSS (NR_120405)	-107	NR_120405	400867	Hs.689509	NR_120405		LOC400867	-	uncharacterized LOC400867	ncRNA
1-3662	chr10	6338865	6339318	+	0	NA	Intergenic	Intergenic	-29416	NR_040079	399715		NR_040079	ENSG00000215244	LINC02649	-	long intergenic non-protein coding RNA 2649	ncRNA
1-1260	chr7	150445593	150446046	+	0	NA	Intergenic	Intergenic	11383	NM_018384	55340	Hs.647079	NM_018384	ENSG00000196329	GIMAP5	HIMAP3|IAN-5|IAN4|IAN4L1|IAN5|IMAP3|IROD	GTPase, IMAP family member 5	protein-coding
1-303	chr21	43944788	43945241	+	0	NA	intron (NM_001320537, intron 2 of 19)	MER21C|LTR|ERVL	11052	NM_001320537	54020	Hs.547009	NM_018964	ENSG00000160190	SLC37A1	G3PP	solute carrier family 37 member 1	protein-coding
1-5365	chr9	129817991	129818444	+	0	NA	intron (NM_014636, intron 7 of 18)	intron (NM_014636, intron 7 of 18)	66697	NM_012098	23452	Hs.653262	NM_012098	ENSG00000136859	ANGPTL2	ARP2|HARP	angiopoietin like 2	protein-coding
1-5066	chr12	12956045	12956498	+	0	NA	Intergenic	MLT1N2|LTR|ERVL-MaLR	-10009	NM_201224	51202	Hs.719938	NM_016355	ENSG00000213782	DDX47	E4-DBP|HQ0256|MSTP162|RRP3	DEAD-box helicase 47	protein-coding
1-6162	chrX	48815604	48816057	+	0	NA	promoter-TSS (NM_001136158)	promoter-TSS (NM_001136158)	-187	NM_001136159	55593	Hs.496098	NM_017602	ENSG00000068308	OTUD5	DUBA	OTU deubiquitinase 5	protein-coding
1-2808	chr7	43622365	43622818	+	0	NA	promoter-TSS (NM_004760)	promoter-TSS (NM_004760)	-116	NM_004760	9263	Hs.709489	NM_004760	ENSG00000164543	STK17A	DRAK1	serine/threonine kinase 17a	protein-coding
1-1736	chr2	54310094	54310547	+	0	NA	intron (NM_001320587, intron 3 of 5)	intron (NM_001320587, intron 3 of 5)	-32432	NM_001320589	98	Hs.516173	NM_138448	ENSG00000170634	ACYP2	ACYM|ACYP	acylphosphatase 2	protein-coding
1-1741	chr3	112492659	112493112	+	0	NA	Intergenic	Intergenic	-24719	NR_110017	101929694	Hs.385630	NR_110017	ENSG00000240893	LINC02042	-	long intergenic non-protein coding RNA 2042	ncRNA
1-5342	chr8	38135658	38136111	+	0	NA	exon (NM_023034, exon 22 of 24)	exon (NM_023034, exon 22 of 24)	-9134	NM_001354454	84513	Hs.567619	NM_032483	ENSG00000147535	PLPP5	DPPL1|HTPAP|PPAPDC1B	phospholipid phosphatase 5	protein-coding
1-4825	chr19	5343725	5344178	+	0	NA	Intergenic	AluSx|SINE|Alu	-3128	NM_130854	5802	Hs.744928	NM_002850	ENSG00000105426	PTPRS	PTPSIGMA|R-PTP-S|R-PTP-sigma	protein tyrosine phosphatase receptor type S	protein-coding
1-1980	chr11	45772930	45773383	+	0	NA	Intergenic	Intergenic	-19827	NR_027134	374387	Hs.632142	NM_199137	ENSG00000205106	LINC02716	DKFZp779M0652	long intergenic non-protein coding RNA 2716	ncRNA
1-1420	chr10	81686901	81687354	+	0	NA	intron (NR_033857, intron 5 of 5)	intron (NR_033857, intron 5 of 5)	7193	NR_002724	8512	Hs.733579	NR_002724	ENSG00000242600	MBL1P	COLEC3P|MBL1P1	mannose binding lectin 1, pseudogene	pseudo
1-4729	chr10	104614017	104614470	+	0	NA	intron (NM_144591, intron 1 of 5)	CpG	227	NM_001136200	119032	Hs.34492	NM_144591	ENSG00000166275	BORCS7	C10orf32	BLOC-1 related complex subunit 7	protein-coding
1-5159	chr20	34560274	34560727	+	0	NA	intron (NR_130714, intron 1 of 8)	intron (NR_130714, intron 1 of 8)	3988	NR_130714	140894	Hs.732697	NM_080834	ENSG00000149646	CNBD2	C20orf152|CNMPD1	cyclic nucleotide binding domain containing 2	protein-coding
1-1129	chr16	57661967	57662420	+	0	NA	promoter-TSS (NM_201525)	promoter-TSS (NM_201525)	-349	NM_001370429	9289	Hs.513633	NM_005682	ENSG00000205336	ADGRG1	BFPP|BPPR|GPR56|TM7LN4|TM7XN1	adhesion G protein-coupled receptor G1	protein-coding
1-137	chr19	54382584	54383037	+	0	NA	Intergenic	CpG	-2641	NM_002739	5582	Hs.631564	NM_002739	ENSG00000126583	PRKCG	PKC-gamma|PKCC|PKCG|PKCI(3)|PKCgamma|SCA14	protein kinase C gamma	protein-coding
1-1362	chr10	80988720	80989173	+	0	NA	intron (NM_020338, intron 7 of 24)	intron (NM_020338, intron 7 of 24)	-118279	NM_005729	10105	Hs.381072	NM_005729	ENSG00000108179	PPIF	CYP3|CyP-M|Cyp-D|CypD	peptidylprolyl isomerase F	protein-coding
1-5799	chr1	9597963	9598416	+	0	NA	Intergenic	Intergenic	-1335	NM_032315	84275	Hs.568613	NM_032315	ENSG00000171612	SLC25A33	BMSC-MCP|PNC1	solute carrier family 25 member 33	protein-coding
1-4023	chr1	46806776	46807229	+	0	NA	non-coding (NR_045789, exon 2 of 7)	non-coding (NR_045789, exon 2 of 7)	152	NM_001256128	387338	Hs.163424	NM_199044	ENSG00000117481	NSUN4	SHTAP	NOP2/Sun RNA methyltransferase 4	protein-coding
1-25	chr3	183947881	183948334	+	0	NA	promoter-TSS (NM_138345)	promoter-TSS (NM_138345)	-34	NM_138345	90113	Hs.584997	NM_138345	ENSG00000145198	VWA5B2	-	von Willebrand factor A domain containing 5B2	protein-coding
1-5165	chr20	61546257	61546710	+	0	NA	intron (NM_022105, intron 1 of 5)	intron (NM_022105, intron 1 of 5)	11374	NM_001193369	11083	Hs.517172	NM_022105	ENSG00000101191	DIDO1	BYE1|C20orf158|DATF-1|DATF1|DIDO2|DIDO3|DIO-1|DIO1|dJ885L7.8	death inducer-obliterator 1	protein-coding
1-1076	chr2	59815617	59816070	+	0	NA	Intergenic	Intergenic	371000	NR_110219	101927285	Hs.570209	NR_110219	ENSG00000222030	LINC01793	-	long intergenic non-protein coding RNA 1793	ncRNA
1-3884	chr9	86751035	86751488	+	0	NA	Intergenic	Intergenic	72903	NR_110995	101927575	Hs.459826	NR_110995	ENSG00000227463	LOC101927575	-	uncharacterized LOC101927575	ncRNA
1-2861	chr17	17655554	17656007	+	0	NA	intron (NM_030665, intron 2 of 5)	intron (NM_030665, intron 2 of 5)	13836	NR_130894	100861516	Hs.624874	NR_130894	ENSG00000237328	RAI1-AS1	-	RAI1 antisense RNA 1	ncRNA
1-2695	chr10	76348995	76349448	+	0	NA	intron (NM_001369123, intron 8 of 9)	intron (NM_001369123, intron 8 of 9)	-60139	NR_120673	102723439		NR_120673		LOC102723439	-	uncharacterized LOC102723439	ncRNA
1-5364	chr9	116896709	116897162	+	0	NA	Intergenic	Intergenic	-20882	NM_032888	85301	Hs.494892	NM_032161	ENSG00000196739	COL27A1	STLS	collagen type XXVII alpha 1 chain	protein-coding
1-5811	chr1	54303040	54303493	+	0	NA	intron (NM_001168551, intron 1 of 17)	intron (NM_001168551, intron 1 of 17)	703	NM_001168551	55706	Hs.476525	NM_018087	ENSG00000058804	NDC1	NET3|TMEM48	NDC1 transmembrane nucleoporin	protein-coding
1-370	chr11	45939318	45939771	+	0	NA	promoter-TSS (NM_004813)	promoter-TSS (NM_004813)	-116	NM_004813	9409	Hs.100915	NM_004813	ENSG00000121680	PEX16	PBD8A|PBD8B	peroxisomal biogenesis factor 16	protein-coding
1-5986	chr8	135037504	135037957	+	0	NA	Intergenic	Intergenic	138991	NR_125424	101927822	Hs.129114	NR_125424	ENSG00000253593	LOC101927822	-	uncharacterized LOC101927822	ncRNA
1-2815	chr9	130856549	130857002	+	0	NA	intron (NM_001006642, intron 1 of 9)	intron (NM_001006642, intron 1 of 9)	3032	NM_001265614	114789	Hs.5476	NM_052901	ENSG00000148339	SLC25A25	MCSC|PCSCL|SCAMC-2	solute carrier family 25 member 25	protein-coding
1-3265	chr7	101210504	101210957	+	0	NA	non-coding (NR_103747, exon 2 of 2)	non-coding (NR_103747, exon 2 of 2)	1556	NR_103747	100506527	Hs.535863	NR_103747	ENSG00000233123	LINC01007	-	long intergenic non-protein coding RNA 1007	ncRNA
1-5021	chr10	13675676	13676129	+	0	NA	Intergenic	Intergenic	46937	NM_003675	8559	Hs.660649	NM_003675	ENSG00000165630	PRPF18	PRP18|hPrp18	pre-mRNA processing factor 18	protein-coding
1-4917	chr3	48314219	48314672	+	0	NA	Intergenic	LTR10G|LTR|ERV1	18723	NR_134638	101060195	Hs.670746	NR_134638		FCF1P2	-	FCF1 pseudogene 2	pseudo
1-2885	chrX	39673077	39673530	+	0	NA	Intergenic	Intergenic	-23512	NR_039763	100616251		NR_039763	ENSG00000263972	MIR1587	-	microRNA 1587	ncRNA
1-3241	chr4	57610121	57610574	+	0	NA	Intergenic	MER119|DNA|hAT-Charlie	-62475	NM_001145460	84525	Hs.619396	NM_032495	ENSG00000171476	HOPX	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO	HOP homeobox	protein-coding
1-1951	chr3	27410917	27411370	+	0	NA	promoter-TSS (NM_199347)	promoter-TSS (NM_199347)	-192	NM_152534	152110	Hs.506115	NM_152534	ENSG00000163491	NEK10	-	NIMA related kinase 10	protein-coding
1-1425	chr12	110144742	110145195	+	0	NA	Intergenic	Intergenic	-6662	NM_032829	84915	Hs.661785	NM_032829	ENSG00000139438	FAM222A	C12orf34	family with sequence similarity 222 member A	protein-coding
1-2443	chr8	59943029	59943482	+	0	NA	intron (NM_014729, intron 1 of 8)	intron (NM_014729, intron 1 of 8)	88451	NM_014729	9760	Hs.491805	NM_014729	ENSG00000198846	TOX	TOX1	thymocyte selection associated high mobility group box	protein-coding
1-6006	chr10	22625332	22625785	+	0	NA	Intergenic	CpG	-8816	NM_001253855	9576	Hs.655170	NM_012443	ENSG00000077327	SPAG6	CT141|Repro-SA-1|pf16	sperm associated antigen 6	protein-coding
1-5177	chr22	40096184	40096637	+	0	NA	Intergenic	Intergenic	129652	NM_021096	8911	Hs.125116	NM_021096	ENSG00000100346	CACNA1I	Cav3.3|ca(v)3.3	calcium voltage-gated channel subunit alpha1 I	protein-coding
1-3272	chr8	62433064	62433517	+	0	NA	intron (NM_001164750, intron 22 of 24)	intron (NM_001164750, intron 22 of 24)	169080	NM_032468	444	Hs.332422	NM_004318	ENSG00000198363	ASPH	AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin	aspartate beta-hydroxylase	protein-coding
1-1624	chr2	9471775	9472228	+	0	NA	intron (NM_001135191, intron 7 of 26)	intron (NM_001135191, intron 7 of 26)	90719	NR_134951	9270	Hs.467662	NM_004763	ENSG00000119185	ITGB1BP1	ICAP-1A|ICAP-1B|ICAP-1alpha|ICAP1|ICAP1A|ICAP1B	integrin subunit beta 1 binding protein 1	protein-coding
