	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_		TPH1 VGF		CDK5R1 CDK5R2 TPH1	ARC CDK5R1 CDK5R2											ARC CDK5R1 CDK5R2 TPH1 VGF	ARC ASCL1 CDK5R1 CDK5R2 TPH1 VGF				ID4 TPH1 VGF														ARC CDK5R2 TPH1 VGF	ARC CDK5R2 TPH1 VGF										ARC CDK5R2 VGF	ARC ASCL1 TPH1 VGF						ARC CDK5R1 CDK5R2 VGF										ARC VGF						ARC CDK5R1 ID4 TPH1		ARC CDK5R1 CDK5R2 TPH1		
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS																																																															BCL2 MAPK12										
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI																CHST10 CHST8 ST8SIA3																															CHST10 ST8SIA3									CHST8 ST8SIA3																	
REACTOME_ONCOGENIC_MAPK_SIGNALING																CAMK2B FAM131B KIAA1549 KSR2 SPRED3				KIAA1549 KSR2 SPRED3																													KIAA1549 SPRED3								CAMK2B KIAA1549 KSR2 SPRED3																
REACTOME_OPIOID_SIGNALLING														GNAO1 ITPR1 PRKCG		CAMK2B GNAO1 GNG2 GNG4 PRKCG	ADCY1 ADCY2 ADCY5 GNAO1 GNG2 GNG4 ITPR1				ADCY1 ADCY2 ADCY5 ITPR1								ADCY1 ADCY2 ADCY5						ADCY1 ADCY2 ADCY5 GNG2 GNG4 ITPR1									ADCY1 ADCY2 ADCY5 CAMK2B GNAO1 GNG4 ITPR1 PRKCG	ADCY2 ADCY5 ITPR1						ADCY1 ADCY2 GNG2		CAMK2B GNG2 GNG4 PRKCG			ADCY5 GNAO1 ITPR1 PRKCG	ADCY5 CAMK2B GNAO1 GNG4 ITPR1 PRKCG		ADCY1 GNAO1 GNG2 GNG4			ADCY1 ADCY5 GNAO1 GNG4 ITPR1 PRKCG									ADCY5 GNG4 PRKCG		
REACTOME_OTHER_INTERLEUKIN_SIGNALING																	CSF1R SNAP25 STX1A	SNAP25 STX1A			SNAP25 STX1A												SNAP25 STX1A							CSF1R SNAP25 STX1A				SNAP25 STX1A																		CSF1R STX1A											
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS				ADAMTSL2 SPON1	ADAMTSL1 ADAMTSL2 SPON1														SPON1 SPON2																ADAMTSL1 ADAMTSL2 SPON1 SPON2			ADAMTSL2 SPON2	SPON1 SPON2	ADAMTSL1 SPON1 SPON2		ADAMTSL2 SPON1 SPON2																															
REACTOME_O_LINKED_GLYCOSYLATION					ADAMTSL1 ADAMTSL2 MUC5B SPON1							MUC16 MUC5AC					MUC15 MUC16 MUC17 SPON1 SPON2												MUC16 MUC3A MUC5AC MUC5B						ADAMTSL1 ADAMTSL2 MUC15 MUC17 MUC3A SPON1 SPON2	ADAMTSL2 B3GNTL1 MUC15 MUC16 MUC17 MUC3A MUC5B SPON1				ADAMTSL1 B3GNTL1 MUC16 SPON1 SPON2		ADAMTSL2 SPON1 SPON2		ADAMTSL1 B3GNTL1 GALNT16 MUC15 MUC17 MUC5B						MUC3A MUC5AC SPON1												B3GNTL1 MUC16 MUC17 MUC5AC MUC5B											
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS												MUC16 MUC5AC			MUC17 MUC5AC														MUC16 MUC3A MUC5AC MUC5B							B3GNTL1 MUC15 MUC16 MUC17 MUC3A MUC5B								B3GNTL1 GALNT16 MUC15 MUC17 MUC5B						MUC3A MUC5AC												B3GNTL1 MUC16 MUC17 MUC5AC MUC5B							B3GNTL1 GALNT16				
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING																																										LINGO1 MCF2L VAV3																															
REACTOME_PCP_CE_PATHWAY														FZD4 PARD6A PRKCG																																																		FZD4 PARD6A									
REACTOME_PEPTIDE_HORMONE_METABOLISM	ACE CES1 FFAR1 GPR119 KIF5C		CPB1 GPR119 ISL1 KIF5A PAX6 PCSK1 PCSK2					CES1 FFAR1							AGT CES1 GHRL GPR119 PAX6	GHRL GIP ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 SEC11C SLC30A8	GHRL ISL1 MBOAT4 PCSK1 SEC11C STX1A	CPE GHRL KIF5A PAX6 PCSK2 STX1A			AGT CES1 CPB1 CPE FFAR1 GHRL ISL1 KIF5A KIF5C PCSK1 STX1A							CES1 FFAR1		CES1 FFAR1	GPR119 KIF5C PAX6 PCSK1	CES1 GPR119 KIF5C	AGT CES1 CPB1 CPE FFAR1 GIP GPR119 ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 SLC30A8 STX1A		ACE CPB1 GIP KIF5A MBOAT4 SEC11C	ACE AGT CES1 CPE KIF5A MBOAT4 SEC11C SLC30A8 STX1A	CES1 KIF5C			GHRL ISL1 PCSK1 PCSK2 SEC11C STX1A				AGT GIP KIF5A SEC11C STX1A	AGT CPE PAX6		ACE CPE GIP MBOAT4 PCSK1 PCSK2								ACE CES1 FFAR1 GPR119 KIF5C	CES1 FFAR1 KIF5A STX1A	ACE CPE KIF5C MBOAT4 PCSK1		AGT CPE ISL1 PAX6 PCSK1 SEC11C SLC30A8														
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS								CCL19 CXCL12 NTS TAC1						APLN ECE2 GAL MLN PYY SSTR1	AGT GHRL NTS SSTR5	APLN AVPR1B CCL19 GAL GHRL MLN SST SSTR2 SSTR5 TACR3	BRS3 ECE2 GAL GHRL SSTR1 SSTR5 UTS2B				AGT GHRL NTS SSTR1 TAC1 TAC3 TACR3		AGT BRS3 MLN					CXCL12 NTS TAC1			AVPR1B GAL NPY SSTR1	CXCL12 NTS TAC1	AGT APLN GAL MLN NPW NTS PYY SSTR1 TAC1		APLN AVPR1B CCL19 GAL NPW PYY SSTR1 TAC3 UTS2B	AGT APLN AVPR1B BRS3 CCL19 GAL NPY NTS PYY SST SSTR5								AGT AVPR1B CCR6 CXCL12 GAL MLN NPY SSTR5 TAC3			APLN AVPR1B BRS3 CXCL12 ECE2 MLN NPY PYY SSTR3 SSTR5								CCL19 NTS SST TAC1 TACR3		APLN BRS3 ECE2 NPW SSTR1 TAC3 UTS2B																
REACTOME_PHASE_0_RAPID_DEPOLARISATION			CACNA1C CACNA2D1 CACNA2D2 FGF14 SCN2A	CACNB4 CAMK2B SCN3A	CACNA2D2 CACNB4 CAMK2B SCN1B									CACNA2D2 CACNB2		CACNA2D1 CACNA2D2 CACNG7 CAMK2B SCN1B SCN3A SCN3B	CACNA2D1 CACNG7 FGF14	CACNA2D2 CACNB4 CACNG7 SCN1B SCN2A	CACNA1C CACNA2D2		CACNA1C CACNB4 CACNG6 SCN3B								CACNA1C FGF14		CACNB4 FGF14 SCN3A		CACNA1C CACNA2D2 CACNG6 FGF14 SCN2A	CACNA2D1 CACNG6 CAMK2B	CACNA2D1 CACNA2D2 CACNG4	CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 SCN3B			CACNA2D1 CACNB4	CACNA1C CACNA2D1 CACNG4 CACNG6 CAMK2B FGF14 SCN2A SCN3A SCN3B		CACNA2D2 CAMK2B SCN1B	CACNB2 CACNG7 SCN3A	CACNA2D1 CACNA2D2 CAMK2B SCN3B	CACNA1C CACNA2D1 CACNA2D2 CACNB2 SCN2A	CACNA2D1 CACNB4 CACNG6 FGF14	CACNA2D1 CACNA2D2 CACNG6 FGF14 SCN3B			CACNA2D1 CACNB4 FGF14	CACNA2D1 CACNA2D2 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6 CAMK2B FGF14		CACNB2 CACNG7 SCN3A	CACNA2D2 CACNB4 CACNG6 CACNG7	CACNA1C CACNA2D2 CACNB4 CACNG7 CAMK2B SCN1B	CACNA2D1 CACNA2D2 SCN2A	CACNA1C CACNA2D2 CACNB4 CACNG6 FGF14 SCN2A SCN3A			CACNA2D1 CACNA2D2 CACNG4 SCN3B					CACNA1C CACNB2 SCN2A		CACNA2D2 CACNB4 SCN1B				
REACTOME_PHASE_2_PLATEAU_PHASE			CACNA1C CACNA2D1 CACNA2D2 KCNE4		CACNA2D2 CACNB4									CACNA2D2 CACNB2		CACNA2D1 CACNA2D2 CACNG7	CACNA2D1 CACNG7 KCNE4	CACNA2D2 CACNB4 CACNG7	CACNA1C CACNA2D2 KCNE4		CACNA1C CACNB4 CACNG6 KCNE4												CACNA1C CACNA2D2 CACNG6	CACNA2D1 CACNG6	CACNA2D1 CACNA2D2 CACNG4 KCNE4	CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 KCNE4			CACNA2D1 CACNB4	CACNA1C CACNA2D1 CACNG4 CACNG6 KCNE4			CACNB2 CACNG7		CACNA1C CACNA2D1 CACNA2D2 CACNB2 KCNE4	CACNA2D1 CACNB4 CACNG6	CACNA2D1 CACNA2D2 CACNG6			CACNA2D1 CACNB4	CACNA2D1 CACNA2D2 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6		CACNB2 CACNG7	CACNA2D2 CACNB4 CACNG6 CACNG7 KCNE4	CACNA1C CACNA2D2 CACNB4 CACNG7	CACNA2D1 CACNA2D2 KCNE4	CACNA1C CACNA2D2 CACNB4 CACNG6 KCNE4			CACNA2D1 CACNA2D2 CACNG4					CACNA1C CACNB2		CACNA2D2 CACNB4				
REACTOME_PHASE_3_RAPID_REPOLARISATION																	KCNE4 KCNH2																			KCNE4 KCNH2		KCNE4 KCNH2		KCNE4 KCNH2																		KCNE4 KCNH2															
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL				KCNJ2 KCNK17												KCNJ2 KCNK16 KCNK17																	KCNJ2 KCNK17		KCNJ2 KCNK16 KCNK17 KCNK3	KCNJ2 KCNK16 KCNK17 KCNK3		KCNK17 KCNK3				KCNK17 KCNK3		KCNJ2 KCNK3				KCNJ2 KCNK3			KCNK16 KCNK17						KCNJ2 KCNK3		KCNJ2 KCNK17										KCNJ2 KCNK3				
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS														GGT5 GSTM2 PODXL2 SULT1A4			GLYATL3 GSTA2 NNMT PODXL2 SULT1A4 SULT2A1 TPST2																GLYATL3 GSTA2 NNMT PODXL2 SULT1A4 SULT2A1												GLYATL3 GSTA2 NNMT PODXL2	GLYATL3 SULT1A4 SULT2A1	GLYATL3 GSTA2 GSTM2 NNMT TPST2				GGT5 GLYATL3 GSTA2 NNMT SULT2A1																						
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS															ARNT2 CES1																																													CES1 CYP27A1													
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM																	ASRGL1 QDPR	ASRGL1 QDPR			ASRGL1 QDPR													ASRGL1 QDPR													ASRGL1 QDPR	ASRGL1 QDPR																									
REACTOME_PHENYLALANINE_METABOLISM																	ASRGL1 QDPR	ASRGL1 QDPR			ASRGL1 QDPR													ASRGL1 QDPR													ASRGL1 QDPR	ASRGL1 QDPR																									
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2																FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9	FGF17 FGF9																					FGF17 FGF9																	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4		FGF9 KLB			FGF9 KLB											FGF17 FGF9 KLB		FGF9 KLB															FGF17 FGF9	FGF17 FGF9	FGF17 FGF9 KLB	FGF9 KLB																				FGF17 FGF9																	
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER		AKT3 FGF9 KLB																																																																							
REACTOME_PI_3K_CASCADE_FGFR1			FGF17 KL													FGF17 FGF9 KL		FGF9 KL															FGF17 FGF9 KL	FGF17 FGF9 KL	FGF17 FGF9 KL										FGF9 KL											FGF17 FGF9 KL																	
REACTOME_PI_3K_CASCADE_FGFR2																																	FGF17 FGF9	FGF17 FGF9																						FGF17 FGF9																	
REACTOME_PI_3K_CASCADE_FGFR3																FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9	FGF17 FGF9																					FGF17 FGF9																	
REACTOME_PI_3K_CASCADE_FGFR4		FGF9 KLB			FGF9 KLB											FGF17 FGF9 KLB		FGF9 KLB															FGF17 FGF9	FGF17 FGF9	FGF17 FGF9 KLB	FGF9 KLB																				FGF17 FGF9																	
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING																	ADCY1 ADCY2 ADCY5				ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5		ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5	ADCY2 ADCY5						ADCY1 ADCY2											ADCY1 ADCY5											
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB																	ADCY1 ADCY2 ADCY5				ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5		ADCY1 ADCY2 ADCY5									ADCY1 ADCY2 ADCY5	ADCY2 ADCY5						ADCY1 ADCY2											ADCY1 ADCY5											
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY																APOA1 APOC3							APOA1 APOA4 APOC3																	APOA4 APOB						APOA1 APOC3		APOA1 APOC3										APOA1 APOA4 APOC3	APOA1 APOA4 APOC3			APOA1 APOC3				APOA4 APOB	APOA4 APOB						
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE																							APOA1 APOA4 APOC3																							APOA1 APOC3 LIPC PLTP		APOA1 APOC3 LIPC											APOA1 APOA4 APOC3 PLTP					APOA1 PLTP		APOA4 APOB	APOA4 APOB						
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE																																														APOA1 LIPC		APOA1 LIPC			APOB LIPC																						
REACTOME_PLASMA_LIPOPROTEIN_REMODELING																APOA1 APOC3 LIPC							APOA1 APOA4 APOC3															APOA1 PLTP		APOA4 APOB LIPC						APOA1 APOC3 LIPC PLTP		APOA1 APOC3 LIPC			APOB LIPC		APOA1 LIPC PLTP					APOA1 APOA4 APOC3	APOA1 APOA4 APOC3 PLTP			APOA1 APOC3 PLTP		APOA1 PLTP		APOA4 APOB	APOA4 APOB						
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION			APOA1 COL1A2 DGKB GNG2 GNG4 MMRN1 PLCG2 SPARC TRPC6																				APOA1 ITPR1 PRKCH						ABCC4 DGKB RAPGEF4 SCG3 TRPC6					DGKB MMRN1 PLCG2 PRKCH RAPGEF4 SCG3 SPARC TRPC6																			APOA1 DGKB GNG2 GNG4 MMRN1 PRKCG PRKCH RAPGEF4 TRPC7 VAV3						APOA1 COL1A2 GNG2 GNG4 MMRN1 PLCG2 RAPGEF4 SCG3 TRPC7														
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION_																																														COL1A2 RAPGEF4																					COL1A2 RAPGEF4						
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS														ITPR1 P2RX6			ITPR1 P2RX6 TRPC7				ITPR1 TRPC6										ITPR1 TRPC6				ITPR1 P2RX6 SLC8A1			P2RX6 TRPC7	P2RX6 SLC8A1	P2RX6 SLC8A1 TRPC7				ITPR1 P2RX6 TRPC6	ITPR1 SLC8A1		P2RX6 TRPC7									ITPR1 SLC8A1 TRPC6		ITPR1 SLC8A1	P2RX6 SLC8A1 TRPC7										P2RX6 TRPC7				
REACTOME_PLATELET_HOMEOSTASIS			GNG2 GNG4 KCNMB3 TRPC6											ITPR1 KCNMB3 P2RX6		GNG2 GNG4 KCNMA1 KCNMB2 KCNMB3 P2RX6 PDE2A SLC8A1	GNG2 GNG4 ITPR1 P2RX6 TRPC7		KCNMB2 KCNMB3 TRPC6		ITPR1 KCNMA1 KCNMB2 PDE2A TRPC6								APOB PDE2A TRPC6	KCNMA1 KCNMB3	ITPR1 KCNMA1 KCNMB2 TRPC6				GNG2 GNG4 ITPR1 KCNMB2 KCNMB3 P2RX6 PDE2A SLC8A1	GNG2 GNG4 KCNMA1 KCNMB2 PDE2A SLC8A1 TRPC6		KCNMA1 P2RX6 PDE2A TRPC7		APOB GNG4 KCNMA1 KCNMB2 P2RX6 SLC8A1 TRPC7	KCNMA1 SLC8A1				ITPR1 KCNMA1 KCNMB2 SLC8A1		GNG2 KCNMA1 KCNMB2 P2RX6 TRPC7	GNG2 KCNMA1 PDE2A SLC8A1		KCNMB2 KCNMB3 TRPC6	APOB GNG2 KCNMB3		GNG2 GNG4 PDE2A SLC8A1 TRPC7			ITPR1 KCNMA1 KCNMB2 PDE2A SLC8A1 TRPC6			GNG2 GNG4 P2RX6 SLC8A1 TRPC7							APOB ITPR1	APOB KCNMB2		APOB P2RX6 TRPC7				
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY																	TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B												TUBA1A TUBB3 TUBB4A							TUBA1A TUBB3 TUBB4A									TUBA1A TUBB3 TUBB4A											
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS						CD52 LY6H LYPD8											CD52 LSAMP NEGR1 NTNG2				CNTN3 LYPD8 NEGR1 RTN4RL1							LSAMP LY6H																																			CD52 CNTN3 RTN4RL1							CNTN3 LYPD8			
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION						CD52 LY6H LYPD8 RAB39B TUBB4A																																																									CD52 CHST10 CNTN3 FBN1 HIC1 LRRC49 RAB26 RAB3C RTN4RL1 TPGS1 TPST2 TUBB4A VGF WSB1										
REACTOME_POTASSIUM_CHANNELS			ABCC8 GNG2 GNG4 KCNA6 KCNAB2 KCNJ3 KCNMB3 KCNN3	ABCC8 GABBR2 HCN4 KCNA6 KCNB2 KCNC1 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17	ABCC8 KCNAB2 KCNC1 KCNF1 KCNH2 KCNJ11										ABCC8 KCNG1 KCNH2 KCNN3	ABCC8 GNG2 GNG4 KCNAB2 KCNB2 KCNF1 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3	ABCC8 GNG2 GNG4 HCN4 KCNH2 KCNH3 KCNH6 KCNK16	HCN4 KCNAB2 KCNC1 KCNH3 KCNJ2 KCNJ6 KCNMB3 KCNN3	GABBR2 KCNC1 KCNH8 KCNMB2 KCNMB3 KCNN3	GABBR2 GNG2 KCNH7	ABCC8 KCNG1 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2							KCNA6 KCNK17 KCNMB3	HCN4 KCNH7 KCNJ3 KCNJ6 KCNK3	KCNMA1 KCNMB3	KCNK3 KCNMA1 KCNMB2		ABCC8 GNG2 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3	ABCC8 GABBR2 HCN4 KCNH8 KCNK3 KCNMA1 KCNMB3	GNG2 GNG4 KCNB2 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNMB3 KCNN3	GABBR2 GNG2 GNG4 HCN4 KCNA6 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2		ABCC8 KCNAB2 KCNB2 KCNF1 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1	KCNAB2 KCNB2 KCNC1 KCNH7 KCNK3	ABCC8 GABBR2 GNG4 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3	ABCC9 KCNMA1	KCNC1 KCNH2 KCNK17 KCNK3 KCNMA1 KCNN3		GNG4 KCNAB2 KCNB2 KCNC1 KCNH6 KCNH8 KCNJ2 KCNK3	KCNC1 KCNH7 KCNMA1 KCNMB2 KCNN3		GABBR2 GNG2 HCN4 KCNC1 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3	GABBR2 GNG2 KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3		KCNAB2 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 KCNMB3	GNG2 KCNC1 KCNH3 KCNK16 KCNK17 KCNMB3		GABBR2 GNG2 GNG4 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3			KCNC1 KCNH8 KCNMA1 KCNMB2 KCNN3	ABCC8 GABBR2 GNG4 HCN4 KCNC1 KCNF1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2	GABBR2 KCNAB2 KCNC1 KCNF1 KCNH2 KCNH8 KCNJ6 KCNK3	GABBR2 GNG2 GNG4 KCNB2 KCNC1 KCNG1 KCNJ2 KCNJ3 KCNJ6 KCNK17			ABCC9 GABBR2 GNG4 KCNAB2 KCNC1 KCNH7 KCNH8 KCNJ2 KCNMB2	ABCC8 GNG4 KCNAB2			ABCC9 KCNN3	ABCC9 KCNH7 KCNMB2		ABCC9 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK3		ABCC8 ABCC9 GNG4 KCNB2 KCNC1 KCNH8 KCNJ2 KCNMB3		KCNH2 KCNN3
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION																																												HHEX POU5F1					HHEX POU5F1																						HHEX POU5F1		
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING			CACNA1B CACNA2D2	CACNA1A CACNB4	CACNA2D2 CACNB4									CACNA2D2 CACNB2		CACNA1A CACNA1B CACNA1E CACNA2D2		CACNA1A CACNA2D2 CACNB4	CACNA1E CACNA2D2		CACNA1A CACNA1E CACNB4												CACNA1A CACNA1B CACNA1E CACNA2D2		CACNA2D2 CACNG4	CACNA1A CACNA1E CACNA2D2 CACNB4 CACNG4				CACNA1A CACNG4				CACNA1B CACNA1E CACNA2D2	CACNA1A CACNA1B CACNA2D2 CACNB2			CACNA1A CACNA1E		CACNA1A CACNB4	CACNA2D2 CACNB4		CACNA1A CACNA1E CACNB2 CACNB4 CACNG4		CACNA1B CACNB2	CACNA1A CACNA1B CACNA1E CACNA2D2 CACNB4	CACNA1B CACNA1E CACNA2D2 CACNB4	CACNA1E CACNA2D2	CACNA1A CACNA1E CACNA2D2 CACNB4			CACNA2D2 CACNG4							CACNA2D2 CACNB4				
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS			GNG2 GNG4 GRIK3														GNG2 GNG4 GRIK3																		GNG2 GNG4																		GNG2 GNG4						GNG2 GNG4														
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR			GNG2 GNG4													GNG2 GNG4	GNG2 GNG4																		GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4														
REACTOME_PROTEIN_FOLDING														GNAO1 RGS11 RGS9			GNAO1 GNG2 GNG4 RGS9 TUBA1A TUBB3																													TUBA1A TUBB3 TUBB4A							GNG2 GNG4 RGS9 TUBA1A TUBB3 TUBB4A									GNAO1 GNG4 RGS9 TUBA1A TUBB3 TUBB4A											
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	GRIN1 LRFN1	DLG2 NRXN2 SYT2		GRIN2C LRRTM3 NRXN2 STXBP1												BEGAIN LIN7A LRFN2 SLITRK6 SYT2	BEGAIN DLG2 GRIN2C LIN7A LRRTM3 SLITRK6 STX1A	BEGAIN DLG2 SLITRK6 STX1A SYT2		BEGAIN DLG2 SLITRK6 SYT2	DLG2 LRRTM3 NRXN2 STX1A								LIN7A SLITRK6 SYT2				LIN7A LRFN2 LRRTM3 SLITRK6 STX1A		BEGAIN LIN7A LRFN2 NRXN2 SLITRK6 SYT2					DLG2 GRIN2C LRRTM3 STX1A SYT2				DLG2 GRIN1 LRFN1 LRFN2 NRXN2 STX1A SYT2			BEGAIN GRIN1 GRIN2C LRFN1 LRFN2 NRXN2						GRIN1 LIN7A LRFN2 NRXN2			DLG2 GRIN1 GRIN2C SLITRK6 STX1A STXBP1 SYT2	BEGAIN GRIN2C LIN7A STXBP1 SYT2		BEGAIN DLG2 GRIN2C LIN7A LRRTM3 NRXN2 SYT2				BEGAIN LRFN1 NRXN2			DLG2 SLITRK6 SYT2					BEGAIN GRIN2C LRFN2		
REACTOME_PTEN_REGULATION		AKT3 RRAGD USP13																																																																							
REACTOME_RAB_GERANYLGERANYLATION																																													RAB26 RAB36 RAB3C					RAB26 RAB3C			RAB26 RAB36 RAB39B RAB3C										RAB26 RAB3C										
REACTOME_RAP1_SIGNALLING																													RAP1GAP2 RAPGEF4					RAP1GAP2 RAPGEF4				RAP1GAP2 RAPGEF4															RAP1GAP2 RAPGEF4					RAP1GAP2 RAPGEF4															
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR																																								CAMK2B DLG2				CAMK2B DLG2 GRIN1									CAMK2B GRIN1 NEFL			DLG2 GRIN1 NEFL	CAMK2B NEFL																
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY																CHST10 CHST8																																																									
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES																																														TUBA1A TUBB3 TUBB4A																											
REACTOME_RECYCLING_PATHWAY_OF_L1																													DNM3 TUBB4A					DNM3 TUBA1A TUBB2B												DNM3 TUBA1A TUBB3 TUBB4A							TUBA1A TUBB3 TUBB4A									TUBA1A TUBB3 TUBB4A											
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	NKX6-1 ONECUT1		NKX6-1 ONECUT1 PAX6			NEUROG3 PAX4					NKX2-2 PAX4				MAFA NEUROG3 PAX6	GCK ONECUT1 PAX6 RFX6	AKT3 GCK RFX6													NKX2-2 ONECUT1 PAX4			AKT3 GCK PAX6	AKT3 INSM1 NKX2-2	GCK INSM1 NEUROG3 NKX6-1	AKT3 GCK NKX6-1 RFX6		GCK INSM1 NEUROD1 NKX2-2 PAX4		AKT3 INSM1 NEUROD1 RFX6		INSM1 NEUROG3 RFX6			ONECUT1 PAX6	NKX2-2 NKX6-1	AKT3 NKX6-1 RFX6						GCK INSM1 MAFA NEUROD1 NKX2-2 PAX4 PAX6		NKX6-1 ONECUT1	GCK NKX6-1 ONECUT1		INSM1 MAFA NKX6-1	AKT3 GCK PAX6 RFX6							NKX6-1 ONECUT1					MAFA NEUROG3 RFX6		
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION																					FZD4 LGR6																					FZD4 LGR6		FZD4 LGR6				FZD4 LGR6														FZD4 LGR6											
