	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_PEPTIDYL_CYSTEINE_MODIFICATION								CLIP3 ZDHHC11																															CLIP3 ZDHHC11											
GO_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION								CLIP3 ZDHHC11																															CLIP3 ZDHHC11											
GO_PEPTIDYL_SERINE_MODIFICATION	MAP3K12 PRKCG PRKCH SPTBN4	AKT3 BRSK2 PRKCG			BRSK1 BRSK2 CDK5R1 PLCL1 TTBK1								MAP3K12 PRKCG	MAPK12 PRKCG SH2D3C				MBOAT4 SBK1 SH2D3C SPOCK3						GALNT16 RET		PRKCH SH2D3C TTBK1		CLSPN MAPK12 PLCL1		BCL2 GALNT16 TTBK1		BRSK1 CAMKV PRKCH SPTBN4						CDK5R1 GALNT16 TTBK1	AKT3 BGN BRSK1 CAMKV CLSPN GALNT16 MAPK12 MBOAT4 PLCL1 RET SPTBN4				BGN BRSK1 CLSPN GALNT16 PRKD1 SPOCK3					SBK1 SH2D3C SPTBN4		
GO_PEPTIDYL_THREONINE_MODIFICATION	MAP3K12 SPRED3				CDK5R1 SPRED3 TTBK1 WNK3				BCL2 CIT SBK1			CIT WNK3								CIT TTBK1										BCL2 GALNT16 TTBK1								CDK5R1 GALNT16 TTBK1										SBK1 SPRED3		
GO_PEPTIDYL_TYROSINE_MODIFICATION									CRLF1 CSH1 EPHA4 EPHB3										ENPP2 EPHB3 FLT1				CRLF1 EPHB3 INSRR SFRP1 SRCIN1			CSH2 EPHA4 SRCIN1 TTBK1				CSF1R EPHB3 TTBK1			EPHA4 EPHB3 INSRR										AGT CSH1 GHRL INSRR ISL1			AGT EPHA8 ROS1				
GO_PERIKARYON		DLG2 GAP43 KCNB2 TRPM2	PCSK2 SCN1B SORCS2	DLG2 KCNB2 TRPM2	CACNA1C CDK5R1 CNGA3 DLG2 RTN4RL1			CACNA1C CNGA3 CPLX2 KCNB2 KIF5A MAP1B PCSK2 PTPRN SCN1B	CRMP1 DRD2 EPHA4 GAP43 TRPM2		DDN RTN4RL1							CACNA1C PTPRN RTN4RL1 TRPM2	CPLX1 DRD2 SORCS2 TTLL7			CACNA1C PTPRN RTN4RL1	DDN MAPK10			EPHA4 KIF5A SERPINI1		DRD2 SCN1B			DRD2 SCN1B SERPINI1 TTLL7	DDN DLG2 GRIK5 SORCS2					CPLX1 DDN DRD2 KCNB2 SERPINI1		CACNA1C CPLX2 DLG2 DRD2 GAP43 GRIK5 KCNB2 KIF5A MAP1B MAPK10 PCSK2 SCN1B	CRMP1 DRD2			CACNA1C CNGA3 DLG2 PCSK2 PTPRN			GRIK3 MAPK10		CPLX2 GRIK5		
GO_PERINUCLEAR_REGION_OF_CYTOPLASM	EML1 PRKCG ROS1 STXBP1	BRSK2 CABP7 FMN2 MX1 PRKCG SEZ6 SNAP25 SPP1 TPPP3			ANKRD13B BRSK2 CDK5R1 EML1 MAP6 MX1 PDE2A SNAP25 SYP TTBK1				APLN CERKL EML1 PTCH1 RAB3C STK33					CHGA MAP6 PRKCG STXBP1 SYT5	HERC5 ITPR1 MMD2 RAP1GAP2		HERC5 MX1					APLP1 CHGA LRAT PTCH1 ROS1				HERC5 KIF5A RASD1 TTBK1	CDK5R1 MAPK8IP1 PTCH1	ANKRD13B EML1 PDE2A SPP1 STXBP1	AKR1B1 EML1 MX1	APLN CERKL HCN4 ITPR1 PTCH1 RAB3C TTBK1					AKR1B1 APLN ITPR1			AKR1B1 CDK5R1 MMD2 RD3 STK33 TTBK1	AKR1B1 APLP1 CERKL CHGA FMN2 HCN4 KIF5A LRAT MAP1B MAP6 RAB3C SEZ6 SNAP25 SPP1 STK33 SYP TPPP3	AKR1B1 ANKRD13B APLN APLP1 HCN4 PDE2A	SYP SYT5	MX1 RASD1	AKR1B1 EML1 KCNH2 LRAT MAP6 RD3 SEZ6 TPPP3						AKR1B1 ANKRD13B APLN APLP1 HCN4 ITPR1 KCNH2 LRAT MAP6 MAPK8IP1 PDE2A SEZ6 STK33 SYP TPPP3	
GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT		GFRA3 PMP22																		GFRA3 ISL1		GFRA3 PMP22									PMP22 SERPINI1						NFASC SERPINI1		ETV1 ISL1 NFASC				ETV1 ISL1 PMP22							
GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION																																							ETV1 ISL1				ETV1 ISL1							
GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	CHRNB2 SULT1A4								BCL2 DRD2 INSM1 SULT1A4		BCL2 CHRNB2												AKR1B1 SULT1A4	SULT1A4 TPH1					AKR1B1 DRD2									AKR1B1 INSM1		AKR1B1 DRD2			AKR1B1 GCH1 SULT1A4						AKR1B1 SULT1A4	
GO_PHOSPHATASE_BINDING	ROS1 SPTBN4											CSF1R PTPRT																		BCL2 CSF1R		PTPRT SPTBN4																CSF1R SPTBN4		
GO_PHOSPHATIDYLINOSITOL_BINDING	KCNJ2 MCF2L			CCDC88A KCNJ2																CCDC88A FRMPD4 ITPR1																														
GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS												CSF1R FAM126A				CSF1R PLCG2																																		
GO_PHOSPHATIDYLSERINE_BINDING									CD300LF GAP43																																									
GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY																																							AGT CHGA DRD2											
GO_PHOSPHOLIPID_BINDING	KCNJ2 MCF2L SPTBN4							APOB BAIAP3 CCDC88A DPEP1 FRMPD4 KCNJ2 MAP1B PCYT1B PSD																															AMPH BAIAP3 CCDC88A DPEP1 FRMPD4 GAP43 MAP1B PCYT1B PSD RASAL1 SPTBN4											
GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY					PDE2A PLCL1											PLCG2 PLCXD3												PDE2A PLCL1									PDE8B PLCG2		ENPP2 PDE8B PLCL1 PLCXD3											
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY																												EYA4 PDE2A PLCL1																						
GO_PHOSPHORUS_OXYGEN_LYASE_ACTIVITY											ADCY1 ADCY5																																							
GO_PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR																																											AK5 DLG2							
GO_PHOTORECEPTOR_CELL_CILIUM							RD3 USH1G	CDHR1 CERKL MAP1B								CERKL USH1G																																		
GO_PHOTORECEPTOR_CELL_DEVELOPMENT								CABP4 CDHR1 PAX6														CABP4 PAX6																												
GO_PHOTORECEPTOR_CELL_DIFFERENTIATION								CABP4 CDHR1 PAX6														CABP4 NKD1 PAX6	CABP4 NKD1																				CABP4 SDK2							
GO_PHOTORECEPTOR_INNER_SEGMENT							RD3 USH1G		ATP1A3 CERKL							CERKL USH1G																							ATP1A3 CERKL SNAP25				RD3 USH1G							
GO_PHOTORECEPTOR_OUTER_SEGMENT								CDHR1 CERKL MAP1B																															CERKL MAP1B VCAN											
GO_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY								AGT RGS4										AGT RGS4																					AGT RGS4											
GO_PIGMENTATION									BCL2 DRD2 SPARC										DRD2 SPARC									DRD2 EDAR	DRD2 EDAR																					
GO_PITUITARY_GLAND_DEVELOPMENT																																							DRD2 ISL1											
GO_PLACENTA_DEVELOPMENT		SPP1 TPPP3																																									ASCL2 GHRL TPPP3							
GO_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM					AP3B2 DLG2 MAP2									AP3B2 CCDC40				MAP1A TTC25												KIF1A RSPH4A		DLG2 KIF1A	CCDC40 TTC25						AKR1B1 DLG2 KIF5A MAP1A MAP2 RSPH4A UCHL1	AKR1B1 CCDC40			AKR1B1 DLG2 KIF19 UCHL1			GRIK3 UCHL1	DNAH11 KIF5A			
GO_PLASMA_MEMBRANE_ORGANIZATION								ANK2 MTSS1 XKR7																																										
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX		DCHS1 DLG2 KCNB2 KCNJ2 SNAP25 STX1A		ATP1A3 DLG2 KCNB2 KCNJ2	CACNA1C CDHR3 CNIH2 DLG2 ITGBL1 KCNG1 KCNIP3 KCNJ11 LIN7A SNAP25		HCN4 KCNG1 KCNIP3 SCN2A				CHRNA3 CHRNB2 SGCD STX1A							CACNA1C GNAO1 PGM5 SNAP25						KCNJ2 RET SCN2A								DLG2 GNG4 GRIK5 ITGA7 LIN7A SNAP25							ABCC8 ATP1A3 CACNA1A CACNA1C CDHR3 CNIH2 DLG2 DPP10 GNAO1 GNG2 GNG4 GRIK5 HCN4 ITGA7 ITGBL1 KCNB2 KCNIP3 KCNMA1 KCNMB2 RET SCN1B SGCD SNAP25 STX1A			KCNG1 RET				ATP1A3 CACNA1B DCHS1 DPP10 GNAO1 GRIK3 HLA-DQA2 KCNA6 PGM5	C7 GNG2 KCNA6 KCNJ6 SGCD		CDH22 CNIH2 CPT1C HCN4 KCNH2 KCNJ11 RET SCN1B	CACNA1C ITGA7
GO_PLASMA_MEMBRANE_RAFT									ADD2 PTCH1		CHRNA3 CHRNB2																			ADD2 PTCH1																				
GO_PLASMA_MEMBRANE_REGION	CHRNB2 PRKCG SLC14A2 SSTR3 STXBP1	CHRM4 DLG2 DOCK8 GAP43 IGSF21 IGSF9B MPP2 MX1 MX2 PRKCG SLC8A1 SNAP25 STX1A			ATP6V1B1 CACNA1C CNIH2 DLG2 FSD1 KCNJ11 LIN7A LRFN1 MX1 PDE2A PSD SNAP25 SYP			ANK2 CACNA1C CDHR1 CHRM4 CNGA4 CNR1 DPEP1 PCDH17 PDE2A PRKCG PSD SLC16A12 SLC26A7 SLC8A1 SSTR3 SYP	ADCY1 ADD2 ATP1A3 DRD2 EPHA4 GABBR2 GABRB3 GAP43 IGSF21 PTCH1 RGS9 SLC38A3 TENM2 UNC13A		ADCY1 CHRNA3 CHRNB2 DDN STX1A TENM2			ADCY1 PRKCG SH2D3C SLC38A3 STX1A STXBP1					DRD2 LZTS1 MPP2 SLC26A7 SORCS2	ADD2 ATP1A3 CHRM4 DLL1 PAPPA2 SLC16A12 STX1A SYP	BST2 CNR1 SLC26A7			PAPPA2 SCN2A SLC14A2 SLC22A13				DRD2 FSD1 NDRG4 PDE2A SLC22A13 SLC38A3 STXBP1				ADORA2A DDN DLG2 GRIK5 LIN7A NDRG4 SNAP25 SORCS2							ANK2 ATP1A3 CACNA1C CNIH2 DLG2 DPEP1 DRD2 EFNB3 GAP43 GRIK5 IGSF21 KCNMA1 LRRTM3 MPP2 NDRG4 PAPPA2 PSD SLC16A12 SNAP25 STX1A SYP	ATP6V1B1 CHRNB4 CNGA4 DRD2 IGSF9B MPP2 PDE2A		GAP43 MX1						ATP1A3 CHRM4 CNR1 GRIK5 SH2D3C SSTR3 STXBP1 SYP	ATP6V1B1 CNIH2 DDN EFNB3 FSD1 KCNJ11 LRFN1 LZTS1 MPP2 PDE2A SYP	
GO_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX											CHRNA3 CHRNB2																					DLG2 GRIK5 ITGA7																		
GO_PLATELET_ACTIVATION	PRKCG PRKCH STXBP1													PRKCG STXBP1	ITPR1 PLCG2	GNG2 PLCG2						PRKCH VAV3										PRKCH VAV3			ITPR1 PRKCH															
GO_PML_BODY																																BASP1 SPTBN4																		
GO_POLYMERIC_CYTOSKELETAL_FIBER	EML1 MTUS2 SPTBN4 TTLL7							CLIP3 JAM3 KIF5A MAP1A MAP1B NAV3 NEFM SLC8A1 TEKT2 TTLL6				CENPE EML1 TTLL7 TUBA1A				ADORA2A CCDC181 JAM3 MTUS2 TUBB2B																ADORA2A KIF1A SPTBN4 SYNM							CLIP3 JAM3 KIF5A MAP1A MAP1B MAP2 MAP6 MTUS2 NEFM REEP2 SPTBN4 SYNM TPPP3 TTLL6 TUBA1A TUBB2B				ADORA2A CLIP3 EML1 JAM3 KIF19 MAP6 TPPP3				DNAH11 KIF5A NAV3 SLC8A1 TUBB2B		CLIP3 FSD1 LRRC49 MAP1A MAP6 TPPP3	
GO_POLYOL_BIOSYNTHETIC_PROCESS								AKR1B1 AVPR1B								GCH1 PLCG2																											AKR1B1 AVPR1B GCH1 PLCG2							
GO_POLYOL_METABOLIC_PROCESS																GCH1 PLCG2																											AKR1B1 AVPR1B GCH1 PLCG2							
GO_PONS_DEVELOPMENT					CDK5R1 CDK5R2																																													
GO_POSITIVE_CHEMOTAXIS									ANGPT2 SCG2																																									
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY								CCDC88A LIMCH1 SFRP1			EVL LIMCH1																																							
GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	CHRNB2 STXBP1								DRD2 SLC38A3		CHRNB2 STX1A			SLC38A3 STX1A STXBP1		ADORA2A SLC38A3												DRD2 SLC38A3 STXBP1											AGT DRD2 STX1A				ADORA2A AGT							
GO_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT														SLC38A3 STXBP1		ADORA2A SLC38A3												SLC38A3 STXBP1															ADORA2A AGT							
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS																		AGT BASP1																			FOXP2 MDK		AGT BASP1 MDK				AGT MDK						AGT MDK	
GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT								AGT AVPR1B						SLC38A3 STXBP1		ADORA2A SLC38A3												SLC38A3 STXBP1															ADORA2A AGT AVPR1B							
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY								AGT MLLT11 RET SFRP1										AGT MLLT11 ST18					SFRP1 TP73									ADORA2A MLLT11											ADORA2A AGT MLLT11							
GO_POSITIVE_REGULATION_OF_AXONOGENESIS								ISLR2 MAP1B PLXNC1																														PLXNC1 ROBO1	MAP1B MAP6 TUBB2B								ROBO1 TUBB2B			
GO_POSITIVE_REGULATION_OF_AXON_EXTENSION								ISLR2 MAP1B																																										
GO_POSITIVE_REGULATION_OF_BEHAVIOR																ADORA2A NR4A3																											ADORA2A GHRL							
GO_POSITIVE_REGULATION_OF_BINDING																																	EPHA4 PAX6										ISL1 NEUROD1 SPON1							
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION										GCH1 GHRL						APLN GCH1																											AVPR1B GCH1 GHRL		AVPR1B RGS4					
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE								AGT CNR1																															AGT TAC3				AGT TAC3						AGT TAC3	
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER																ADORA2A APLN GCH1														APLN DOCK4													ADORA2A AGT GCH1						AGT APLN	
GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION											BCL2 CHRNB2																																							
GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION											BCL2 CHRNB2																																							
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS														STX1A STXBP1																									CDK5R2 STX1A									CDK5R2 STXBP1		
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT								ANK2 CACNB2																													CACNA2D1 PLCG2		ANK2 FGF14 S100A1										FGF14 S100A1	
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY								ANK2 CACNB2																													CACNA2D1 PLCG2		ANK2 FGF14 S100A1										FGF14 S100A1	
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT								ANK2 CACNB2 WNK3																																									FGF14 S100A1	
GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY											ADCY1 ADCY5 BCL2 CHRNA3 S100A1 STXBP5L									ADCY2 CCDC88A CENPE CLSPN NEK10 RGS17 RGS4 S100A1 TTBK1			CENPE CLSPN EPHB3 INSRR MAPK10 RASAL1 SFRP1 SRCIN1 TP73 VAV3							ADCY1 ARHGAP9 BCL2 CSF1R DOCK4 EPHB3 NEK10 PROX1 TTBK1			BCL2 EPHA4 EPHB3 INSRR					CDK5R1 CENPE MMD2 NEK10 ROBO1 TTBK1					ADCY2 AGT ARHGAP9 AVPR1B CACNA1C CDK5R2 CLSPN GCH1 GHRL INSRR PRKD1 RASAL1 SGSM1 STARD8 VAV3		AVPR1B RGS4 S100A1 TP73					
GO_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION											CHRNB2 STX1A																																							
GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY								ANK2 CACNB2																													CACNA2D1 CACNG4 PLCG2 RGS9		ANK2 FGF14 S100A1										FGF14 KCNJ11 S100A1	
GO_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS																		AGT BEX1 EBF3 ETV1 LMX1B MLLT11 PTPRN SIX2 ST18																									AGT ASCL2 AVPR1B DPF3 ETV1 ID4 ISL1 MDK MLLT11 NEUROD1 NPAS3 POU2F2 PRKD1 PTPRN RFX6 SIX2							
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS								AGT CCDC88A DZIP1 LIMCH1 MAP1B NAV3 SFRP1			EVL LIMCH1 TENM2			CHGA DZIP1 PPM1E																																				DZIP1 NAV3
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT		AKT3 DOCK8 FUT1 SLC8A1 TTLL6 TUBB2B	FLT1 FUT1 TNFSF14 TTLL6								ATOH8 BCL2 FGF9				LGR6 PLCG2 PRKD1	ATOH8 CSF1R NR4A3 PLCG2 TMSB15B TUBB2B			ENPP2 FLT1 FUT1 SPARC			AKT3 LGR6 PROX1 SPARC TMSB15B								ATOH8 BCL2 CSF1R DOCK4 FGF9 PROX1 TUBB2B	ATOH8 FGF9 FLT1 MDK PLCG2 PROX1						AKT3 FLT1 FUT1 MDK PLCG2 TNFSF14 TTLL6												AGT ATOH8 FUT1 MDK RET	
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION						APLN GPC2		AGT CALY CCDC88A CLIP3 CNR1 DZIP1 FRMPD4 GPC2 ISLR2 LIMCH1 MAP1B MLLT11 NAV3 NEUROD2 PLXNC1 RET RTEL1 SCN1B SFRP1 TET1	APLN BCL2 DRD2 EPHA4 EPHB3 RTEL1 TENM2 UNC13A		APLN BCL2 EVL LIMCH1 RNF157 STMN2 TENM2								DRD2 ENPP2 EPHB3 RNF157 TET1	CCDC88A DLL1 DZIP1 FRMPD4 GPC2 ISL1 TET1 TTBK1						EPHA4 SERPINI1 TNFSF14 TTBK1 TUBB2B				APLN BCL2 EPHB3 PROX1 TTBK1 TUBB2B	DLL1 DRD2 MDK PLCG2 PROX1 RNF157 RTEL1 SCN1B SERPINI1 TP73		BCL2 EPHA4 EPHB3 LIMCH1				CLIP3 DRD2 GPC2 MDK NEGR1 PLCG2 RTEL1 SERPINI1 TNFSF14 TOX TTBK1	CDK5R1 NEGR1 PLXNC1 RNF157 ROBO1 TTBK1	AGT CCDC88A CLIP3 DRD2 ENPP2 FRMPD4 ISL1 LRRTM3 MAP1B MAP6 MDK MLLT11 NDRG4 NEUROD2 RASAL1 RET SCN1B TPPP3 TUBB2B	APLN CCDC88A DRD2 RASAL1 TET1 TP73 TUBB2B			AGT CALY CLIP3 GHRL GPC2 ISL1 MAP6 MDK MLLT11 NDRG4 PLCG2 PRKD1 RASAL1 TPPP3	ISLR2 TET1 TTBK1	ISLR2 SCN1B TP73				AGT APLN CAMK2B CLIP3 MAP6 MDK RET SCN1B TPPP3	
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION																											CDK5R1 KCNJ11																							
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	CHRNB2 STXBP1 TNFSF14																																																	
GO_POSITIVE_REGULATION_OF_CELL_ADHESION																																																	EFNB3 FUT1 MDK RET	
GO_POSITIVE_REGULATION_OF_CELL_CYCLE									CIT DRD2 E2F7 INSM1														CIT E2F7 TP73								DRD2 E2F7 PROX1 TP73							CDK5R1 E2F7 INSM1		DRD2 E2F7 NR4A3 TP73										
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST									E2F7 INSM1														E2F7 TP73								E2F7 TP73							CDK5R1 E2F7 INSM1		E2F7 TP73										
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS									CIT DRD2 E2F7 INSM1														CIT E2F7 TP73															CDK5R1 E2F7 INSM1		DRD2 E2F7 TP73										
GO_POSITIVE_REGULATION_OF_CELL_DEATH																																ADORA2A GRIK5 MLLT11 VAV3																		
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT								AGT CNR1 GPC2 ISLR2 MAP1B NEUROD2 PAX6 PLXNC1 RET SCN1B			BCL2 PAX6 RNF157 STMN2										CNR1 RNF157	NEGR1 PAX6 PRKCH PROX1 ROBO1		ISLR2 RET		EPHA4 PRKCH SERPINI1 TTBK1 TUBB2B				BCL2 PROX1 TTBK1 TUBB2B	DRD2 MDK PROX1 RNF157 SCN1B SERPINI1 TP73		BCL2 EPHA4 HEYL PAX6				DRD2 GPC2 MDK NEGR1 SERPINI1 TOX TTBK1	MMD2 NEGR1 PLXNC1 RNF157 ROBO1 TTBK1	AGT DRD2 MAP1B MAP6 MDK NDRG4 NEUROD2 RASAL1 RET SCN1B TUBB2B	DRD2 RASAL1 TP73 TUBB2B			AGT GPC2 MAP6 MDK NDRG4 NEUROD1 PRKD1 RASAL1	ISLR2 TTBK1	ISLR2 SCN1B TP73				AGT CAMK2B MAP6 MDK RET SCN1B	
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION								AGT APOB CNR1 GPC2 ISLR2 MAP1B NEUROD2 PAX6 PLXNC1 RET SCN1B SFRP1			ATOH8 BCL2 PAX6 RNF157 STMN2													ISLR2 RET TPH1		EPHA4 PRKCH SERPINI1 TNFSF14 TTBK1 TUBB2B				ATOH8 BCL2 BOC PROX1 PTCH1 TTBK1 TUBB2B	ATOH8 DRD2 MDK PROX1 RNF157 SCN1B SERPINI1 TP73		BCL2 EPHA4 HEYL PAX6					INSM1 MMD2 NEGR1 PLXNC1 RNF157 ROBO1 TTBK1					AGT GPC2 ISL1 MAP6 MDK NDRG4 NEUROD1 PRKD1 RASAL1		ISLR2 SCN1B TP73					
GO_POSITIVE_REGULATION_OF_CELL_DIVISION									CIT DRD2																			CIT DRD2			DRD2 FGF9 MDK						DRD2 MDK		CIT DRD2 FGF9 MDK											
GO_POSITIVE_REGULATION_OF_CELL_GROWTH											BCL2 RNF157												RASAL1 RNF157 SFRP1																											
GO_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY																							EPHB3 SFRP1																											
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION																							FUT1 SFRP1																											
GO_POSITIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION		CAMK2B TUBB2B						ISLR2 MAP1B PLXNC1																		EPHA4 TUBB2B												PLXNC1 ROBO1	MAP1B MAP6 MDK TUBB2B								ROBO1 TUBB2B		CAMK2B MAP6 MDK	
GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION									APLN BCL2 CRLF1 DRD2 FGF17 INSM1 SCG2		APLN BCL2 CHRNB2 FGF9 PAX6											AKT3 PAX6 PRKCH PROX1 PTPRN VASH2 VAV3	AKR1B1 CRLF1 DLL1 FGF17 PTHLH SFRP1 VAV3							APLN BCL2 CSF1R FGF9 PROX1	CRLF1 DLL1 DRD2 FGF9 FLT1 MDK MMP2 PROX1 SIX2				AKR1B1 APLN PRKCH					AKR1B1 APLN DRD2 NR4A3 TET1			AGT AKR1B1 GHRL ID4 ISL1 MDK MMP2 PRKD1 PTPRN SIX2 VAV3							
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION				CCDC88A TENM2				AGT CCDC88A CNR1 DZIP1 GPC2 ISLR2 MAP1B NAV3 PLXNC1 RET SCN1B			RNF157 STMN2 TENM2							AGT MAP6 NAV3			CNR1 RNF157			ISLR2 RET		EPHA4 SERPINI1 TUBB2B					MDK RNF157 SCN1B SERPINI1						GPC2 MDK NEGR1 SERPINI1 TOX	NEGR1 PLXNC1 RNF157 ROBO1	AGT CCDC88A ENPP2 MAP1B MAP6 MDK NDRG4 RASAL1 RET SCN1B TUBB2B	CCDC88A RASAL1 TUBB2B			AGT GPC2 MAP6 MDK NDRG4 PRKD1 RASAL1		ISLR2 SCN1B		NAV3 RNF157 ROBO1 TUBB2B		AGT CAMK2B MAP6 MDK RET SCN1B	DZIP1 NAV3
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION																							FUT1 SFRP1																										FUT1 MDK	
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION																CSF1R FFAR2																																		
GO_POSITIVE_REGULATION_OF_CHEMOTAXIS																CSF1R TUBB2B										TNFSF14 TUBB2B				CSF1R TUBB2B																				
GO_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION																				ISL1 TET1																														
GO_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY								CCDC88A DZIP1												CCDC88A DZIP1																														
GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM																																											ADORA2A GHRL							
GO_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP																																											ADORA2A GHRL							
GO_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS										GHRL KSR2																																								
GO_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY															CD200 PRKD1																																			
GO_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY					CDK5R1 CDK5R2 TTBK1																									PROX1 TTBK1								CDK5R1 TTBK1												
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY																																						ROBO1 TTBK1												
GO_POSITIVE_REGULATION_OF_CYTOKINESIS									CIT DRD2																			CIT DRD2											CIT DRD2											
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION																CSF1R FFAR2 NR4A3 PLCG2															CD200 DRD2 MDK PLCG2 POU2F2 SPON2						DRD2 MDK PLCG2 POU2F2 RSAD2 SPON2						AGT ISL1 MDK PLCG2 POU2F2							
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE					NR4A3 RSAD2											FFAR2 NR4A3																					RSAD2 SPON2													
GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION								CCDC88A LIMCH1 MAP1B NAV3 SFRP1			EVL LIMCH1 STMN2																																				EVL NAV3			
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE																																																	AGT C2CD4A MDK MUC5B PDE2A	
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH									BCL2 DRD2 UNC13A		BCL2 FGF9 RNF157								DRD2 RNF157				DLL1 RASAL1 RNF157							BCL2 FGF9 PROX1	DLL1 DRD2 FGF9 PROX1 RNF157	BASP1 RNF157 SPTBN4							BASP1 DRD2 FGF9 MAP1B RASAL1 SPTBN4	DRD2 RASAL1										
