PeakID (cmd=annotatePeaks.pl FOXA1_PE_peaks_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
16604	chr16	52202408	52203408	+	0	NA	Intergenic	MIR|SINE|MIR	83715	NR_104655	102467079	Hs.98466	NR_104655	ENSG00000261749	LINC02180	-	long intergenic non-protein coding RNA 2180	ncRNA
10737	chr8	116136239	116137239	+	0	NA	Intergenic	LTR16A1|LTR|ERVL	543501	NM_001282902	7227	Hs.657018	NM_014112	ENSG00000104447	TRPS1	GC79|LGCR	transcriptional repressor GATA binding 1	protein-coding
9001	chr7	15168995	15169995	+	0	NA	Intergenic	Intergenic	-155012	NM_001350717	1607	Hs.567255	NM_004080	ENSG00000136267	DGKB	DAGK2|DGK|DGK-BETA	diacylglycerol kinase beta	protein-coding
8534	chr6	131719051	131720051	+	0	NA	Intergenic	L4|LINE|RTE	148007	NM_004842	9465	Hs.486483	NM_004842	ENSG00000118507	AKAP7	AKAP15|AKAP18	A-kinase anchoring protein 7	protein-coding
15650	chr14	68952800	68953800	+	0	NA	intron (NM_001321818, intron 10 of 10)	intron (NM_001321818, intron 10 of 10)	142204	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
17504	chr18	27471070	27472070	+	0	NA	Intergenic	Intergenic	-407306	NR_031684	100302131		NR_031684	ENSG00000283218	MIR302F	MIRN302F|hsa-mir-302f	microRNA 302f	ncRNA
13867	chr12	60289021	60290021	+	0	NA	Intergenic	Intergenic	206370	NM_004731	9194	Hs.88156	NM_004731	ENSG00000118596	SLC16A7	MCT2	solute carrier family 16 member 7	protein-coding
16592	chr16	51691464	51692464	+	0	NA	Intergenic	Intergenic	-104466	NR_110916	101927364	Hs.133120	NR_110916	ENSG00000260057	LINC01571	-	long intergenic non-protein coding RNA 1571	ncRNA
17517	chr18	28849212	28850212	+	0	NA	Intergenic	Intergenic	-48411	NM_001942	1828	Hs.2633	NM_001942	ENSG00000134760	DSG1	CDHF4|DG1|DSG|EPKHE|EPKHIA|PPKS1|SPPK1	desmoglein 1	protein-coding
704	chr1	111704134	111705134	+	0	NA	intron (NM_001007794, intron 4 of 8)	L2|LINE|L2	21789	NR_138484	10390	Hs.363572	NM_006090	ENSG00000134255	CEPT1	-	choline/ethanolamine phosphotransferase 1	protein-coding
4242	chr3	132071100	132072100	+	0	NA	exon (NM_001292037, exon 8 of 9)	exon (NM_001292037, exon 8 of 9)	35349	NM_001134194	55	Hs.433060	NM_001099	ENSG00000014257	ACPP	5'-NT|ACP-3|ACP3	acid phosphatase, prostate	protein-coding
11276	chr9	79344578	79345578	+	0	NA	intron (NR_131751, intron 5 of 15)	Tigger13a|DNA|TcMar-Tigger	-34274	NR_015342	50652	Hs.663766	NR_015342	ENSG00000225937	PCA3	DD3|NCRNA00019|PCAT3|PRUNE2-AS1	prostate cancer associated 3	ncRNA
16684	chr16	63127427	63128427	+	0	NA	Intergenic	Intergenic	-1057585	NM_001796	1006	Hs.368322	NM_001796	ENSG00000150394	CDH8	Nbla04261	cadherin 8	protein-coding
13238	chr11	102068254	102069254	+	0	NA	intron (NM_001282100, intron 4 of 7)	intron (NM_001282100, intron 4 of 7)	85575	NM_001195045	10413	Hs.503692	NM_006106	ENSG00000137693	YAP1	COB1|YAP|YAP2|YAP65|YKI	Yes associated protein 1	protein-coding
18609	chr21	26653150	26654150	+	0	NA	Intergenic	Intergenic	150363	NR_024027	54072	Hs.234016	NM_058184	ENSG00000185433	LINC00158	C21orf42|NCRNA00158	long intergenic non-protein coding RNA 158	ncRNA
90	chr1	18988011	18989011	+	0	NA	intron (NM_001135254, intron 4 of 8)	intron (NM_001135254, intron 4 of 8)	31171	NM_002584	5081	Hs.113253	NM_002584	ENSG00000009709	PAX7	HUP1|PAX7B|RMS2	paired box 7	protein-coding
16373	chr15	94653688	94654688	+	0	NA	Intergenic	Intergenic	-3021	NR_120320	101927112	Hs.134687	NR_120320	ENSG00000259724	LINC01581	-	long intergenic non-protein coding RNA 1581	ncRNA
11414	chr9	96576088	96577088	+	0	NA	Intergenic	Intergenic	-5051	NR_036254	100422927		NR_036254	ENSG00000265347	MIR4291	-	microRNA 4291	ncRNA
6423	chr5	52412876	52413876	+	0	NA	Intergenic	Intergenic	7704	NR_034107	257396	Hs.12326	NR_034107	ENSG00000247796	LOC257396	-	uncharacterized LOC257396	ncRNA
6935	chr5	110304920	110305920	+	0	NA	Intergenic	Intergenic	-100358	NR_045089	85480	Hs.389874	NM_033035	ENSG00000145777	TSLP	-	thymic stromal lymphopoietin	protein-coding
13371	chr11	116708008	116709008	+	0	NA	promoter-TSS (NM_001318017)	promoter-TSS (NM_001318017)	158	NM_000039	335	Hs.93194	NM_000039	ENSG00000118137	APOA1	apo(a)	apolipoprotein A1	protein-coding
16955	chr17	25630060	25631060	+	0	NA	exon (NM_001348350, exon 3 of 8)	exon (NM_001348350, exon 3 of 8)	9420	NM_015626	26118	Hs.446017	NM_015626	ENSG00000109046	WSB1	SWIP1|WSB-1	WD repeat and SOCS box containing 1	protein-coding
6242	chr5	16615462	16616462	+	0	NA	promoter-TSS (NR_109946)	promoter-TSS (NR_109946)	-73	NR_109946	101929524	Hs.734029	NR_109946	ENSG00000246214	LOC101929524	-	uncharacterized LOC101929524	ncRNA
7894	chr6	51540432	51541432	+	0	NA	intron (NM_138694, intron 60 of 66)	intron (NM_138694, intron 60 of 66)	54264	NR_125840	101927082	Hs.730296	NR_125840		LOC101927082	-	uncharacterized LOC101927082	ncRNA
18863	chr22	43788876	43789876	+	0	NA	Intergenic	Intergenic	-6961	NR_146918	105373054		NR_146918	ENSG00000236117	LINC01639	-	long intergenic non-protein coding RNA 1639	ncRNA
4732	chr3	190024753	190025753	+	0	NA	3' UTR (NM_021101, exon 4 of 4)	3' UTR (NM_021101, exon 4 of 4)	14982	NM_021101	9076	Hs.439060	NM_021101	ENSG00000163347	CLDN1	CLD1|ILVASC|SEMP1	claudin 1	protein-coding
9470	chr7	90529968	90530968	+	0	NA	intron (NM_001287136, intron 6 of 13)	intron (NM_001287136, intron 6 of 13)	191338	NM_001287136	5218	Hs.258576	NM_012395	ENSG00000058091	CDK14	PFTAIRE1|PFTK1	cyclin dependent kinase 14	protein-coding
18348	chr20	22821464	22822464	+	0	NA	Intergenic	Intergenic	-155982	NR_146528	105372566	Hs.555065	NR_146527		LINC01747	-	long intergenic non-protein coding RNA 1747	ncRNA
12503	chr10	109730035	109731035	+	0	NA	intron (NR_125760, intron 4 of 4)	intron (NR_125760, intron 4 of 4)	98516	NR_125760	103695365	Hs.648991	NR_125760	ENSG00000229981	LINC01435	TCONS_00018040	long intergenic non-protein coding RNA 1435	ncRNA
16647	chr16	56966504	56967504	+	0	NA	intron (NM_001010989, intron 1 of 7)	intron (NM_001010989, intron 1 of 7)	950	NM_001010989	9709	Hs.146393	NM_014685	ENSG00000051108	HERPUD1	HERP|Mif1|SUP	homocysteine inducible ER protein with ubiquitin like domain 1	protein-coding
18988	chrX	43880970	43881970	+	0	NA	Intergenic	Intergenic	-48834	NM_000266	4693	Hs.522615	NM_000266	ENSG00000124479	NDP	EVR2|FEVR|ND	norrin cystine knot growth factor NDP	protein-coding
6675	chr5	82784381	82785381	+	0	NA	intron (NM_001126336, intron 2 of 12)	intron (NM_001126336, intron 2 of 12)	17318	NM_004385	1462	Hs.643801	NM_004385	ENSG00000038427	VCAN	CSPG2|ERVR|GHAP|PG-M|WGN|WGN1	versican	protein-coding
2753	chr2	174435990	174436990	+	0	NA	Intergenic	Intergenic	216890	NM_031942	83879	Hs.470654	NM_031942	ENSG00000144354	CDCA7	ICF3|JPO1	cell division cycle associated 7	protein-coding
12272	chr10	79047202	79048202	+	0	NA	intron (NM_001271518, intron 1 of 27)	intron (NM_001271518, intron 1 of 27)	62817	NM_001322838	3778	Hs.144795	NM_002247	ENSG00000156113	KCNMA1	BKTM|CADEDS|KCa1.1|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
16419	chr15	99191330	99192330	+	0	NA	promoter-TSS (NM_001291858)	promoter-TSS (NM_001291858)	62	NM_001291858	3480	Hs.643120	NM_000875	ENSG00000140443	IGF1R	CD221|IGFIR|IGFR|JTK13	insulin like growth factor 1 receptor	protein-coding
3315	chr3	6028230	6029230	+	0	NA	Intergenic	Intergenic	-736790	NR_039953	100616334		NR_039953	ENSG00000265180	MIR4790	-	microRNA 4790	ncRNA
8129	chr6	87811519	87812519	+	0	NA	Intergenic	MLT1F2|LTR|ERVL-MaLR	-7195	NM_000735	1081	Hs.119689	NM_000735	ENSG00000135346	CGA	CG-ALPHA|FSHA|GPA1|GPHA1|GPHa|HCG|LHA|TSHA	glycoprotein hormones, alpha polypeptide	protein-coding
8642	chr6	140863777	140864777	+	0	NA	Intergenic	Intergenic	-140674	NR_039675	100616180		NR_039675	ENSG00000264390	MIR4465	-	microRNA 4465	ncRNA
14629	chr13	42807472	42808472	+	0	NA	non-coding (NR_123714, exon 28 of 28)	non-coding (NR_123714, exon 28 of 28)	-38316	NM_016248	11215	Hs.105105	NM_016248	ENSG00000023516	AKAP11	AKAP-11|AKAP220|PPP1R44|PRKA11	A-kinase anchoring protein 11	protein-coding
3951	chr3	86228926	86229926	+	0	NA	Intergenic	Intergenic	-301667	NR_135563	101927494	Hs.385622	NR_135563	ENSG00000241328	LINC02070	-	long intergenic non-protein coding RNA 2070	ncRNA
10547	chr8	89603615	89604615	+	0	NA	Intergenic	Intergenic	-264403	NM_005941	4325	Hs.492187	NM_005941	ENSG00000156103	MMP16	C8orf57|MMP-X2|MT-MMP2|MT-MMP3|MT3-MMP	matrix metallopeptidase 16	protein-coding
4265	chr3	136286398	136287398	+	0	NA	intron (NM_005862, intron 5 of 33)	intron (NM_005862, intron 5 of 33)	184322	NM_005862	10274	Hs.412586	NM_005862	ENSG00000118007	STAG1	MRD47|SA1|SCC3A	stromal antigen 1	protein-coding
17256	chr17	70067125	70068125	+	0	NA	promoter-TSS (NR_110827)	promoter-TSS (NR_110827)	-849	NR_110827	101928205	Hs.620808	NR_110827	ENSG00000226101	LINC02097	-	long intergenic non-protein coding RNA 2097	ncRNA
8442	chr6	121747598	121748598	+	0	NA	Intergenic	LTR82A|LTR|ERVL	-8694	NM_000165	2697	Hs.74471	NM_000165	ENSG00000152661	GJA1	AVSD3|CMDR|CX43|EKVP|EKVP3|GJAL|HLHS1|HSS|ODDD|PPKCA	gap junction protein alpha 1	protein-coding
7330	chr5	158429684	158430684	+	0	NA	intron (NM_182708, intron 5 of 14)	intron (NM_182708, intron 5 of 14)	94780	NM_001364158	1879	Hs.573143	NM_024007	ENSG00000164330	EBF1	COE1|EBF|O/E-1|OLF1	EBF transcription factor 1	protein-coding
9694	chr7	119117257	119118257	+	0	NA	Intergenic	Intergenic	429672	NR_131960	105375475	Hs.566654	NR_131960	ENSG00000225546	LINC02476	LVCAT5	long intergenic non-protein coding RNA 2476	ncRNA
1819	chr2	43751006	43752006	+	0	NA	intron (NM_001083953, intron 22 of 37)	intron (NM_001083953, intron 22 of 37)	71607	NM_001083953	63892	Hs.369592	NM_022065	ENSG00000115970	THADA	ARMC13|GITA	THADA armadillo repeat containing	protein-coding
14001	chr12	76315433	76316433	+	0	NA	Intergenic	Intergenic	109623	NM_007350	22822	Hs.602085	NM_007350	ENSG00000139289	PHLDA1	DT1P1B11|PHRIP|TDAG51	pleckstrin homology like domain family A member 1	protein-coding
13995	chr12	76059767	76060767	+	0	NA	Intergenic	Intergenic	-154878	NM_007043	11103	Hs.645517	NM_007043	ENSG00000111615	KRR1	HRB2|RIP-1	KRR1 small subunit processome component homolog	protein-coding
9651	chr7	114054004	114055004	+	0	NA	promoter-TSS (NM_148898)	promoter-TSS (NM_148898)	-366	NR_033767	93986	Hs.282787	NM_014491	ENSG00000128573	FOXP2	CAGH44|SPCH1|TNRC10	forkhead box P2	protein-coding
7425	chr5	169633658	169634658	+	0	NA	Intergenic	Intergenic	-8013	NR_108022	100507267	Hs.634846	NR_108022		LINC01187	CTB-27N1.1|KIDR	long intergenic non-protein coding RNA 1187	ncRNA
16771	chr16	77387054	77388054	+	0	NA	intron (NM_199355, intron 10 of 22)	intron (NM_199355, intron 10 of 22)	81377	NM_199355	170692	Hs.188746	NM_139054	ENSG00000140873	ADAMTS18	ADAMTS21|KNO2|MMCAT	ADAM metallopeptidase with thrombospondin type 1 motif 18	protein-coding
6784	chr5	93703255	93704255	+	0	NA	intron (NM_001145678, intron 20 of 20)	intron (NM_001145678, intron 20 of 20)	250554	NM_173665	285600	Hs.425123	NM_173665	ENSG00000185261	KIAA0825	C5orf36	KIAA0825	protein-coding
4999	chr4	38674908	38675908	+	0	NA	intron (NM_016531, intron 1 of 5)	intron (NM_016531, intron 1 of 5)	-9159	NR_026804	79667	Hs.29725	NM_024614	ENSG00000231160	KLF3-AS1	-	KLF3 antisense RNA 1	ncRNA
9894	chr7	147589582	147590582	+	0	NA	intron (NM_014141, intron 12 of 22)	intron (NM_014141, intron 12 of 22)	221311	NR_133929	105375556	Hs.667432	NR_133929	ENSG00000230190	LOC105375556	-	uncharacterized LOC105375556	ncRNA
8956	chr7	10694325	10695325	+	0	NA	intron (NR_147499, intron 1 of 2)	intron (NR_147499, intron 1 of 2)	-47478	NR_149037	100131472	Hs.170681	NR_149037		LOC100131472	-	uncharacterized LOC100131472	ncRNA
3389	chr3	18457849	18458849	+	0	NA	intron (NM_001131010, intron 3 of 10)	intron (NM_001131010, intron 3 of 10)	8482	NM_001195470	6304	Hs.517717	NM_002971	ENSG00000182568	SATB1	-	SATB homeobox 1	protein-coding
9824	chr7	136641712	136642712	+	0	NA	intron (NM_001006626, intron 3 of 4)	intron (NM_001006626, intron 3 of 4)	54298	NR_030165	574443		NR_030165	ENSG00000207597	MIR490	MIRN490|hsa-mir-490|miR-490	microRNA 490	ncRNA
6065	chr4	180652966	180653966	+	0	NA	Intergenic	Intergenic	1426836	NR_033918	728081	Hs.535735	NR_033918	ENSG00000248197	LINC00290	NCRNA00290	long intergenic non-protein coding RNA 290	ncRNA
6460	chr5	56514902	56515902	+	0	NA	intron (NM_001331037, intron 3 of 12)	intron (NM_001331037, intron 3 of 12)	5501	NM_001127236	65056	Hs.444279	NM_022913	ENSG00000062194	GPBP1	GPBP|SSH6|VASCULIN	GC-rich promoter binding protein 1	protein-coding
1811	chr2	43206398	43207398	+	0	NA	Intergenic	Intergenic	59784	NR_110585	102723854	Hs.570165	NR_110585	ENSG00000231826	LINC01819	-	long intergenic non-protein coding RNA 1819	ncRNA
14196	chr12	97962181	97963181	+	0	NA	Intergenic	Intergenic	5091	NR_029678	406926		NR_029678	ENSG00000207586	MIR135A2	MIRN135-2|MIRN135A2|mir-135a-2	microRNA 135a-2	ncRNA
4562	chr3	171600718	171601718	+	0	NA	intron (NR_046852, intron 2 of 2)	intron (NR_046852, intron 2 of 2)	17312	NR_046852	100874219	Hs.730556	NR_046852	ENSG00000234717	TMEM212-AS1	-	TMEM212 antisense RNA 1	ncRNA
11008	chr9	8071309	8072309	+	0	NA	Intergenic	L1PA16|LINE|L1	-272031	NM_033428	90871	Hs.7517	NM_033428	ENSG00000137038	DMAC1	C9orf123|TMEM261	distal membrane arm assembly complex 1	protein-coding
13155	chr11	91639751	91640751	+	0	NA	Intergenic	Intergenic	-317949	NM_001367949	120114	Hs.98523	NM_001008781	ENSG00000165323	FAT3	CDHF15|CDHR10|hFat3	FAT atypical cadherin 3	protein-coding
14161	chr12	94761850	94762850	+	0	NA	non-coding (NR_144441, exon 10 of 10)	non-coding (NR_144441, exon 10 of 10)	91293	NM_001368041	51134	Hs.279209	NM_016122	ENSG00000173588	CEP83	CCDC41|NPHP18|NY-REN-58	centrosomal protein 83	protein-coding
972	chr1	178161799	178162799	+	0	NA	intron (NM_170692, intron 1 of 17)	intron (NM_170692, intron 1 of 17)	99060	NM_170692	9462	Hs.496139	NM_004841	ENSG00000075391	RASAL2	NGAP	RAS protein activator like 2	protein-coding
16908	chr17	11124726	11125726	+	0	NA	Intergenic	LTR81B|LTR|Gypsy	-19304	NM_001173462	388336	Hs.592124	NM_175903	ENSG00000188803	SHISA6	-	shisa family member 6	protein-coding
4928	chr4	27048124	27049124	+	0	NA	Intergenic	Intergenic	-170477	NR_125921	101929199	Hs.570815	NR_125921	ENSG00000249699	LINC02261	-	long intergenic non-protein coding RNA 2261	ncRNA
16778	chr16	77939104	77940104	+	0	NA	intron (NM_020927, intron 7 of 8)	intron (NM_020927, intron 7 of 8)	-116841	NM_005752	10143	Hs.177936	NM_005752	ENSG00000166509	CLEC3A	CLECSF1	C-type lectin domain family 3 member A	protein-coding
9713	chr7	121222024	121223024	+	0	NA	Intergenic	Intergenic	-186102	NM_001040020	10447	Hs.434053	NM_014888	ENSG00000196937	FAM3C	GS3786|ILEI	family with sequence similarity 3 member C	protein-coding
11471	chr9	106441638	106442638	+	0	NA	Intergenic	Intergenic	-319852	NR_109803	101928523		NR_109803	ENSG00000285483	LOC101928523	-	uncharacterized LOC101928523	ncRNA
11048	chr9	12633078	12634078	+	0	NA	Intergenic	L2a|LINE|L2	-59807	NM_000550	7306	Hs.270279	NM_000550	ENSG00000107165	TYRP1	CAS2|CATB|GP75|OCA3|TRP|TRP1|TYRP|b-PROTEIN	tyrosinase related protein 1	protein-coding
15371	chr14	34278499	34279499	+	0	NA	Intergenic	Intergenic	100856	NR_132771	106635522		NR_132771		SNORA89	-	small nucleolar RNA, H/ACA box 89	snoRNA
11797	chr10	14301892	14302892	+	0	NA	intron (NR_134578, intron 2 of 3)	intron (NR_134578, intron 2 of 3)	70491	NR_134578	55691	Hs.330463	NM_018027	ENSG00000151474	FRMD4A	CCAFCA|FRMD4|bA295P9.4	FERM domain containing 4A	protein-coding
11449	chr9	102420371	102421371	+	0	NA	intron (NR_109802, intron 3 of 6)	intron (NR_109802, intron 3 of 6)	161300	NR_109802	101928438	Hs.637767	NR_109802	ENSG00000237461	LOC101928438	-	uncharacterized LOC101928438	ncRNA
7869	chr6	47214731	47215731	+	0	NA	intron (NM_014452, intron 4 of 5)	intron (NM_014452, intron 4 of 5)	62410	NM_014452	27242	Hs.443577	NM_014452	ENSG00000146072	TNFRSF21	BM-018|CD358|DR6	TNF receptor superfamily member 21	protein-coding
13712	chr12	33978703	33979703	+	0	NA	Intergenic	Intergenic	-196228	NM_032834	84920	Hs.102971	NM_032834	ENSG00000139133	ALG10	ALG10A|DIE2|KCR1	ALG10 alpha-1,2-glucosyltransferase	protein-coding
1304	chr1	219560253	219561253	+	0	NA	Intergenic	Intergenic	169913	NR_135822	102723886	Hs.525963	NR_135822		LYPLAL1-AS1	-	LYPLAL1 antisense RNA 1	ncRNA
18635	chr21	31159296	31160296	+	0	NA	intron (NM_001320616, intron 1 of 16)	intron (NM_001320616, intron 1 of 16)	39302	NR_027021	642976	Hs.473554	NR_027021		GRIK1-AS1	C21orf9|GRIK1-AS|GRIK1AS|NCRNA00110	GRIK1 antisense RNA 1	ncRNA
11340	chr9	84301461	84302461	+	0	NA	intron (NM_001303103, intron 2 of 19)	intron (NM_001303103, intron 2 of 19)	2489	NM_001303103	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
12037	chr10	44277123	44278123	+	0	NA	Intergenic	Intergenic	-3273	NR_134483	102724264	Hs.140667	NR_134483	ENSG00000234973	LINC02658	-	long intergenic non-protein coding RNA 2658	ncRNA
2613	chr2	160127843	160128843	+	0	NA	intron (NM_001128213, intron 4 of 10)	intron (NM_001128213, intron 4 of 10)	14871	NM_001330276	151525	Hs.20848	NM_152528	ENSG00000196151	WDSUB1	UBOX6|WDSAM1	WD repeat, sterile alpha motif and U-box domain containing 1	protein-coding
11174	chr9	30578717	30579717	+	0	NA	Intergenic	MIR|SINE|MIR	-170765	NR_046204	401497	Hs.680131	NR_046204		LINC01242	-	long intergenic non-protein coding RNA 1242	ncRNA
10541	chr8	89012439	89013439	+	0	NA	Intergenic	Intergenic	-126696	NM_152418	138009	Hs.371738	NM_152418	ENSG00000176566	DCAF4L2	WDR21C	DDB1 and CUL4 associated factor 4 like 2	protein-coding
7454	chr5	174590183	174591183	+	0	NA	Intergenic	Intergenic	-167949	NR_046113	441116	Hs.533036	NM_001004348	ENSG00000204754	LINC01951	-	long intergenic non-protein coding RNA 1951	ncRNA
9394	chr7	81785158	81786158	+	0	NA	intron (NM_001302890, intron 4 of 10)	intron (NM_001302890, intron 4 of 10)	147165	NR_110076	101927356	Hs.571348	NR_110076	ENSG00000223770	LOC101927356	-	uncharacterized LOC101927356	ncRNA
18902	chrX	11330205	11331205	+	0	NA	intron (NR_109776, intron 1 of 14)	L2a|LINE|L2	6101	NR_049865	100847063		NR_049865	ENSG00000263652	MIR548AX	-	microRNA 548ax	ncRNA
15967	chr15	37179206	37180206	+	0	NA	promoter-TSS (NR_024264)	promoter-TSS (NR_024264)	-972	NR_024264	145845	Hs.302693	NM_001101327		LOC145845	-	uncharacterized LOC145845	ncRNA
411	chr1	72468475	72469475	+	0	NA	intron (NM_173808, intron 1 of 6)	intron (NM_173808, intron 1 of 6)	-166280	NR_046218	100852409	Hs.681780	NR_046218	ENSG00000228853	NEGR1-IT1	-	NEGR1 intronic transcript 1	ncRNA
4658	chr3	181279250	181280250	+	0	NA	intron (NR_075092, intron 3 of 6)	intron (NR_075092, intron 3 of 6)	-48372	NR_075089	347689	Hs.654932	NR_004053		SOX2-OT	NCRNA00043|SOX2OT	SOX2 overlapping transcript	ncRNA
11107	chr9	20749688	20750688	+	0	NA	intron (NM_017794, intron 7 of 45)	intron (NM_017794, intron 7 of 45)	34084	NR_030166	574444		NR_030166	ENSG00000207609	MIR491	MIRN491|hsa-mir-491|mir-491	microRNA 491	ncRNA
18992	chrX	45888400	45889400	+	0	NA	Intergenic	L1MA10|LINE|L1	-177980	NR_125365	401585	Hs.633348	NR_125365	ENSG00000231566	LINC02595	-	long intergenic non-protein coding RNA 2595	ncRNA
16869	chr17	5135199	5136199	+	0	NA	intron (NR_152840, intron 5 of 5)	LTR85a|LTR|Gypsy?	2456	NM_001319190	388325	Hs.462080	NM_207103	ENSG00000161929	SCIMP	C17orf87|UNQ5783	SLP adaptor and CSK interacting membrane protein	protein-coding
18825	chr22	36310348	36311348	+	0	NA	intron (NM_001349990, intron 2 of 13)	intron (NM_001349990, intron 2 of 13)	46830	NM_001349996	23543	Hs.282998	NM_014309	ENSG00000100320	RBFOX2	FOX2|Fox-2|HNRBP2|HRNBP2|RBM9|RTA|dJ106I20.3|fxh	RNA binding fox-1 homolog 2	protein-coding
19018	chrX	69745234	69746234	+	0	NA	Intergenic	Intergenic	-69890	NR_109801	100873930	Hs.571699	NR_046586	ENSG00000231651	DLG3-AS1	-	DLG3 antisense RNA 1	ncRNA
14537	chr13	34350360	34351360	+	0	NA	Intergenic	Intergenic	-41346	NM_181558	5983	Hs.115474	NM_002915	ENSG00000133119	RFC3	RFC38	replication factor C subunit 3	protein-coding
18636	chr21	31169181	31170181	+	0	NA	intron (NM_001320616, intron 1 of 16)	intron (NM_001320616, intron 1 of 16)	49187	NR_027021	642976	Hs.473554	NR_027021		GRIK1-AS1	C21orf9|GRIK1-AS|GRIK1AS|NCRNA00110	GRIK1 antisense RNA 1	ncRNA
8545	chr6	133164743	133165743	+	0	NA	Intergenic	Intergenic	26885	NR_002436	594839	Hs.671378	NR_002436	ENSG00000200534	SNORA33	ACA33	small nucleolar RNA, H/ACA box 33	snoRNA
11353	chr9	85219758	85220758	+	0	NA	Intergenic	Intergenic	457799	NM_152573	158158	Hs.129136	NM_152573	ENSG00000165105	RASEF	RAB45	RAS and EF-hand domain containing	protein-coding
10915	chr8	138761994	138762994	+	0	NA	Intergenic	Intergenic	333294	NR_161374	401478	Hs.654931	NM_001354876		LOC401478	-	uncharacterized LOC401478	ncRNA
1148	chr1	201987466	201988466	+	0	NA	Intergenic	L2b|LINE|L2	8251	NM_004433	1999	Hs.603657	NM_004433	ENSG00000163435	ELF3	EPR-1|ERT|ESE-1|ESX	E74 like ETS transcription factor 3	protein-coding
8667	chr6	143213216	143214216	+	0	NA	intron (NM_006734, intron 1 of 9)	intron (NM_006734, intron 1 of 9)	52597	NM_006734	3097	Hs.510172	NM_006734	ENSG00000010818	HIVEP2	HIV-EP2|MBP-2|MIBP1|MRD43|SHN2|ZAS2|ZNF40B	human immunodeficiency virus type I enhancer binding protein 2	protein-coding
4919	chr4	26331940	26332940	+	0	NA	intron (NM_001363577, intron 1 of 10)	intron (NM_001363577, intron 1 of 10)	9590	NM_001363577	3516	Hs.479396	NM_005349	ENSG00000168214	RBPJ	AOS3|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBPJK|RBPSUH|SUH|csl	recombination signal binding protein for immunoglobulin kappa J region	protein-coding
8273	chr6	104676631	104677631	+	0	NA	Intergenic	Intergenic	630290	NM_001321084	57531	Hs.434340	NM_020771	ENSG00000085382	HACE1	SPPRS	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	protein-coding
