PeakID (cmd=annotatePeaks.pl MAFB_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
16306	chr5	151565272	151566280	+	0	NA	intron (NR_109876, intron 1 of 2)	intron (NR_109876, intron 1 of 2)	219064	NM_020167	56923	Hs.731911	NM_020167	ENSG00000132911	NMUR2	FM-4|FM4|NMU-R2|NMU2R|TGR-1|TGR1	neuromedin U receptor 2	protein-coding
21531	chrX	112062223	112062631	+	0	NA	intron (NM_133265, intron 2 of 11)	(CA)n|Simple_repeat|Simple_repeat	3927	NM_001113490	154796	Hs.528051	NM_133265	ENSG00000126016	AMOT	-	angiomotin	protein-coding
7281	chr16	22000748	22001044	+	0	NA	intron (NM_173806, intron 1 of 2)	intron (NM_173806, intron 1 of 2)	11541	NM_001363519	255762	Hs.98244	NM_173806	ENSG00000155714	PDZD9	C16orf65	PDZ domain containing 9	protein-coding
18190	chr7	23457633	23458350	+	0	NA	intron (NM_006547, intron 3 of 14)	intron (NM_006547, intron 3 of 14)	21926	NR_145734	109616981		NR_145734	ENSG00000212264	SNORD65C	-	small nucleolar RNA, C/D box 65C	snoRNA
9464	chr2	16894168	16894728	+	0	NA	Intergenic	Intergenic	-47346	NM_030797	81553	Hs.467769	NM_030797	ENSG00000197872	FAM49A	-	family with sequence similarity 49 member A	protein-coding
1043	chr1	154166089	154167055	+	0	NA	promoter-TSS (NR_030600)	promoter-TSS (NR_030600)	-353	NR_030600	100126346		NR_030600	ENSG00000215938	MIR190B	MIRN190B|mir-190b	microRNA 190b	ncRNA
9700	chr2	42345239	42345582	+	0	NA	Intergenic	MER5A1|DNA|hAT-Charlie	-51083	NM_001145076	27436	Hs.713173	NM_019063	ENSG00000143924	EML4	C2orf2|ELP120|EMAP-4|EMAPL4|ROPP120	EMAP like 4	protein-coding
2587	chr10	93168756	93169804	+	0	NA	promoter-TSS (NR_104291)	promoter-TSS (NR_104291)	288	NM_001348365	143279	Hs.596096	NM_173497	ENSG00000165338	HECTD2	-	HECT domain E3 ubiquitin protein ligase 2	protein-coding
5633	chr13	97842037	97842713	+	0	NA	Intergenic	Intergenic	-10499	NR_125725	103625683	Hs.679591	NR_125725	ENSG00000233124	LINC00456	-	long intergenic non-protein coding RNA 456	ncRNA
2884	chr10	126382295	126383079	+	0	NA	intron (NM_014661, intron 3 of 4)	intron (NM_014661, intron 3 of 4)	-9910	NR_120631	101927944	Hs.437448	NR_120630		FAM53B-AS1	-	FAM53B antisense RNA 1	ncRNA
16524	chr5	180288337	180288708	+	0	NA	promoter-TSS (NM_001172638)	promoter-TSS (NM_001172638)	-236	NM_152283	643836	Hs.509227	NM_152283	ENSG00000196670	ZFP62	ZET|ZNF755	ZFP62 zinc finger protein	protein-coding
6795	chr15	63893686	63894405	+	0	NA	TTS (NM_001367807)	TTS (NM_001367807)	-1019	NR_034080	100130855	Hs.631163	NR_034080	ENSG00000259248	USP3-AS1	-	USP3 antisense RNA 1	ncRNA
20000	chr8	119027057	119027593	+	0	NA	intron (NM_000127, intron 1 of 10)	intron (NM_000127, intron 1 of 10)	-94173	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
13851	chr4	2245220	2245877	+	0	NA	Intergenic	Intergenic	-1700	NM_001303143	79441	Hs.665869	NM_024511	ENSG00000214367	HAUS3	C4orf15|IT1|dgt3	HAUS augmin like complex subunit 3	protein-coding
18070	chr7	7277294	7277704	+	0	NA	intron (NM_020156, intron 2 of 3)	intron (NM_020156, intron 2 of 3)	-17286	NR_108073	101927354	Hs.520664	NR_108073		LOC101927354	-	uncharacterized LOC101927354	ncRNA
1659	chr1	231298197	231298753	+	0	NA	promoter-TSS (NM_001004342)	promoter-TSS (NM_001004342)	-199	NM_001004342	440730	Hs.655089	NM_001004342	ENSG00000119283	TRIM67	TNL	tripartite motif containing 67	protein-coding
1527	chr1	216705458	216706150	+	0	NA	intron (NM_206594, intron 7 of 8)	intron (NM_206594, intron 7 of 8)	-109014	NM_206933	7399	Hs.655974	NM_007123	ENSG00000042781	USH2A	RP39|US2|USH2|dJ1111A8.1	usherin	protein-coding
10249	chr2	120049694	120050353	+	0	NA	Intergenic	Intergenic	-43376	NR_046721	100874111	Hs.704682	NR_046721	ENSG00000229867	STEAP3-AS1	-	STEAP3 antisense RNA 1	ncRNA
8942	chr18	72707341	72707775	+	0	NA	intron (NM_017757, intron 7 of 7)	intron (NM_017757, intron 7 of 7)	209910	NM_001306093	284273	Hs.465433	NM_175907	ENSG00000180011	ZADH2	PRG-3	zinc binding alcohol dehydrogenase domain containing 2	protein-coding
5402	chr13	50365350	50365973	+	0	NA	intron (NM_002267, intron 1 of 16)	intron (NM_002267, intron 1 of 16)	1157	NM_002267	3839	Hs.527919	NM_002267	ENSG00000102753	KPNA3	IPOA4|SRP1|SRP1gamma|SRP4|hSRP1	karyopherin subunit alpha 3	protein-coding
490	chr1	51991722	51992276	+	0	NA	Intergenic	Intergenic	-7061	NM_001981	2060	Hs.83722	NM_001981	ENSG00000085832	EPS15	AF-1P|AF1P|MLLT5	epidermal growth factor receptor pathway substrate 15	protein-coding
14803	chr4	143267040	143267650	+	0	NA	intron (NM_001101669, intron 7 of 25)	intron (NM_001101669, intron 7 of 25)	500343	NM_003866	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
11070	chr2	232221196	232221533	+	0	NA	intron (NM_001271466, intron 22 of 25)	intron (NM_001271466, intron 22 of 25)	-6055	NR_039937	100616317		NR_039937	ENSG00000263641	MIR4777	-	microRNA 4777	ncRNA
19562	chr8	56901339	56901884	+	0	NA	intron (NM_002350, intron 10 of 12)	intron (NM_002350, intron 10 of 12)	84849	NR_002437	26795		NR_002437	ENSG00000238650	SNORD54	RNU54|U54	small nucleolar RNA, C/D box 54	snoRNA
14772	chr4	141062032	141062977	+	0	NA	intron (NM_018717, intron 1 of 4)	intron (NM_018717, intron 1 of 4)	12834	NM_018717	55534	Hs.586165	NM_018717	ENSG00000196782	MAML3	CAGH3|ERDA3|GDN|MAM-2|MAM2|TNRC3|mam-3	mastermind like transcriptional coactivator 3	protein-coding
13769	chr3	191756392	191757857	+	0	NA	Intergenic	Intergenic	-199295	NR_046596	100873986	Hs.581652	NR_046596	ENSG00000231383	FGF12-AS1	-	FGF12 antisense RNA 1	ncRNA
12713	chr3	53742010	53742574	+	0	NA	intron (NM_001128839, intron 9 of 45)	intron (NM_001128839, intron 9 of 45)	138154	NM_018397	55349	Hs.126688	NM_018397	ENSG00000016391	CHDH	-	choline dehydrogenase	protein-coding
627	chr1	66814975	66815573	+	0	NA	intron (NM_001297441, intron 7 of 15)	intron (NM_001297441, intron 7 of 15)	-4944	NM_001297442	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding
15751	chr5	83487102	83487613	+	0	NA	intron (NM_001278642, intron 2 of 9)	intron (NM_001278642, intron 2 of 9)	193328	NM_001278642	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
6228	chr14	77674429	77675040	+	0	NA	intron (NM_020431, intron 1 of 23)	LTR67B|LTR|ERVL	26593	NM_020431	57156	Hs.22452	NM_020431	ENSG00000165548	TMEM63C	C14orf171|CSC1|hsCSC1	transmembrane protein 63C	protein-coding
14952	chr4	167790035	167790473	+	0	NA	intron (NM_001040159, intron 6 of 10)	intron (NM_001040159, intron 6 of 10)	365323	NM_001204353	50859	Hs.481133	NM_016950	ENSG00000196104	SPOCK3	HSAJ1454|TES-3|TICN3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	protein-coding
5456	chr13	60024092	60024763	+	0	NA	Intergenic	Intergenic	-562425	NR_046539	100874195	Hs.664101	NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
17068	chr6	53508075	53508632	+	0	NA	Intergenic	Intergenic	15175	NR_125841	101927171	Hs.334005	NR_125841	ENSG00000235899	LINC01564	TCONS_00011314|XLOC_005327	long intergenic non-protein coding RNA 1564	ncRNA
15700	chr5	79703091	79703870	+	0	NA	promoter-TSS (NR_146173)	promoter-TSS (NR_146173)	-403	NM_001105251	9765	Hs.482660	NM_014733	ENSG00000039319	ZFYVE16	PPP1R69	zinc finger FYVE-type containing 16	protein-coding
16189	chr5	140900670	140901114	+	0	NA	intron (NM_001314007, intron 27 of 28)	intron (NM_001314007, intron 27 of 28)	32084	NM_032407	56097	Hs.368160	NM_018929	ENSG00000240764	PCDHGC5	PCDH-GAMMA-C5	protocadherin gamma subfamily C, 5	protein-coding
18909	chr7	127679620	127680180	+	0	NA	intron (NM_014390, intron 16 of 23)	intron (NM_014390, intron 16 of 23)	-8410	NM_022143	64101	Hs.655003	NM_022143	ENSG00000128594	LRRC4	NAG14|NGL-2	leucine rich repeat containing 4	protein-coding
13416	chr3	148435701	148436154	+	0	NA	intron (NM_000685, intron 2 of 2)	intron (NM_000685, intron 2 of 2)	-12040	NM_032049	185	Hs.477887	NM_000685	ENSG00000144891	AGTR1	AG2S|AGTR1B|AT1|AT1AR|AT1B|AT1BR|AT1R|AT2R1|HAT1R	angiotensin II receptor type 1	protein-coding
11848	chr21	36936039	36936522	+	0	NA	intron (NR_073512, intron 1 of 2)	intron (NR_073512, intron 1 of 2)	16782	NR_073512	100506403	Hs.536609	NR_073512	ENSG00000159216	LOC100506403	-	uncharacterized LOC100506403	ncRNA
10886	chr2	210679369	210679890	+	0	NA	intron (NM_182587, intron 8 of 62)	intron (NM_182587, intron 8 of 62)	42912	NM_032504	285175	Hs.396201	NM_032504	ENSG00000144406	UNC80	C2orf21|UNC-80	unc-80 homolog, NALCN channel complex subunit	protein-coding
7637	chr16	85711171	85711474	+	0	NA	3' UTR (NM_016095, exon 5 of 5)	3' UTR (NM_016095, exon 5 of 5)	11238	NM_016095	51659	Hs.433180	NM_016095	ENSG00000131153	GINS2	HSPC037|PSF2|Pfs2	GINS complex subunit 2	protein-coding
16614	chr6	12111564	12111875	+	0	NA	intron (NM_002114, intron 3 of 8)	MLT1E2|LTR|ERVL-MaLR	99174	NM_002114	3096	Hs.567284	NM_002114	ENSG00000095951	HIVEP1	CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A	human immunodeficiency virus type I enhancer binding protein 1	protein-coding
13813	chr3	195823190	195823819	+	0	NA	Intergenic	Intergenic	-14543	NM_001313965	7037	Hs.529618	NM_003234	ENSG00000072274	TFRC	CD71|IMD46|T9|TFR|TFR1|TR|TRFR|p90	transferrin receptor	protein-coding
17275	chr6	91706634	91707148	+	0	NA	Intergenic	Intergenic	-410100	NM_145333	6885	Hs.594838	NM_003188	ENSG00000135341	MAP3K7	CSCF|FMD2|MEKK7|TAK1|TGF1a	mitogen-activated protein kinase kinase kinase 7	protein-coding
9272	chr19	47610600	47611188	+	0	NA	intron (NM_015168, intron 2 of 14)	intron (NM_015168, intron 2 of 14)	6139	NM_015168	23211	Hs.104661	NM_015168	ENSG00000130749	ZC3H4	C19orf7	zinc finger CCCH-type containing 4	protein-coding
12131	chr22	36806224	36806511	+	0	NA	Intergenic	CpG	-22255	NM_002473	4627	Hs.474751	NM_002473	ENSG00000100345	MYH9	BDPLT6|DFNA17|EPSTS|FTNS|MATINS|MHA|NMHC-II-A|NMMHC-IIA|NMMHCA	myosin heavy chain 9	protein-coding
2666	chr10	101535575	101536060	+	0	NA	Intergenic	Intergenic	-6580	NM_000392	1244	Hs.368243	NM_000392	ENSG00000023839	ABCC2	ABC30|CMOAT|DJS|MRP2|cMRP	ATP binding cassette subfamily C member 2	protein-coding
12518	chr3	30714310	30714969	+	0	NA	intron (NM_001024847, intron 5 of 7)	intron (NM_001024847, intron 5 of 7)	66546	NM_003242	7048	Hs.82028	NM_003242	ENSG00000163513	TGFBR2	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TBR-ii|TBRII|TGFR-2|TGFbeta-RII	transforming growth factor beta receptor 2	protein-coding
12841	chr3	66830132	66830470	+	0	NA	Intergenic	MER113|DNA|hAT-Charlie	-41541	NR_135533	105377143	Hs.553944	NR_135533		LOC105377143	-	uncharacterized LOC105377143	ncRNA
11115	chr2	238578015	238578768	+	0	NA	intron (NM_001137550, intron 1 of 23)	intron (NM_001137550, intron 1 of 23)	-22416	NM_001137551	9208	Hs.471779	NM_004735	ENSG00000124831	LRRFIP1	FLAP-1|FLAP1|FLIIAP1|GCF-2|GCF2|HUFI-1|TRIP	LRR binding FLII interacting protein 1	protein-coding
15560	chr5	63865679	63866813	+	0	NA	intron (NM_001029875, intron 2 of 5)	MIRc|SINE|MIR	-5231	NM_001271891	401190	Hs.657133	NM_001029875	ENSG00000186479	RGS7BP	R7BP	regulator of G protein signaling 7 binding protein	protein-coding
7238	chr16	12591927	12592628	+	0	NA	intron (NM_032167, intron 19 of 20)	intron (NM_032167, intron 19 of 20)	-221901	NR_039869	100616195		NR_039869	ENSG00000264733	MIR4718	-	microRNA 4718	ncRNA
14344	chr4	82644337	82644768	+	0	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	-251491	NM_001300736	153020	Hs.591696	NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
12138	chr22	38636718	38637400	+	0	NA	intron (NM_001195071, intron 3 of 8)	HAL1|LINE|L1	-16332	NR_132774	106635525		NR_132774		SNORA92	-	small nucleolar RNA, H/ACA box 92	snoRNA
7249	chr16	14359116	14359715	+	0	NA	3' UTR (NM_001365413, exon 15 of 15)	3' UTR (NM_001365413, exon 15 of 15)	-36730	NR_132983	100129781	Hs.190748	NR_132983		MIR193BHG	-	MIR193B host gene	ncRNA
6836	chr15	68497038	68497809	+	0	NA	intron (NM_001286694, intron 1 of 3)	intron (NM_001286694, intron 1 of 3)	1025	NM_001031733	91860	Hs.709550	NM_033429	ENSG00000129007	CALML4	NY-BR-20	calmodulin like 4	protein-coding
3357	chr11	47143282	47143830	+	0	NA	intron (NM_001003678, intron 3 of 8)	AluJb|SINE|Alu	54874	NM_032389	84364	Hs.436204	NM_032389	ENSG00000149182	ARFGAP2	IRZ|NBLA10535|ZFP289|ZNF289	ADP ribosylation factor GTPase activating protein 2	protein-coding
4866	chr12	110174079	110174925	+	0	NA	intron (NR_026662, intron 1 of 2)	intron (NR_026662, intron 1 of 2)	22872	NM_032829	84915	Hs.661785	NM_032829	ENSG00000139438	FAM222A	C12orf34	family with sequence similarity 222 member A	protein-coding
12769	chr3	59592032	59592911	+	0	NA	Intergenic	Intergenic	51752	NR_149028	339902	Hs.132446	NR_149028		LOC339902	-	hCG1813818	ncRNA
2844	chr10	120489268	120489662	+	0	NA	intron (NM_153810, intron 2 of 8)	Tigger15a|DNA|TcMar-Tigger	25017	NM_153810	143384	Hs.420024	NM_153810	ENSG00000151893	CACUL1	C10orf46|CAC1	CDK2 associated cullin domain 1	protein-coding
19612	chr8	60571260	60572053	+	0	NA	Intergenic	Intergenic	539887	NR_149031	100505501		NR_149030		LOC100505501	-	uncharacterized LOC100505501	ncRNA
5631	chr13	97663743	97664144	+	0	NA	Intergenic	MLT1I|LTR|ERVL-MaLR	-16959	NM_001346195	27199	Hs.352218	NM_080818	ENSG00000165621	OXGR1	GPR80|GPR99|P2RY15|P2Y15|aKGR	oxoglutarate receptor 1	protein-coding
5381	chr13	48584747	48585350	+	0	NA	Intergenic	L2|LINE|L2	-9586	NM_003850	8803	Hs.743361	NM_003850	ENSG00000136143	SUCLA2	A-BETA|A-SCS|MTDPS5|SCS-betaA	succinate-CoA ligase ADP-forming beta subunit	protein-coding
15981	chr5	118554504	118555153	+	0	NA	intron (NM_001290321, intron 35 of 43)	LTR40b|LTR|ERVL	-49626	NM_001286815	25816	Hs.618488	NM_014350	ENSG00000145779	TNFAIP8	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	TNF alpha induced protein 8	protein-coding
8500	chr18	8707083	8707553	+	0	NA	non-coding (NR_120598, exon 1 of 2)	non-coding (NR_120598, exon 1 of 2)	301	NR_120598	100287082	Hs.439434	NR_120598	ENSG00000265962	GACAT2	MTCL1-AS1|MTCL1AS1	gastric cancer associated transcript 2	ncRNA
8948	chr18	74083588	74083922	+	0	NA	intron (NM_014643, intron 5 of 7)	intron (NM_014643, intron 5 of 7)	-119853	NR_136504	101927989	Hs.665186	NR_136504	ENSG00000265778	LOC101927989	-	uncharacterized LOC101927989	ncRNA
16764	chr6	26183716	26184140	+	0	NA	promoter-TSS (NM_003523)	promoter-TSS (NM_003523)	-96	NM_003523	8344	Hs.534369	NM_003523	ENSG00000274290	HIST1H2BE	H2B.h|H2B/h|H2BFH|dJ221C16.8	histone cluster 1 H2B family member e	protein-coding
10748	chr2	195102709	195103067	+	0	NA	Intergenic	Intergenic	-106105	NR_110222	101927406	Hs.385793	NR_110222	ENSG00000225539	LINC01821	-	long intergenic non-protein coding RNA 1821	ncRNA
2162	chr10	35792472	35792891	+	0	NA	intron (NM_001282854, intron 3 of 7)	MIR|SINE|MIR	-101588	NM_153368	219770	Hs.638922	NM_153368	ENSG00000177291	GJD4	CX40.1	gap junction protein delta 4	protein-coding
16387	chr5	161604365	161604717	+	0	NA	Intergenic	(TTATA)n|Simple_repeat|Simple_repeat	109893	NM_000816	2566	Hs.7195	NM_000816	ENSG00000113327	GABRG2	CAE2|ECA2|EIEE74|FEB8|GEFSP3	gamma-aminobutyric acid type A receptor gamma2 subunit	protein-coding
16312	chr5	152055328	152056343	+	0	NA	intron (NR_109877, intron 4 of 4)	intron (NR_109877, intron 4 of 4)	-270995	NM_020167	56923	Hs.731911	NM_020167	ENSG00000132911	NMUR2	FM-4|FM4|NMU-R2|NMU2R|TGR-1|TGR1	neuromedin U receptor 2	protein-coding
4742	chr12	96366212	96367241	+	0	NA	3' UTR (NM_001258334, exon 20 of 20)	3' UTR (NM_001258334, exon 20 of 20)	23396	NM_001258334	3034	Hs.190783	NM_002108	ENSG00000084110	HAL	HIS|HSTD	histidine ammonia-lyase	protein-coding
10399	chr2	149096005	149096473	+	0	NA	intron (NM_018328, intron 4 of 14)	intron (NM_018328, intron 4 of 14)	-306081	NM_015630	26122	Hs.23270	NM_015630	ENSG00000135999	EPC2	EPC-LIKE	enhancer of polycomb homolog 2	protein-coding
78	chr1	9498391	9499068	+	0	NA	Intergenic	Intergenic	-9674	NR_104622	100506022	Hs.131775	NR_104622	ENSG00000284693	LINC02606	-	long intergenic non-protein coding RNA 2606	ncRNA
3976	chr11	125439666	125440430	+	0	NA	TTS (NR_132372)	TTS (NR_132372)	675	NR_110769	9538	Hs.643514	NM_004879	ENSG00000149547	EI24	EPG4|PIG8|TP53I8	EI24 autophagy associated transmembrane protein	protein-coding
13559	chr3	168904295	168904771	+	0	NA	intron (NM_001205194, intron 1 of 15)	MIRb|SINE|MIR	-39274	NM_001164000	2122	Hs.656395	NM_004991	ENSG00000085276	MECOM	AML1-EVI-1|EVI1|KMT8E|MDS1|MDS1-EVI1|PRDM3|RUSAT2	MDS1 and EVI1 complex locus	protein-coding
3617	chr11	85776808	85777229	+	0	NA	intron (NM_001206947, intron 1 of 18)	intron (NM_001206947, intron 1 of 18)	3108	NM_001008660	8301	Hs.163893	NM_007166	ENSG00000073921	PICALM	CALM|CLTH|LAP	phosphatidylinositol binding clathrin assembly protein	protein-coding
16904	chr6	39290339	39291367	+	0	NA	promoter-TSS (NM_032115)	promoter-TSS (NM_032115)	-109	NM_001363784	83795	Hs.287765	NM_032115	ENSG00000095981	KCNK16	K2p16.1|TALK-1|TALK1	potassium two pore domain channel subfamily K member 16	protein-coding
18540	chr7	78966863	78967353	+	0	NA	intron (NM_012301, intron 1 of 21)	intron (NM_012301, intron 1 of 21)	-115165	NR_038345	100505881	Hs.31474	NR_038343	ENSG00000234456	MAGI2-AS3	-	MAGI2 antisense RNA 3	ncRNA
5193	chr13	30250806	30251596	+	0	NA	Intergenic	Intergenic	29371	NR_135320	102723345	Hs.121353	NR_135320		LOC102723345	-	uncharacterized LOC102723345	ncRNA
8360	chr17	74410621	74411003	+	0	NA	intron (NM_022066, intron 1 of 17)	intron (NM_022066, intron 1 of 17)	29453	NM_001142602	8877	Hs.68061	NM_021972	ENSG00000176170	SPHK1	SPHK	sphingosine kinase 1	protein-coding
9986	chr2	68595796	68596320	+	0	NA	intron (NM_002664, intron 1 of 8)	intron (NM_002664, intron 1 of 8)	3644	NM_002664	5341	Hs.468840	NM_002664	ENSG00000115956	PLEK	P47	pleckstrin	protein-coding
17534	chr6	125087558	125088050	+	0	NA	intron (NM_001040214, intron 4 of 6)	intron (NM_001040214, intron 4 of 6)	-195887	NM_001286398	154214	Hs.12876	NM_152553	ENSG00000146373	RNF217	C6orf172|IBRDC1|OSTL|dJ84N20.1	ring finger protein 217	protein-coding
21646	chrX	150111425	150111771	+	0	NA	Intergenic	Intergenic	-37382	NM_001301231	3149	Hs.19114	NM_005342	ENSG00000029993	HMGB3	HMG-2a|HMG-4|HMG2A|HMG4	high mobility group box 3	protein-coding
20105	chr8	129567010	129567461	+	0	NA	intron (NR_121672, intron 2 of 7)	intron (NR_121672, intron 2 of 7)	9690	NR_121673	101927774	Hs.628730	NR_121672		LINC00824	LINC01263	long intergenic non-protein coding RNA 824	ncRNA
7285	chr16	22957718	22958122	+	0	NA	Intergenic	LTR16A1|LTR|ERVL	132437	NM_006043	9956	Hs.115830	NM_006043	ENSG00000122254	HS3ST2	30ST2|3OST2	heparan sulfate-glucosamine 3-sulfotransferase 2	protein-coding
15995	chr5	122295561	122296012	+	0	NA	intron (NM_014035, intron 3 of 6)	Tigger12|DNA|TcMar-Tigger	76634	NM_000943	5480	Hs.110364	NM_000943	ENSG00000168938	PPIC	CYPC	peptidylprolyl isomerase C	protein-coding
20041	chr8	124632482	124632960	+	0	NA	Intergenic	Intergenic	33320	NM_001081675	340359	Hs.450252	NM_001081675	ENSG00000175946	KLHL38	C8ORFK36	kelch like family member 38	protein-coding
19532	chr8	52741595	52742094	+	0	NA	intron (NM_001363193, intron 5 of 5)	intron (NM_001363193, intron 5 of 5)	-19839	NM_144651	137902	Hs.444882	NM_144651	ENSG00000147485	PXDNL	PMR1|PRM1|VPO2	peroxidasin like	protein-coding
17436	chr6	114176787	114177655	+	0	NA	Intergenic	Intergenic	-1303	NM_002356	4082	Hs.519909	NM_002356	ENSG00000277443	MARCKS	80K-L|MACS|PKCSL|PRKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding
19899	chr8	102889830	102890383	+	0	NA	intron (NM_001040628, intron 4 of 7)	intron (NM_001040628, intron 4 of 7)	-86909	NM_032041	83988	Hs.492427	NM_032041	ENSG00000104490	NCALD	-	neurocalcin delta	protein-coding
8245	chr17	65465406	65465890	+	0	NA	intron (NM_181671, intron 1 of 9)	intron (NM_181671, intron 1 of 9)	-1957	NR_037517	100500895		NR_037517	ENSG00000207688	MIR548AA2	-	microRNA 548aa-2	ncRNA
5508	chr13	72375714	72376607	+	0	NA	intron (NM_080760, intron 2 of 8)	intron (NM_080760, intron 2 of 8)	65170	NM_080760	1602	Hs.129452	NM_004392	ENSG00000276644	DACH1	DACH	dachshund family transcription factor 1	protein-coding
20833	chr9	98793607	98793962	+	0	NA	Intergenic	Intergenic	-9691	NR_024129	100188953	Hs.434310	NR_024129	ENSG00000225194	LINC00092	NCRNA00092	long intergenic non-protein coding RNA 92	ncRNA
12416	chr3	16763064	16763393	+	0	NA	Intergenic	LTR79|LTR|ERVL	-116298	NM_001351	1618	Hs.131179	NM_001351	ENSG00000092345	DAZL	DAZH|DAZL1|DAZLA|SPGYLA	deleted in azoospermia like	protein-coding
7693	chr17	1529012	1529360	+	0	NA	intron (NM_152346, intron 2 of 13)	intron (NM_152346, intron 2 of 13)	2524	NM_001284498	124935	Hs.160550	NM_152346	ENSG00000167703	SLC43A2	LAT4	solute carrier family 43 member 2	protein-coding
7497	chr16	72196232	72196844	+	0	NA	intron (NM_031293, intron 3 of 20)	intron (NM_031293, intron 3 of 20)	9516	NM_031293	83449	Hs.714939	NM_031293	ENSG00000118557	PMFBP1	SPGF31|STAP	polyamine modulated factor 1 binding protein 1	protein-coding
13893	chr4	7060624	7061254	+	0	NA	3' UTR (NM_025196, exon 4 of 4)	3' UTR (NM_025196, exon 4 of 4)	8852	NM_025196	80273	Hs.443723	NM_025196	ENSG00000109519	GRPEL1	GrpE|HMGE|mt-GrpE#1	GrpE like 1, mitochondrial	protein-coding
2900	chr10	127517638	127518000	+	0	NA	intron (NM_078469, intron 3 of 6)	MIR|SINE|MIR	5704	NM_078469	56647	Hs.370292	NM_016567	ENSG00000107949	BCCIP	TOK-1|TOK1	BRCA2 and CDKN1A interacting protein	protein-coding
6309	chr14	90989029	90989393	+	0	NA	Intergenic	Intergenic	-5658	NR_135274	105370619	Hs.525530	NR_135274		LOC105370619	-	uncharacterized LOC105370619	ncRNA
14978	chr4	170610698	170611283	+	0	NA	intron (NM_173872, intron 5 of 13)	intron (NM_173872, intron 5 of 13)	29777	NM_001243374	1182	Hs.481186	NM_001829	ENSG00000109572	CLCN3	CLC3|ClC-3	chloride voltage-gated channel 3	protein-coding
7337	chr16	50699248	50699615	+	0	NA	TTS (NM_001144972)	TTS (NM_001144972)	-3335	NR_110908	101927272	Hs.460777	NR_110908	ENSG00000260249	LOC101927272	-	uncharacterized LOC101927272	ncRNA
