PeakID (cmd=annotatePeaks.pl FOXA2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
26181	chr2	174102923	174103534	+	0	NA	intron (NM_016653, intron 15 of 19)	intron (NM_016653, intron 15 of 19)	43536	NR_033882	339751	Hs.570083	NR_033882	ENSG00000238133	MAP3K20-AS1	MLK7-AS1	MAP3K20 antisense RNA 1	ncRNA
43750	chr6	119521005	119521514	+	0	NA	intron (NM_005907, intron 8 of 12)	intron (NM_005907, intron 8 of 12)	-50901	NM_001288576	79632	Hs.443789	NM_024581	ENSG00000111879	FAM184A	C6orf60	family with sequence similarity 184 member A	protein-coding
27207	chr2	225384586	225385345	+	0	NA	intron (NM_001257197, intron 2 of 14)	intron (NM_001257197, intron 2 of 14)	49707	NM_001257198	8452	Hs.372286	NM_003590	ENSG00000036257	CUL3	CUL-3|PHA2E	cullin 3	protein-coding
11945	chr12	109058414	109059209	+	0	NA	intron (NM_001105237, intron 3 of 10)	intron (NM_001105237, intron 3 of 10)	29225	NR_039717	100616240		NR_039717	ENSG00000284388	MIR4496	-	microRNA 4496	ncRNA
27339	chr2	231876948	231877696	+	0	NA	Intergenic	Intergenic	16483	NM_139073	130560	Hs.745178	NM_139073	ENSG00000173699	SPATA3	TSARG1	spermatogenesis associated 3	protein-coding
32133	chr3	107899553	107900813	+	0	NA	intron (NM_018010, intron 6 of 10)	intron (NM_018010, intron 6 of 10)	41088	NM_018010	55081	Hs.412196	NM_018010	ENSG00000114446	IFT57	ESRRBL1|HIPPI|MHS4R2|OFD18	intraflagellar transport 57	protein-coding
6286	chr10	88511960	88512688	+	0	NA	Intergenic	Intergenic	-4072	NM_004329	657	Hs.524477	NM_004329	ENSG00000107779	BMPR1A	10q23del|ACVRLK3|ALK3|CD292|SKR5	bone morphogenetic protein receptor type 1A	protein-coding
32890	chr3	142382808	142384083	+	0	NA	intron (NM_001172312, intron 2 of 15)	intron (NM_001172312, intron 2 of 15)	7706	NM_001172312	5357	Hs.203637	NM_002670	ENSG00000120756	PLS1	-	plastin 1	protein-coding
51046	chr9	2158202	2158646	+	0	NA	promoter-TSS (NM_001289399)	promoter-TSS (NM_001289399)	-28	NM_001289399	6595	Hs.298990	NM_003070	ENSG00000080503	SMARCA2	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	protein-coding
20455	chr17	71794015	71794849	+	0	NA	intron (NR_040020, intron 5 of 6)	intron (NR_040020, intron 5 of 6)	11471	NR_040020	400620	Hs.348644	NR_040020	ENSG00000234721	LINC02092	-	long intergenic non-protein coding RNA 2092	ncRNA
43670	chr6	116395017	116395764	+	0	NA	Intergenic	Intergenic	-13336	NM_002031	2444	Hs.89426	NM_002031	ENSG00000111816	FRK	GTK|PTK5|RAK	fyn related Src family tyrosine kinase	protein-coding
42937	chr6	79321568	79322267	+	0	NA	Intergenic	Intergenic	-72891	NR_162115	113218491		NR_162115		MIR10524	-	microRNA 10524	ncRNA
47971	chr7	148144577	148145007	+	0	NA	Intergenic	Intergenic	-143066	NM_145304	202865	Hs.352212	NM_145304	ENSG00000170279	C7orf33	-	chromosome 7 open reading frame 33	protein-coding
27164	chr2	223924781	223925534	+	0	NA	Intergenic	Intergenic	8509	NM_080671	23704	Hs.348522	NM_080671	ENSG00000152049	KCNE4	MIRP3	potassium voltage-gated channel subfamily E regulatory subunit 4	protein-coding
51182	chr9	5920809	5921311	+	0	NA	exon (NM_001017969, exon 8 of 8)	exon (NM_001017969, exon 8 of 8)	30171	NM_005511	2315	Hs.154069	NM_005511	ENSG00000120215	MLANA	MART-1|MART1	melan-A	protein-coding
539	chr1	25758397	25759696	+	0	NA	intron (NM_018202, intron 1 of 10)	intron (NM_018202, intron 1 of 10)	1658	NM_018202	55219	Hs.189782	NM_018202	ENSG00000204178	MACO1	MACOILIN|TMEM57	macoilin 1	protein-coding
9845	chr11	132059267	132059831	+	0	NA	intron (NM_001048209, intron 3 of 7)	(CA)n|Simple_repeat|Simple_repeat	-94647	NR_046820	100874281		NR_046820		NTM-IT	NTM-IT3	NTM intronic transcript	ncRNA
20287	chr17	66707852	66708511	+	0	NA	Intergenic	Intergenic	83886	NR_110825	101928104	Hs.569826	NR_110825	ENSG00000267659	LINC01482	-	long intergenic non-protein coding RNA 1482	ncRNA
1265	chr1	59974072	59974596	+	0	NA	intron (NM_001244714, intron 4 of 13)	intron (NM_001244714, intron 4 of 13)	-6968	NM_001278224	55277	Hs.444301	NM_018291	ENSG00000172456	FGGY	-	FGGY carbohydrate kinase domain containing	protein-coding
45606	chr7	23435828	23436323	+	0	NA	promoter-TSS (NR_145734)	promoter-TSS (NR_145734)	10	NR_145734	109616981		NR_145734	ENSG00000212264	SNORD65C	-	small nucleolar RNA, C/D box 65C	snoRNA
4659	chr1	248003646	248004113	+	0	NA	TTS (NM_001001959)	TTS (NM_001001959)	1319	NM_001001959	391189	Hs.553781	NM_001001959	ENSG00000197591	OR11L1	-	olfactory receptor family 11 subfamily L member 1	protein-coding
25180	chr2	121022029	121023061	+	0	NA	intron (NM_002881, intron 1 of 4)	L1MB3|LINE|L1	12117	NM_002881	5899	Hs.469820	NM_002881	ENSG00000144118	RALB	-	RAS like proto-oncogene B	protein-coding
6269	chr10	86456245	86456874	+	0	NA	Intergenic	Intergenic	271634	NM_001284242	54462	Hs.461988	NM_018999	ENSG00000107771	CCSER2	FAM190B|Gcap14|KIAA1128|bA486O22.1	coiled-coil serine rich protein 2	protein-coding
37708	chr4	185813645	185814467	+	0	NA	TTS (NR_039975)	TTS (NR_039975)	6559	NR_039975	100506229	Hs.378150	NR_039975		LINC01093	-	long intergenic non-protein coding RNA 1093	ncRNA
39168	chr5	76434303	76435527	+	0	NA	intron (NR_024398, intron 3 of 3)	intron (NR_024398, intron 3 of 3)	-41214	NM_001349752	8622	Hs.584830	NM_003719	ENSG00000113231	PDE8B	ADSD|PPNAD3	phosphodiesterase 8B	protein-coding
12956	chr13	40792048	40792967	+	0	NA	intron (NR_033877, intron 1 of 5)	MIRb|SINE|MIR	2132	NR_033877	400123	Hs.577960	NR_033877	ENSG00000215483	LINC00548	-	long intergenic non-protein coding RNA 548	ncRNA
30167	chr3	7841888	7842681	+	0	NA	Intergenic	Intergenic	215710	NR_110131	101927394	Hs.517767	NR_110131	ENSG00000227110	LOC101927394	-	uncharacterized LOC101927394	ncRNA
40582	chr5	140900678	140901266	+	0	NA	intron (NM_001314007, intron 27 of 28)	intron (NM_001314007, intron 27 of 28)	32164	NM_032407	56097	Hs.368160	NM_018929	ENSG00000240764	PCDHGC5	PCDH-GAMMA-C5	protocadherin gamma subfamily C, 5	protein-coding
46423	chr7	77429451	77430165	+	0	NA	intron (NM_001366088, intron 1 of 11)	intron (NM_001366088, intron 1 of 11)	1520	NM_001366088	57157	Hs.203965	NM_020432	ENSG00000006576	PHTF2	-	putative homeodomain transcription factor 2	protein-coding
31016	chr3	50929328	50929810	+	0	NA	intron (NM_004947, intron 4 of 52)	L1MEa|LINE|L1	217058	NR_039950	100616138		NR_039950	ENSG00000272543	MIR4787	mir-4787	microRNA 4787	ncRNA
27537	chr20	647842	648627	+	0	NA	intron (NM_033129, intron 1 of 1)	intron (NM_033129, intron 1 of 1)	8212	NM_033129	85508	Hs.355284	NM_033129	ENSG00000215397	SCRT2	ZNF898B	scratch family transcriptional repressor 2	protein-coding
45751	chr7	28961234	28962065	+	0	NA	Intergenic	Intergenic	36297	NM_014817	9865	Hs.744120	NM_014817	ENSG00000255690	TRIL	-	TLR4 interactor with leucine rich repeats	protein-coding
26795	chr2	206632955	206633683	+	0	NA	intron (NM_201266, intron 15 of 16)	intron (NM_201266, intron 15 of 16)	86094	NM_201267	8828	Hs.471200	NM_003872	ENSG00000118257	NRP2	NP2|NPN2|PRO2714|VEGF165R2	neuropilin 2	protein-coding
35357	chr4	72201598	72202109	+	0	NA	intron (NM_001098484, intron 3 of 25)	intron (NM_001098484, intron 3 of 25)	-2917	NM_003759	8671	Hs.5462	NM_003759	ENSG00000080493	SLC4A4	HNBC1|KNBC|NBC1|NBC2|NBCe1-A|SLC4A5|hhNMC|kNBC1|pNBC	solute carrier family 4 member 4	protein-coding
54232	chrX	122503871	122504450	+	0	NA	intron (NM_007325, intron 5 of 15)	intron (NM_007325, intron 5 of 15)	186029	NM_007325	2892	Hs.377070	NM_000828	ENSG00000125675	GRIA3	GLUR-C|GLUR-K3|GLUR3|GLURC|GluA3|MRX94	glutamate ionotropic receptor AMPA type subunit 3	protein-coding
11270	chr12	76843168	76843926	+	0	NA	intron (NM_001003712, intron 3 of 22)	Charlie1a|DNA|hAT-Charlie	-26482	NM_001319655	114882	Hs.430849	NM_020841	ENSG00000091039	OSBPL8	MST120|MSTP120|ORP8|OSBP10	oxysterol binding protein like 8	protein-coding
518	chr1	24354433	24354954	+	0	NA	Intergenic	Intergenic	-47740	NR_034035	10772	Hs.3530	NM_006625	ENSG00000188529	SRSF10	FUSIP1|FUSIP2|NSSR|PPP1R149|SFRS13|SFRS13A|SRp38|SRrp40|TASR|TASR1|TASR2	serine and arginine rich splicing factor 10	protein-coding
46122	chr7	46574115	46575024	+	0	NA	Intergenic	L2b|LINE|L2	162151	NR_134575	730338	Hs.640207	NR_134575	ENSG00000233539	LOC730338	-	uncharacterized LOC730338	ncRNA
54272	chrX	128268487	128269047	+	0	NA	Intergenic	MER2|DNA|TcMar-Tigger	388700	NM_003069	6594	Hs.152292	NM_003069	ENSG00000102038	SMARCA1	ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SNF2LT|SWI|SWI2|hSNF2L	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein-coding
51498	chr9	21853294	21853923	+	0	NA	intron (NM_002451, intron 5 of 7)	intron (NM_002451, intron 5 of 7)	50973	NM_002451	4507	Hs.193268	NM_002451	ENSG00000099810	MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	methylthioadenosine phosphorylase	protein-coding
21159	chr18	29963453	29964010	+	0	NA	intron (NM_001242409, intron 2 of 5)	intron (NM_001242409, intron 2 of 5)	87114	NM_022751	64762	Hs.444314	NM_022751	ENSG00000141441	GAREM1	C18orf11|FAM59A|GAREM|Gm944	GRB2 associated regulator of MAPK1 subtype 1	protein-coding
47627	chr7	129733508	129733857	+	0	NA	intron (NM_014997, intron 1 of 9)	intron (NM_014997, intron 1 of 9)	23308	NM_014997	23008	Hs.520710	NM_014997	ENSG00000128607	KLHDC10	slim	kelch domain containing 10	protein-coding
11545	chr12	92955122	92955706	+	0	NA	Intergenic	Intergenic	94959	NR_144532	100507616	Hs.339918	NR_144532		LINC02397	-	long intergenic non-protein coding RNA 2397	ncRNA
16176	chr15	33058210	33058847	+	0	NA	3' UTR (NM_001277313, exon 21 of 21)	3' UTR (NM_001277313, exon 21 of 21)	-47462	NR_109767	100131315	Hs.610545	NR_109767	ENSG00000259721	LOC100131315	-	uncharacterized LOC100131315	ncRNA
51463	chr9	20319677	20320776	+	0	NA	Intergenic	Intergenic	91010	NR_039684	100616229		NR_039684	ENSG00000263790	MIR4473	-	microRNA 4473	ncRNA
2283	chr1	113652551	113653034	+	0	NA	intron (NM_001312686, intron 13 of 18)	intron (NM_001312686, intron 13 of 18)	36972	NM_014813	9860	Hs.448972	NM_014813	ENSG00000198799	LRIG2	LIG-2|LIG2|UFS2	leucine rich repeats and immunoglobulin like domains 2	protein-coding
10728	chr12	46796462	46797224	+	0	NA	intron (NR_125381, intron 2 of 2)	intron (NR_125381, intron 2 of 2)	18953	NR_125381	100288798	Hs.525922	NR_125377		LOC100288798	-	uncharacterized LOC100288798	ncRNA
11925	chr12	108005879	108006548	+	0	NA	intron (NM_001347943, intron 5 of 14)	intron (NM_001347943, intron 5 of 14)	31562	NM_001017523	121551	Hs.271272	NM_152322	ENSG00000151136	BTBD11	ABTB2B	BTB domain containing 11	protein-coding
29098	chr21	33969390	33970072	+	0	NA	intron (NM_001350338, intron 5 of 7)	L1MB3|LINE|L1	-11898	NM_144659	140290	Hs.728804	NM_018277	ENSG00000242220	TCP10L	C21orf77|PRED77|TCP10A-1|TCP10A-2	t-complex 10 like	protein-coding
30400	chr3	18406376	18407027	+	0	NA	intron (NM_001131010, intron 9 of 10)	intron (NM_001131010, intron 9 of 10)	60130	NM_002971	6304	Hs.517717	NM_002971	ENSG00000182568	SATB1	-	SATB homeobox 1	protein-coding
50457	chr8	119395222	119395990	+	0	NA	intron (NM_001349811, intron 3 of 4)	L2b|LINE|L2	-237634	NR_038210	552860	Hs.571527	NR_038210	ENSG00000281641	SAMD12-AS1	C8orf26|NCRNA00252	SAMD12 antisense RNA 1	ncRNA
35604	chr4	83474066	83474683	+	0	NA	intron (NM_001353454, intron 1 of 7)	intron (NM_001353454, intron 1 of 7)	8767	NM_001353455	441027	Hs.507676	NM_001080506	ENSG00000249242	TMEM150C	TTN3	transmembrane protein 150C	protein-coding
22430	chr19	19131871	19132347	+	0	NA	intron (NR_147915, intron 3 of 11)	intron (NR_147915, intron 3 of 11)	12217	NR_147913	10147	Hs.77876	NM_014884	ENSG00000064607	SUGP2	SFRS14|SRFS14	SURP and G-patch domain containing 2	protein-coding
11632	chr12	95096571	95097387	+	0	NA	Intergenic	Intergenic	-52646	NM_020698	57458	Hs.370410	NM_020698	ENSG00000057704	TMCC3	-	transmembrane and coiled-coil domain family 3	protein-coding
11965	chr12	110038126	110038831	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	26879	NM_000431	4598	Hs.130607	NM_000431	ENSG00000110921	MVK	LRBP|MK|MVLK|POROK3	mevalonate kinase	protein-coding
35655	chr4	85245311	85246402	+	0	NA	Intergenic	Intergenic	-25534	NR_125909	101928978	Hs.647977	NR_125909	ENSG00000250546	LOC101928978	-	uncharacterized LOC101928978	ncRNA
21196	chr18	31171242	31171643	+	0	NA	intron (NM_030632, intron 1 of 11)	intron (NM_030632, intron 1 of 11)	13259	NM_030632	80816	Hs.464876	NM_030632	ENSG00000141431	ASXL3	BRPS|KIAA1713	ASXL transcriptional regulator 3	protein-coding
25189	chr2	121985213	121985854	+	0	NA	intron (NM_014553, intron 13 of 14)	intron (NM_014553, intron 13 of 14)	57245	NM_014553	29842	Hs.156471	NM_014553	ENSG00000115112	TFCP2L1	CRTR1|LBP-9|LBP9	transcription factor CP2 like 1	protein-coding
36550	chr4	126939417	126939903	+	0	NA	Intergenic	HERVL40-int|LTR|ERVL	511246	NR_031746	100302267		NR_031746	ENSG00000283550	MIR2054	hsa-mir-2054	microRNA 2054	ncRNA
22937	chr2	2248686	2249047	+	0	NA	intron (NM_001329845, intron 2 of 24)	intron (NM_001329845, intron 2 of 24)	-74138	NR_024468	730811	Hs.629472	NR_024468	ENSG00000225619	MYT1L-AS1	-	MYT1L antisense RNA 1	ncRNA
5049	chr10	18552540	18553299	+	0	NA	intron (NM_001330060, intron 1 of 12)	intron (NM_001330060, intron 1 of 12)	3268	NM_001330060	783	Hs.59093	NM_000724	ENSG00000165995	CACNB2	CACNLB2|CAVB2|MYSB	calcium voltage-gated channel auxiliary subunit beta 2	protein-coding
24199	chr2	56354058	56355754	+	0	NA	Intergenic	Intergenic	-37389	NR_135590	101927165	Hs.679803	NR_135590		LINC01813	-	long intergenic non-protein coding RNA 1813	ncRNA
37899	chr5	7047886	7048654	+	0	NA	Intergenic	Intergenic	-220236	NR_036242	100422999		NR_036242	ENSG00000283420	MIR4278	-	microRNA 4278	ncRNA
38108	chr5	17190378	17190899	+	0	NA	intron (NR_027253, intron 1 of 2)	intron (NR_027253, intron 1 of 2)	-26294	NM_001271606	10409	Hs.201641	NM_006317	ENSG00000176788	BASP1	CAP-23|CAP23|NAP-22|NAP22	brain abundant membrane attached signal protein 1	protein-coding
32790	chr3	136628737	136629083	+	0	NA	intron (NM_001291999, intron 1 of 3)	L1M4c|LINE|L1	-20434	NM_001190796	4690	Hs.126889	NM_006153	ENSG00000158092	NCK1	NCK|NCKalpha|nck-1	NCK adaptor protein 1	protein-coding
1607	chr1	75759056	75759778	+	0	NA	intron (NM_001130058, intron 5 of 23)	intron (NM_001130058, intron 5 of 23)	159344	NM_001256114	431707	Hs.403934	NM_001001933	ENSG00000162624	LHX8	LHX7	LIM homeobox 8	protein-coding
7501	chr11	12919049	12919953	+	0	NA	intron (NM_021961, intron 9 of 12)	MIRb|SINE|MIR	91594	NR_038904	100506305	Hs.153408	NR_038904	ENSG00000251381	LINC00958	BLACAT2	long intergenic non-protein coding RNA 958	ncRNA
21499	chr18	42596183	42597147	+	0	NA	intron (NM_015559, intron 4 of 5)	intron (NM_015559, intron 4 of 5)	-46534	NR_036203	100422829		NR_036203	ENSG00000265957	MIR4319	-	microRNA 4319	ncRNA
46028	chr7	40900338	40901060	+	0	NA	TTS (NM_001193313)	TTS (NM_001193313)	118838	NR_110831	101928744	Hs.639767	NR_110831	ENSG00000232458	LINC01450	-	long intergenic non-protein coding RNA 1450	ncRNA
16570	chr15	48029478	48030333	+	0	NA	intron (NM_153617, intron 1 of 17)	L1ME4a|LINE|L1	19219	NM_153619	80031	Hs.511265	NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
42497	chr6	47647564	47648330	+	0	NA	exon (NM_001368115, exon 5 of 6)	exon (NM_001368115, exon 5 of 6)	-18369	NM_153838	221393	Hs.150131	NM_153838	ENSG00000153294	ADGRF4	GPR115|PGR18	adhesion G protein-coupled receptor F4	protein-coding
42053	chr6	30715777	30716785	+	0	NA	Intergenic	Intergenic	-3957	NM_003897	8870	Hs.76095	NM_003897	ENSG00000137331	IER3	DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1	immediate early response 3	protein-coding
51477	chr9	20780845	20781640	+	0	NA	intron (NM_017794, intron 11 of 45)	intron (NM_017794, intron 11 of 45)	-5684	NR_145762	109616992		NR_145762	ENSG00000202189	SNORA30B	-	small nucleolar RNA, H/ACA box 30B	snoRNA
18868	chr16	85494439	85494992	+	0	NA	Intergenic	Intergenic	-150300	NM_001134473	23199	Hs.461647	NM_014615	ENSG00000131149	GSE1	CRHSP24|KIAA0182	Gse1 coiled-coil protein	protein-coding
26779	chr2	205946873	205947506	+	0	NA	intron (NM_205863, intron 4 of 21)	MER44A|DNA|TcMar-Tigger	536991	NM_057177	117583	Hs.657382	NM_057177	ENSG00000116117	PARD3B	ALS2CR19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
48914	chr8	37457092	37457896	+	0	NA	Intergenic	Plat_L3|LINE|CR1	-78590	NR_121621	100507420	Hs.105962	NR_121620		LINC01605	LincDUSP	long intergenic non-protein coding RNA 1605	ncRNA
11341	chr12	80671579	80672456	+	0	NA	exon (NM_173591, exon 24 of 58)	exon (NM_173591, exon 24 of 58)	68784	NM_173591	283310	Hs.723594	NM_173591	ENSG00000165899	OTOGL	C12orf64|DFNB84B	otogelin like	protein-coding
47737	chr7	134832254	134833701	+	0	NA	5' UTR (NM_018295, exon 1 of 2)	5' UTR (NM_018295, exon 1 of 2)	153	NM_018295	55281	Hs.521213	NM_018295	ENSG00000146859	TMEM140	-	transmembrane protein 140	protein-coding
4873	chr10	7382973	7383348	+	0	NA	intron (NM_001029880, intron 4 of 20)	intron (NM_001029880, intron 4 of 20)	68143	NM_001018039	57713	Hs.407983	NM_001018039	ENSG00000198879	SFMBT2	-	Scm like with four mbt domains 2	protein-coding
593	chr1	27853002	27854267	+	0	NA	Intergenic	Intergenic	-36956	NM_006990	10163	Hs.469244	NM_006990	ENSG00000158195	WASF2	IMD2|SCAR2|WASF4|WAVE2|dJ393P12.2	WASP family member 2	protein-coding
53831	chrX	49832629	49832980	+	0	NA	intron (NM_000084, intron 1 of 11)	intron (NM_000084, intron 1 of 11)	561	NM_000084	1184	Hs.166486	NM_000084	ENSG00000171365	CLCN5	CLC5|CLCK2|ClC-5|DENTS|NPHL1|NPHL2|XLRH|XRN|hCIC-K2	chloride voltage-gated channel 5	protein-coding
4383	chr1	236450035	236450782	+	0	NA	Intergenic	Intergenic	-5150	NM_019891	56605	Hs.558519	NM_019891	ENSG00000086619	ERO1B	ERO1LB|Ero1beta	endoplasmic reticulum oxidoreductase 1 beta	protein-coding
48182	chr7	158291226	158292061	+	0	NA	intron (NM_001308267, intron 1 of 21)	intron (NM_001308267, intron 1 of 21)	33862	NR_030325	693180		NR_030325	ENSG00000207637	MIR595	MIRN595|hsa-mir-595	microRNA 595	ncRNA
29418	chr22	19057722	19058507	+	0	NA	intron (NM_001173534, intron 1 of 8)	intron (NM_001173534, intron 1 of 8)	-22226	NR_024157	25786	Hs.720269	NR_024157	ENSG00000273311	DGCR11	DGS-D	DiGeorge syndrome critical region gene 11	ncRNA
2491	chr1	150674915	150675353	+	0	NA	intron (NM_001199829, intron 12 of 13)	L1PA10|LINE|L1	-5504	NM_018178	55204	Hs.203699	NM_018178	ENSG00000143457	GOLPH3L	GPP34R	golgi phosphoprotein 3 like	protein-coding
5441	chr10	35415515	35416117	+	0	NA	promoter-TSS (NM_001267562)	promoter-TSS (NM_001267562)	47	NM_001881	1390	Hs.200250	NM_001881	ENSG00000095794	CREM	CREM-2|ICER|hCREM-2	cAMP responsive element modulator	protein-coding
39829	chr5	107536236	107536887	+	0	NA	intron (NM_001163315, intron 5 of 8)	intron (NM_001163315, intron 5 of 8)	181238	NM_001163315	64839	Hs.657225	NM_022824	ENSG00000145743	FBXL17	FBXO13|Fbl17|Fbx13	F-box and leucine rich repeat protein 17	protein-coding
28683	chr20	57058281	57058935	+	0	NA	intron (NR_130908, intron 1 of 1)	intron (NR_130908, intron 1 of 1)	31386	NR_130908	164284	Hs.119286	NM_153360	ENSG00000198768	APCDD1L	-	APC down-regulated 1 like	protein-coding
36367	chr4	115021386	115022050	+	0	NA	Intergenic	Intergenic	-120915	NM_001354210	79642	Hs.22895	NM_024590	ENSG00000180801	ARSJ	ASJ	arylsulfatase family member J	protein-coding
38193	chr5	23324979	23325785	+	0	NA	Intergenic	Intergenic	-182336	NM_020227	56979	Hs.283096	NM_020227	ENSG00000164256	PRDM9	KMT8B|MEISETZ|MSBP3|PFM6|ZNF899	PR/SET domain 9	protein-coding
31924	chr3	99565110	99565850	+	0	NA	intron (NM_182909, intron 5 of 5)	intron (NM_182909, intron 5 of 5)	-22771	NR_110821	101929357	Hs.741615	NR_110821		HP09053	-	uncharacterized LOC101929357	ncRNA
3005	chr1	177628275	177629091	+	0	NA	Intergenic	AmnSINE1|SINE|Deu	-40976	NR_110722	101928778	Hs.573792	NR_110722	ENSG00000236720	LINC01741	-	long intergenic non-protein coding RNA 1741	ncRNA
45562	chr7	20646840	20647316	+	0	NA	Intergenic	Intergenic	-8212	NM_001163941	340273	Hs.404102	NM_178559	ENSG00000004846	ABCB5	ABCB5alpha|ABCB5beta|EST422562	ATP binding cassette subfamily B member 5	protein-coding
50946	chr8	141358750	141359442	+	0	NA	intron (NM_001160372, intron 9 of 22)	intron (NM_001160372, intron 9 of 22)	108747	NM_001160372	83696	Hs.654911	NM_031466	ENSG00000167632	TRAPPC9	IBP|IKBKBBP|MRT13|NIBP|T1|TRS120	trafficking protein particle complex 9	protein-coding
21606	chr18	47930969	47932517	+	0	NA	Intergenic	HERVS71-int|LTR|ERV1	30327	NM_145060	220134	Hs.134726	NM_145060	ENSG00000154839	SKA1	C18orf24	spindle and kinetochore associated complex subunit 1	protein-coding
8044	chr11	36101485	36102326	+	0	NA	intron (NM_174902, intron 2 of 5)	intron (NM_174902, intron 2 of 5)	-2454	NR_135064	101928510	Hs.675857	NR_135064		LOC101928510	-	uncharacterized LOC101928510	ncRNA
21351	chr18	36887575	36888372	+	0	NA	intron (NR_024391, intron 3 of 3)	intron (NR_024391, intron 3 of 3)	314166	NR_030628	100126323		NR_030628	ENSG00000283615	MIR924	MIRN924|hsa-mir-924	microRNA 924	ncRNA
9355	chr11	112349337	112349939	+	0	NA	Intergenic	Intergenic	-3317	NR_120559	101928823	Hs.126118	NR_120559	ENSG00000254968	LINC02763	-	long intergenic non-protein coding RNA 2763	ncRNA
12497	chr13	24489340	24490065	+	0	NA	intron (NR_073430, intron 3 of 4)	L1PA16|LINE|L1	-18061	NR_104426	387911	Hs.740810	NM_001007537	ENSG00000205863	C1QTNF9B	CTRP9B	C1q and TNF related 9B	protein-coding
272	chr1	14087371	14087864	+	0	NA	intron (NM_001135610, intron 6 of 7)	intron (NM_001135610, intron 6 of 7)	11707	NM_001007257	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding
4018	chr1	223481872	223482371	+	0	NA	intron (NM_017982, intron 2 of 8)	MIR3|SINE|MIR	55397	NM_001037175	55061	Hs.497841	NM_017982	ENSG00000143502	SUSD4	PRO222	sushi domain containing 4	protein-coding
