PeakID (cmd=annotatePeaks.pl NEUROG3_peak1027-0918_pancreas.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-10763	chr2	202987749	202987937	+	0	NA	intron (NM_001367720, intron 11 of 23)	intron (NM_001367720, intron 11 of 23)	-6062	NR_135243	729224	Hs.623895	NR_135243		KIAA2012-AS1	-	KIAA2012 antisense RNA 1	ncRNA
1-9870	chr3	30732737	30732843	+	0	NA	intron (NM_001024847, intron 7 of 7)	intron (NM_001024847, intron 7 of 7)	84697	NM_003242	7048	Hs.82028	NM_003242	ENSG00000163513	TGFBR2	AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TBR-ii|TBRII|TGFR-2|TGFbeta-RII	transforming growth factor beta receptor 2	protein-coding
1-3184	chr6	39161181	39161343	+	0	NA	intron (NM_003740, intron 4 of 4)	intron (NM_003740, intron 4 of 4)	35989	NM_003740	8645	Hs.444448	NM_003740	ENSG00000164626	KCNK5	K2p5.1|KCNK5b|TASK-2|TASK2	potassium two pore domain channel subfamily K member 5	protein-coding
1-939	chr2	220048980	220049211	+	0	NA	3' UTR (NM_001321110, exon 9 of 9)	3' UTR (NM_001321110, exon 9 of 9)	5664	NM_001321110	79137	Hs.516707	NM_024293	ENSG00000144567	RETREG2	C2orf17|FAM134A|MAG-2	reticulophagy regulator family member 2	protein-coding
1-8111	chr1	165539332	165539563	+	0	NA	intron (NR_026744, intron 3 of 6)	intron (NR_026744, intron 3 of 6)	11945	NR_026744	400794	Hs.374847	NR_026744	ENSG00000237463	LRRC52-AS1	-	LRRC52 antisense RNA 1	ncRNA
1-3316	chr1	157244667	157244898	+	0	NA	Intergenic	HERVFH21-int|LTR|ERV1	-136399	NM_005240	2117	Hs.105636	NM_005240	ENSG00000117036	ETV3	METS|PE-1|PE1	ETS variant 3	protein-coding
1-9908	chr5	5277265	5277468	+	0	NA	intron (NR_136935, intron 17 of 21)	intron (NR_136935, intron 17 of 21)	136923	NM_139056	170690	Hs.661915	NM_139056	ENSG00000145536	ADAMTS16	ADAMTS16s	ADAM metallopeptidase with thrombospondin type 1 motif 16	protein-coding
1-6357	chr14	51487110	51487341	+	0	NA	intron (NM_052978, intron 3 of 6)	intron (NM_052978, intron 3 of 6)	75197	NM_015163	114088	Hs.654750	NM_015163	ENSG00000100505	TRIM9	RNF91|SPRING	tripartite motif containing 9	protein-coding
1-6429	chr3	8751470	8751701	+	0	NA	Intergenic	Intergenic	-23901	NM_033337	859	Hs.98303	NM_001234	ENSG00000182533	CAV3	LGMD1C|LQT9|MPDT|RMD2|VIP-21|VIP21	caveolin 3	protein-coding
1-1686	chr16	88839393	88839624	+	0	NA	intron (NM_001142864, intron 1 of 50)	intron (NM_001142864, intron 1 of 50)	12120	NM_001142864	9780	Hs.377001	NM_001142864	ENSG00000103335	PIEZO1	DHS|FAM38A|LMPH3|LMPHM6|Mib	piezo type mechanosensitive ion channel component 1	protein-coding
1-5641	chr2	80059818	80060049	+	0	NA	intron (NM_001164883, intron 3 of 16)	intron (NM_001164883, intron 3 of 16)	33776	NR_107047	102465877		NR_107047	ENSG00000276917	MIR8080	hsa-mir-8080	microRNA 8080	ncRNA
1-1618	chr3	69736352	69736583	+	0	NA	Intergenic	Intergenic	-52148	NM_001354608	4286	Hs.166017	NM_000248	ENSG00000187098	MITF	CMM8|COMMAD|MI|WS2|WS2A|bHLHe32	melanocyte inducing transcription factor	protein-coding
1-6767	chr2	241665191	241665422	+	0	NA	intron (NM_004321, intron 37 of 46)	intron (NM_004321, intron 37 of 46)	34023	NM_198998	375318	Hs.534650	NM_198998	ENSG00000184945	AQP12A	AQP-12|AQP12|AQPX2	aquaporin 12A	protein-coding
1-8541	chr3	72778051	72778282	+	0	NA	Intergenic	Intergenic	-64766	NR_135531	105377162	Hs.123457	NR_135531		LOC105377162	-	uncharacterized LOC105377162	ncRNA
1-4721	chr18	63798874	63799105	+	0	NA	Intergenic	ERVL-int|LTR|ERVL	380741	NM_001362438	1005	Hs.541003	NM_004361	ENSG00000081138	CDH7	CDH7L1	cadherin 7	protein-coding
1-6907	chr20	21209640	21209871	+	0	NA	intron (NM_001163023, intron 9 of 11)	intron (NM_001163023, intron 9 of 11)	-10828	NR_109956	101929591	Hs.656066	NR_109956	ENSG00000232712	KIZ-AS1	-	KIZ antisense RNA 1	ncRNA
1-5631	chr1	210424722	210424953	+	0	NA	Intergenic	Intergenic	-17607	NR_024337	574036	Hs.446946	NR_024337	ENSG00000203706	SERTAD4-AS1	C1orf133	SERTAD4 antisense RNA 1	ncRNA
1-2158	chr17	25572423	25572654	+	0	NA	Intergenic	Intergenic	48484	NR_039748	100616277		NR_039748	ENSG00000263583	MIR4522	-	microRNA 4522	ncRNA
1-6732	chr20	62048142	62048373	+	0	NA	intron (NM_172106, intron 11 of 15)	intron (NM_172106, intron 11 of 15)	-55509	NM_000744	1137	Hs.10734	NM_000744	ENSG00000101204	CHRNA4	BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4	cholinergic receptor nicotinic alpha 4 subunit	protein-coding
1-5252	chr2	163182616	163182828	+	0	NA	intron (NM_001330266, intron 2 of 8)	HUERS-P2-int|LTR|ERV1	7230	NM_001330267	25801	Hs.377894	NM_012198	ENSG00000115271	GCA	GCL	grancalcin	protein-coding
1-6541	chr17	63119967	63120198	+	0	NA	Intergenic	Intergenic	-13374	NM_001165933	8787	Hs.664380	NM_003835	ENSG00000108370	RGS9	PERRS|RGS9L	regulator of G protein signaling 9	protein-coding
1-3157	chr1	201977266	201977497	+	0	NA	intron (NR_146472, intron 1 of 1)	intron (NR_146472, intron 1 of 1)	2100	NR_146472	102723465	Hs.661033	NR_146472		ELF3-AS1	SCAT7	ELF3 antisense RNA 1	ncRNA
1-7194	chr8	66057574	66057805	+	0	NA	Intergenic	Intergenic	34886	NR_038901	552859	Hs.156997	NR_038901	ENSG00000280725	LINC00251	C8orf25|NCRNA00251	long intergenic non-protein coding RNA 251	ncRNA
1-6720	chr17	59415849	59416080	+	0	NA	intron (NM_001353146, intron 23 of 25)	intron (NM_001353146, intron 23 of 25)	29101	NR_136397	101927855	Hs.662123	NR_136397	ENSG00000267131	LOC101927855	-	uncharacterized LOC101927855	ncRNA
1-8454	chr18	33400057	33400288	+	0	NA	Intergenic	HAL1|LINE|L1	84717	NR_029616	406963		NR_029616	ENSG00000207797	MIR187	MIRN187|miR-187|miRNA187	microRNA 187	ncRNA
1-3144	chr16	87849340	87849571	+	0	NA	Intergenic	Intergenic	18811	NR_106833	102465464		NR_106833	ENSG00000278598	MIR6775	hsa-mir-6775	microRNA 6775	ncRNA
1-6964	chr2	232592419	232592650	+	0	NA	Intergenic	L2|LINE|L2	14510	NR_036052	100302285		NR_036052	ENSG00000284378	MIR1244-1	MIR1244|MIRN1244|hsa-mir-1244|hsa-mir-1244-1	microRNA 1244-1	ncRNA
1-2753	chr2	45501803	45502022	+	0	NA	Intergenic	Intergenic	-19832	NR_033831	400952	Hs.468368	NR_033831	ENSG00000205054	LINC01121	UNQ6975	long intergenic non-protein coding RNA 1121	ncRNA
1-10119	chr4	101407754	101407985	+	0	NA	intron (NM_016242, intron 1 of 11)	intron (NM_016242, intron 1 of 11)	31310	NM_016242	51705	Hs.152913	NM_016242	ENSG00000164035	EMCN	EMCN2|MUC14	endomucin	protein-coding
1-9476	chr7	6544154	6544385	+	0	NA	intron (NM_001145118, intron 15 of 21)	intron (NM_001145118, intron 15 of 21)	-20486	NM_001100603	11014	Hs.654552	NM_006854	ENSG00000136240	KDELR2	ELP-1|ERD2.2	KDEL endoplasmic reticulum protein retention receptor 2	protein-coding
1-10314	chr6	53146713	53146944	+	0	NA	intron (NM_001301856, intron 3 of 7)	intron (NM_001301856, intron 3 of 7)	5037	NR_049866	100847075		NR_049866	ENSG00000264056	MIR5685	-	microRNA 5685	ncRNA
1-10466	chr3	35168098	35168298	+	0	NA	intron (NR_110817, intron 2 of 3)	L1MEg2|LINE|L1	267317	NR_110817	101928135	Hs.550715	NR_110817		LOC101928135	-	uncharacterized LOC101928135	ncRNA
1-8492	chr1	26279556	26279787	+	0	NA	Intergenic	Intergenic	44883	NM_000437	5051	Hs.477083	NM_000437	ENSG00000158006	PAFAH2	HSD-PLA2	platelet activating factor acetylhydrolase 2	protein-coding
1-8241	chr12	130236059	130236290	+	0	NA	intron (NM_133448, intron 1 of 8)	intron (NM_133448, intron 1 of 8)	152396	NM_133448	121256	Hs.507268	NM_133448	ENSG00000151952	TMEM132D	MOLT|PPP1R153	transmembrane protein 132D	protein-coding
1-1529	chr4	184161756	184161987	+	0	NA	promoter-TSS (NR_126473)	promoter-TSS (NR_126473)	-84	NR_126473	101928734	Hs.570713	NR_126473	ENSG00000251128	WWC2-AS1	-	WWC2 antisense RNA 1	ncRNA
1-3232	chr1	245255089	245255320	+	0	NA	intron (NM_001143943, intron 6 of 6)	intron (NM_001143943, intron 6 of 6)	-63083	NM_018012	55083	Hs.143134	NM_018012	ENSG00000162849	KIF26B	-	kinesin family member 26B	protein-coding
1-598	chr11	95385123	95385354	+	0	NA	Intergenic	MIRc|SINE|MIR	137708	NM_001330357	143684	Hs.288304	NM_144664	ENSG00000077458	FAM76B	-	family with sequence similarity 76 member B	protein-coding
1-4273	chr13	71298491	71298722	+	0	NA	Intergenic	Intergenic	-290667	NR_047699	100885781	Hs.372660	NR_047699	ENSG00000226846	LINC00348	-	long intergenic non-protein coding RNA 348	ncRNA
1-2201	chr18	64350087	64350318	+	0	NA	Intergenic	Intergenic	-78875	NM_001271028	28513	Hs.42771	NM_021153	ENSG00000071991	CDH19	CDH7|CDH7L2	cadherin 19	protein-coding
1-8201	chr8	53167002	53167233	+	0	NA	promoter-TSS (NM_001352839)	promoter-TSS (NM_001352839)	-65	NM_001352839	9705	Hs.655499	NM_014682	ENSG00000147488	ST18	NZF-3|NZF3|ZC2H2C3|ZC2HC10|ZNF387	ST18 C2H2C-type zinc finger transcription factor	protein-coding
1-2595	chrX	11226583	11226814	+	0	NA	intron (NR_109776, intron 3 of 14)	MER77|LTR|ERVL	57414	NM_013423	395	Hs.435291	NM_001174	ENSG00000047648	ARHGAP6	RHOGAP6|RHOGAPX-1	Rho GTPase activating protein 6	protein-coding
1-8443	chr16	79993316	79993547	+	0	NA	Intergenic	Intergenic	164285	NR_104661	101928248	Hs.659802	NR_104660	ENSG00000260876	LINC01229	-	long intergenic non-protein coding RNA 1229	ncRNA
1-3969	chr11	100640384	100640615	+	0	NA	intron (NM_152432, intron 1 of 23)	L1PA10|LINE|L1	-81813	NR_133571	100128386	Hs.635125	NR_133571	ENSG00000248027	LOC100128386	-	uncharacterized LOC100128386	ncRNA
1-10163	chr8	125732765	125732924	+	0	NA	intron (NM_001363301, intron 1 of 12)	intron (NM_001363301, intron 1 of 12)	7870	NM_001363297	9788	Hs.336994	NM_014751	ENSG00000170873	MTSS1	MIM|MIMA|MIMB	MTSS I-BAR domain containing 1	protein-coding
1-4446	chr7	24474549	24474780	+	0	NA	Intergenic	Intergenic	-138407	NM_016447	51678	Hs.533355	NM_016447	ENSG00000105926	MPP6	PALS2|VAM-1|VAM1|p55T	membrane palmitoylated protein 6	protein-coding
1-10410	chr19	48151601	48151735	+	0	NA	intron (NM_015711, intron 1 of 14)	intron (NM_015711, intron 1 of 14)	40215	NM_015711	29998	Hs.97244	NM_015711	ENSG00000063169	BICRA	GLTSCR1	BRD4 interacting chromatin remodeling complex associated protein	protein-coding
1-3189	chr7	154694906	154695137	+	0	NA	Intergenic	Intergenic	-25206	NR_024476	100132707	Hs.586358	NR_024476	ENSG00000214106	PAXIP1-AS2	PAXIP1OS	PAXIP1 antisense RNA 2	ncRNA
1-6502	chr11	34277951	34278182	+	0	NA	intron (NM_145804, intron 1 of 16)	intron (NM_145804, intron 1 of 16)	101491	NM_145804	25841	Hs.23361	NM_145804	ENSG00000166016	ABTB2	ABTB2A|BTBD22	ankyrin repeat and BTB domain containing 2	protein-coding
1-4307	chr1	183273779	183273904	+	0	NA	exon (NM_170706, exon 1 of 11)	exon (NM_170706, exon 1 of 11)	168	NM_170706	23057	Hs.497123	NM_015039	ENSG00000157064	NMNAT2	C1orf15|PNAT2	nicotinamide nucleotide adenylyltransferase 2	protein-coding
1-5740	chr13	26547305	26547536	+	0	NA	intron (NM_001313741, intron 34 of 35)	intron (NM_001313741, intron 34 of 35)	77778	NM_001007538	387914	Hs.433791	NM_001007538	ENSG00000180730	SHISA2	C13orf13|PRO28631|TMEM46|WGAR9166|bA398O19.2|hShisa	shisa family member 2	protein-coding
1-6501	chr11	12222877	12223108	+	0	NA	intron (NR_144420, intron 3 of 27)	intron (NR_144420, intron 3 of 27)	37762	NR_106739	102466906		NR_106739	ENSG00000275373	MIR6124	hsa-mir-6124	microRNA 6124	ncRNA
1-9597	chr18	19606615	19606622	+	0	NA	Intergenic	Intergenic	142311	NR_102763	100128893	Hs.514745	NR_102763	ENSG00000266010	GATA6-AS1	BM742401|locus5689	GATA6 antisense RNA 1 (head to head)	ncRNA
1-7146	chr3	174257884	174258087	+	0	NA	Intergenic	Intergenic	-319139	NM_207015	254827	Hs.565848	NM_207015	ENSG00000177694	NAALADL2	-	N-acetylated alpha-linked acidic dipeptidase like 2	protein-coding
1-1788	chr3	181959962	181960189	+	0	NA	Intergenic	Intergenic	244075	NR_040105	401103	Hs.591304	NR_040105	ENSG00000241098	LINC01994	-	long intergenic non-protein coding RNA 1994	ncRNA
1-10329	chr8	6565324	6565543	+	0	NA	promoter-TSS (NM_018361)	promoter-TSS (NM_018361)	297	NR_125386	100507530	Hs.490892	NR_125386		MCPH1-AS1	-	MCPH1 antisense RNA 1	ncRNA
1-10319	chr7	1602286	1602453	+	0	NA	Intergenic	Intergenic	-6528	NM_001097620	202915	Hs.592174	NM_152689	ENSG00000164855	TMEM184A	SDMG1	transmembrane protein 184A	protein-coding
1-3971	chr11	127331251	127331341	+	0	NA	Intergenic	Intergenic	190331	NR_120580	101929497	Hs.737442	NR_120580	ENSG00000273409	LINC02712	-	long intergenic non-protein coding RNA 2712	ncRNA
1-2561	chr5	163595090	163595321	+	0	NA	Intergenic	Intergenic	299203	NR_105064	101927835	Hs.735171	NR_105064	ENSG00000253236	LINC02143	-	long intergenic non-protein coding RNA 2143	ncRNA
1-8113	chr1	203336214	203336445	+	0	NA	Intergenic	Intergenic	-16079	NR_103757	2331	Hs.519168	NM_002023	ENSG00000122176	FMOD	FM|SLRR2E	fibromodulin	protein-coding
1-1565	chr10	36327345	36327576	+	0	NA	Intergenic	LTR33|LTR|ERVL	260230	NR_110138	102578074		NR_110138	ENSG00000280719	PCAT5	LINC01452|TPCAT-10-36067	prostate cancer associated transcript 5	ncRNA
1-5488	chr1	158975541	158975772	+	0	NA	intron (NM_001364867, intron 1 of 12)	intron (NM_001364867, intron 1 of 12)	-4041	NM_001206567	3428	Hs.380250	NM_005531	ENSG00000163565	IFI16	IFNGIP1|PYHIN2	interferon gamma inducible protein 16	protein-coding
1-7812	chr11	66080439	66080670	+	0	NA	Intergenic	CpG	3961	NM_020404	57124	Hs.195727	NM_020404	ENSG00000174807	CD248	CD164L1|TEM1	CD248 molecule	protein-coding
1-3428	chrX	129853399	129853630	+	0	NA	intron (NM_182314, intron 3 of 15)	intron (NM_182314, intron 3 of 15)	-83096	NR_135655	105373338	Hs.642023	NR_135655		LOC105373338	-	uncharacterized LOC105373338	ncRNA
1-5253	chr2	186835183	186835414	+	0	NA	Intergenic	LTR22A|LTR|ERVK	115746	NR_110218	101927217	Hs.130011	NR_110218	ENSG00000237877	LINC01473	-	long intergenic non-protein coding RNA 1473	ncRNA
1-3600	chr3	72539185	72539416	+	0	NA	Intergenic	Intergenic	-43526	NM_012234	23429	Hs.7910	NM_012234	ENSG00000163602	RYBP	AAP1|APAP-1|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
1-6352	chr12	99163805	99164021	+	0	NA	intron (NM_001352216, intron 7 of 8)	intron (NM_001352216, intron 7 of 8)	124639	NM_001352222	56899	Hs.506458	NM_020140	ENSG00000185046	ANKS1B	AIDA|AIDA-1|ANKS2|EB-1|EB1|cajalin-2	ankyrin repeat and sterile alpha motif domain containing 1B	protein-coding
1-8181	chr6	113493743	113493974	+	0	NA	Intergenic	Intergenic	260791	NR_149098	105377957	Hs.25088	NR_149098	ENSG00000232316	LINC02518	-	long intergenic non-protein coding RNA 2518	ncRNA
1-9173	chr1	236221658	236221881	+	0	NA	intron (NM_002508, intron 1 of 19)	intron (NM_002508, intron 1 of 19)	6621	NM_002508	4811	Hs.356624	NM_002508	ENSG00000116962	NID1	NID	nidogen 1	protein-coding
1-4946	chr15	53747052	53747270	+	0	NA	Intergenic	Intergenic	85888	NR_102336	256764	Hs.122125	NM_182758	ENSG00000166415	WDR72	AI2A3	WD repeat domain 72	protein-coding
1-113	chr5	159714877	159715108	+	0	NA	intron (NR_131769, intron 2 of 7)	intron (NR_131769, intron 2 of 7)	24579	NM_001308173	79616	Hs.14070	NM_024565	ENSG00000135083	CCNJL	-	cyclin J like	protein-coding
1-9626	chr1	41246674	41246871	+	0	NA	Intergenic	Intergenic	-2687	NM_004700	9132	Hs.473058	NM_004700	ENSG00000117013	KCNQ4	DFNA2|DFNA2A|KV7.4	potassium voltage-gated channel subfamily Q member 4	protein-coding
1-3072	chr20	61005220	61005447	+	0	NA	intron (NR_033263, intron 7 of 7)	intron (NR_033263, intron 7 of 7)	-2738	NM_080833	140893	Hs.180374	NM_080833	ENSG00000130701	RBBP8NL	C20orf151	RBBP8 N-terminal like	protein-coding
1-6217	chrX	80510070	80510301	+	0	NA	intron (NM_003022, intron 1 of 3)	intron (NM_003022, intron 1 of 3)	52584	NM_003022	6451	Hs.108029	NM_003022	ENSG00000131171	SH3BGRL	HEL-S-115|SH3BGR	SH3 domain binding glutamate rich protein like	protein-coding
1-9933	chr6	153471089	153471320	+	0	NA	Intergenic	LTR18B|LTR|ERVL	-18787	NM_012419	26575	Hs.166313	NM_012419	ENSG00000091844	RGS17	RGS-17|RGSZ2|hRGS17	regulator of G protein signaling 17	protein-coding
1-5470	chr20	4918297	4918528	+	0	NA	intron (NM_005116, intron 2 of 16)	intron (NM_005116, intron 2 of 16)	63744	NM_005116	9962	Hs.516866	NM_005116	ENSG00000089057	SLC23A2	NBTL1|SLC23A1|SVCT2|YSPL2	solute carrier family 23 member 2	protein-coding
1-7799	chr10	76349225	76349425	+	0	NA	intron (NM_001369123, intron 8 of 9)	intron (NM_001369123, intron 8 of 9)	-60243	NR_120673	102723439		NR_120673		LOC102723439	-	uncharacterized LOC102723439	ncRNA
1-7301	chr2	7497247	7497422	+	0	NA	Intergenic	Intergenic	-64058	NR_038432	100506274	Hs.177930	NR_038432	ENSG00000229727	LOC100506274	-	uncharacterized LOC100506274	ncRNA
1-2667	chr5	144332934	144333165	+	0	NA	Intergenic	MIR3|SINE|MIR	748095	NM_001370486	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
1-2118	chr14	76298466	76298697	+	0	NA	intron (NM_015072, intron 28 of 31)	intron (NM_015072, intron 28 of 31)	149757	NM_001329938	7043	Hs.592317	NM_003239	ENSG00000119699	TGFB3	ARVD|ARVD1|LDS5|RNHF|TGF-beta3	transforming growth factor beta 3	protein-coding
1-517	chr6	130692809	130693040	+	0	NA	intron (NM_001258276, intron 1 of 1)	intron (NM_001258276, intron 1 of 1)	5498	NM_001258277	114801	Hs.591341	NM_052913	ENSG00000164484	TMEM200A	KIAA1913|TTMA|TTMC	transmembrane protein 200A	protein-coding
1-10402	chr17	62962025	62962256	+	0	NA	TTS (NR_026903)	TTS (NR_026903)	9563	NR_026903	201283	Hs.396447	NM_153032	ENSG00000214174	AMZ2P1	-	archaelysin family metallopeptidase 2 pseudogene 1	pseudo
1-404	chr6	25698980	25699211	+	0	NA	intron (NM_006998, intron 10 of 10)	intron (NM_006998, intron 10 of 10)	27695	NM_170745	221613	Hs.406739	NM_170745	ENSG00000164508	HIST1H2AA	H2AA|H2AFR|TH2A|bA317E16.2	histone cluster 1 H2A family member a	protein-coding
1-9786	chr16	14595468	14595699	+	0	NA	intron (NM_002582, intron 21 of 23)	intron (NM_002582, intron 21 of 23)	128534	NM_001134477	5073	Hs.253197	NM_002582	ENSG00000140694	PARN	DAN|DKCB6|PFBMFT4	poly(A)-specific ribonuclease	protein-coding
1-7763	chr7	40477106	40477337	+	0	NA	intron (NM_024728, intron 9 of 14)	intron (NM_024728, intron 9 of 14)	302646	NM_024728	79783	Hs.586313	NM_024728	ENSG00000175600	SUGCT	C7orf10|DERP13|GA3|ORF19	succinyl-CoA:glutarate-CoA transferase	protein-coding
1-8619	chr11	57264163	57264394	+	0	NA	intron (NM_001198810, intron 6 of 14)	intron (NM_001198810, intron 6 of 14)	18104	NM_001198810	8501	Hs.591952	NM_003627	ENSG00000149150	SLC43A1	LAT3|PB39|POV1|R00504	solute carrier family 43 member 1	protein-coding
1-5424	chr10	6407381	6407612	+	0	NA	Intergenic	Intergenic	15218	NR_148966	399716	Hs.737229	NR_148966		LINC02656	-	long intergenic non-protein coding RNA 2656	ncRNA
1-5809	chr3	184089481	184089712	+	0	NA	TTS (NM_001290028)	TTS (NM_001290028)	6399	NM_000460	7066	Hs.1166	NM_000460	ENSG00000090534	THPO	MGDF|MKCSF|ML|MPLLG|THCYT1|TPO	thrombopoietin	protein-coding
1-9531	chr11	57082878	57083109	+	0	NA	intron (NM_033396, intron 4 of 11)	L2a|LINE|L2	9433	NM_033396	85456	Hs.530730	NM_033396	ENSG00000149115	TNKS1BP1	TAB182	tankyrase 1 binding protein 1	protein-coding
1-1860	chr1	172938775	172939006	+	0	NA	Intergenic	Intergenic	81213	NM_005092	8995	Hs.248197	NM_005092	ENSG00000120337	TNFSF18	AITRL|GITRL|TL6|TNLG2A|hGITRL	TNF superfamily member 18	protein-coding
1-4726	chr21	39495846	39496077	+	0	NA	intron (NR_026839, intron 2 of 2)	LTR33|LTR|ERVL	2416	NR_026842	84677	Hs.733345	NM_032589	ENSG00000198054	DSCR8	C21orf65|CT25.1a|CT25.1b|MMA-1|MMA-1a|MMA-1b|MMA1|MTAG2	Down syndrome critical region 8	ncRNA
1-8870	chr13	93478470	93478701	+	0	NA	intron (NM_004466, intron 7 of 7)	MLT1E1|LTR|ERVL-MaLR	-104718	NR_046520	100873969	Hs.577863	NR_046520	ENSG00000235984	GPC5-AS1	-	GPC5 antisense RNA 1	ncRNA
1-10209	chr12	114915807	114915896	+	0	NA	Intergenic	Intergenic	-69604	NM_000192	6910	Hs.381715	NM_000192	ENSG00000089225	TBX5	HOS	T-box transcription factor 5	protein-coding
1-1735	chr2	12353339	12353570	+	0	NA	intron (NR_110196, intron 3 of 5)	MLT1E2|LTR|ERVL-MaLR	14198	NR_037452	100500884		NR_037452	ENSG00000264089	MIR3681	-	microRNA 3681	ncRNA
1-9017	chr6	156837689	156837775	+	0	NA	Intergenic	Intergenic	137848	NR_145751	109617011		NR_145751	ENSG00000212295	SNORD28B	-	small nucleolar RNA, C/D box 28B	snoRNA
1-2759	chr3	146358240	146358471	+	0	NA	Intergenic	Intergenic	-34352	NM_001321245	389158	Hs.254692	NM_001085420	ENSG00000231213	PLSCR5	-	phospholipid scramblase family member 5	protein-coding
1-6034	chr15	99123905	99124136	+	0	NA	Intergenic	Intergenic	-66455	NM_182562	283777	Hs.668070	NM_182562	ENSG00000283597	FAM169B	-	family with sequence similarity 169 member B	protein-coding
1-9238	chr6	108357898	108358125	+	0	NA	Intergenic	L1MCc|LINE|L1	37934	NM_014028	28962	Hs.226780	NM_014028	ENSG00000081087	OSTM1	GIPN|GL|HSPC019|OPTB5	osteoclastogenesis associated transmembrane protein 1	protein-coding
1-8166	chr5	4231119	4231350	+	0	NA	Intergenic	Intergenic	-542360	NR_104619	101929153	Hs.385526	NR_104619	ENSG00000249521	LINC02114	-	long intergenic non-protein coding RNA 2114	ncRNA
1-7013	chr8	88970753	88970984	+	0	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	-84625	NM_152418	138009	Hs.371738	NM_152418	ENSG00000176566	DCAF4L2	WDR21C	DDB1 and CUL4 associated factor 4 like 2	protein-coding
1-6284	chr6	27393950	27393969	+	0	NA	intron (NR_144688, intron 5 of 8)	L2b|LINE|L2	37462	NM_001322289	346157	Hs.651176	NM_001013719	ENSG00000124613	ZNF391	dJ153G14.3	zinc finger protein 391	protein-coding
1-9997	chr13	38083981	38084212	+	0	NA	Intergenic	Intergenic	-24981	NR_040244	400121	Hs.558894	NR_040244	ENSG00000275226	LINC00547	-	long intergenic non-protein coding RNA 547	ncRNA
1-10427	chrX	132933813	132934034	+	0	NA	intron (NM_001164619, intron 1 of 6)	intron (NM_001164619, intron 1 of 6)	-97547	NR_148713	110806308	Hs.658628	NR_148713	ENSG00000286096	GPC3-AS1	-	GPC3 antisense RNA 1	ncRNA
1-10831	chr11	70049125	70049280	+	0	NA	promoter-TSS (NM_003824)	promoter-TSS (NM_003824)	-67	NM_003824	8772	Hs.86131	NM_003824	ENSG00000168040	FADD	GIG3|MORT1	Fas associated via death domain	protein-coding
1-1156	chr21	28308272	28308503	+	0	NA	intron (NM_007038, intron 3 of 7)	intron (NM_007038, intron 3 of 7)	-17893	NR_039916	100616243		NR_039916	ENSG00000266133	MIR4759	-	microRNA 4759	ncRNA
1-2455	chr1	154914066	154914084	+	0	NA	intron (NM_001323012, intron 1 of 4)	intron (NM_001323012, intron 1 of 4)	1059	NM_001323012	10654	Hs.30954	NM_006556	ENSG00000163344	PMVK	HUMPMKI|PMK|PMKA|PMKASE|POROK1	phosphomevalonate kinase	protein-coding
1-3413	chr15	75676570	75676801	+	0	NA	exon (NM_015477, exon 17 of 21)	exon (NM_015477, exon 17 of 21)	-15717	NM_001256494	4123	Hs.26232	NM_006715	ENSG00000140400	MAN2C1	MAN6A8|MANA|MANA1	mannosidase alpha class 2C member 1	protein-coding
