	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_NOREPINEPHRINE_TRANSPORT										ADORA2A AGT					ADORA2A AGT		ADORA2A AGT													ADORA2A AGT																			ADORA2A AGT									
GO_NOTCH_BINDING					DLL1 DLL4																																											DLL1 DLL4				DLL1 DLL4						
GO_NOTCH_SIGNALING_INVOLVED_IN_HEART_DEVELOPMENT					DLL4 HEYL				DLL4 HEYL																												DLL4 HEYL										DLL4 HEYL					DLL4 HEYL						DLL4 HEYL
GO_NOTCH_SIGNALING_PATHWAY					DLL1 DLL4 HEYL																									HEYL MDK PTP4A3				HEYL KIT MDK PTP4A3			DLL4 HEYL MDK															DLL1 DLL4 HEYL KIT	KIT PTP4A3				DLL1 MDK	DLL4 HEYL PTP4A3
GO_NUCLEAR_BODY																		ANKS1B HSPB7																																								
GO_NUCLEAR_CHROMOSOME																																										HES6 HMGB3 LMX1B NEUROD2		GRHL3 HEYL HOPX LMX1B MAFA MYT1 NEUROD1 NEUROD2 NKX2-2 PAX4 ST18 TP73														GRHL3 HEYL HSPA2 MAFA NEUROD2 NEUROG3 RFX6
GO_NUCLEAR_ENVELOPE																					OSBPL6 P2RX6																																		CDH5 ITPRIP		KCNJ11 OSBPL6 P2RX6	
GO_NUCLEAR_MEMBRANE																					OSBPL6 P2RX6												CDH5 ITPRIP P2RX6																						CDH5 ITPRIP			
GO_NUCLEAR_RECEPTOR_TRANSCRIPTION_COACTIVATOR_ACTIVITY								ZCCHC12 ZCCHC18																																																		
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS															AMPD3 PDE2A																										AMPD3 PDE2A					AMPD3 PDE2A												
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS																																									ACTN3 AK5 AMPD3 CBFA2T3 PDE2A																	
GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS					ACTN3 AK5 AMPD3 CBFA2T3							ACTN3 AK5 CBFA2T3		AK5 AMPD3												ACTN3 AK5 AMPD3															ACTN3 AK5 AMPD3 CBFA2T3					AK5 AMPD3		AK5 AMPD3 CBFA2T3	AK5 AMPD3 CBFA2T3				AMPD3 CBFA2T3					
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS					AK5 AMPD3									AK5 AMPD3												AK5 AMPD3								AK5 AMPD3							AK5 AMPD3					AK5 AMPD3		AK5 AMPD3	AK5 AMPD3									
GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS														AK5 AMPD3 NNMT												AK5 AMPD3 NNMT																														AMPD3 NNMT		
GO_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS															AMPD3 PDE2A																	AMPD3 PDE2A									AMPD3 PDE2A					AMPD3 PDE2A												
GO_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY											ARHGAP9 RGS16 RGS4 RGS5 RUNDC3A						RUNDC3A TBC1D3C																																							ARHGAP9 RGS9		
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS					AK5 AMPD3									AK5 AMPD3												AK5 AMPD3															AK5 AMPD3					AK5 AMPD3			AK5 AMPD3									
GO_NUCLEOTIDE_PHOSPHORYLATION					ACTN3 AK5 CBFA2T3							ACTN3 AK5 CBFA2T3														ACTN3 AK5										ACTN3 CBFA2T3					ACTN3 AK5 CBFA2T3																	
GO_OLIGODENDROCYTE_DIFFERENTIATION																																MDK NKX2-2 TP73												NKX2-2 TP73														
GO_ORGANELLE_FISSION																						HECW2 HSPA2																																				
GO_ORGANELLE_LOCALIZATION																				DYNC1I1 TUBB4A																																						
GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE															CNIH2 DYNC1I1																										CNIH2 DYNC1I1			CNIH2 KIF1A		CNIH2 DYNC1I1	CNIH2 DYNC1I1					CNIH2 DYNC1I1					CNIH2 DYNC1I1	
GO_ORGANIC_ACID_BIOSYNTHETIC_PROCESS																																										BHMT GGT5						CYP27A1 GGT5 OSBPL6 PROX1 RBP1		BHMT CYP27A1								
GO_ORGANIC_ACID_METABOLIC_PROCESS																																																		BHMT CYP27A1 KIT								
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT			SLC16A12 SLC1A2 SLC38A3								RGS4 SLC16A12 SLC38A5		SLC16A12 SLC1A2		AGT SLC1A2											AGT RGS4 SLC16A12				AGT SLC16A12 SLC38A5				RGS4 SLC1A2 SLC38A5				AGT SLC16A12 SLC38A3			RGS4 SLC1A2 SLC38A3					SLC1A2 SLC38A5	SLC1A2 SLC38A3 SLC38A5											SLC38A3 SLC38A5
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY			SLC16A12 SLC1A2 SLC38A3										SLC16A12 SLC1A2																									SLC16A12 SLC38A3								SLC1A2 SLC38A5	SLC1A2 SLC38A3 SLC38A5											SLC38A3 SLC38A5
GO_ORGANIC_ACID_TRANSPORT			CPLX1 DRD2 SLC16A12 SLC1A2 SLC38A3			ADORA2A SLC7A4		ADORA2A RGS4		ADORA2A AGT			DRD2 SLC16A12 SLC1A2		ADORA2A AGT SLC1A2		ADORA2A AGT													ADORA2A AGT CPLX1 SLC16A12 SLC38A5				CPLX1 DRD2 RGS4 SLC1A2 SLC38A5				AGT SLC16A12 SLC38A3			CPLX1 RGS4 SLC1A2 SLC38A3						ADORA2A CPLX1 SLC1A2 SLC38A3 SLC38A5		ADORA2A AGT CPLX1 SLC16A12									
GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY			SLC16A12 SLC1A2 SLC38A3										SLC16A12 SLC1A2																									SLC16A12 SLC38A3																				
GO_ORGANIC_ANION_TRANSPORT			CPLX1 DRD2 SLC16A12 SLC1A2 SLC38A3			ADORA2A SLC7A4		ADORA2A RGS4		ADORA2A AGT			DRD2 SLC16A12 SLC1A2																									AGT SLC16A12 SLC38A3									ADORA2A CPLX1 PLTP SLC1A2 SLC38A3 SLC38A5		ADORA2A AGT CPLX1 PLTP SLC16A12									
GO_ORGANIC_CATION_TRANSPORT								ADORA2A CHRNA3																																																		
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS															AMBP AMPD3 ASRGL1 CYP27A1 PDE2A QDPR								AMBP ASRGL1																																			
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS																								AKR1B1 QDPR			AKR1B1 CYP27A1 INSM1 PLCG2 QDPR		AKR1B1 CACNA1H INSM1 PLTP			AKR1B1 CACNA1H INSM1 PLCG2 PLTP		INSM1 PLCG2 PROX1 QDPR		CACNA1H CYP27A1 INSM1	CACNA1H CYP27A1 PLTP PROX1							CACNA1H INSM1 PLTP QDPR			CYP27A1 PLCG2 PLTP PROX1	CYP27A1 INSM1 OSBPL6 PLCG2 PROX1	CYP27A1 OSBPL6 PLCG2 PLTP PROX1				OSBPL6 PLCG2					
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS			ACTN3 AKR1B1 DRD2 PLCG2 PROX1																								ACTN3 AKR1B1 CYP27A1 DRD2 INSM1 PLCG2 QDPR																						CYP27A1 OSBPL6 PLCG2 PLTP PROX1	CYP27A1 KIT								
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT				CHRNB2 GAL SYT5					CHRNB2 GAL OSBPL6 PLTP	ADORA2A AGT			CHRNB2 DRD2				ADORA2A AGT									AGT GAL SYT5			CHRNB2 DRD2 GAL PLTP SYT5	ADORA2A AGT CHGA GAL SYT5		AGT CHGA GAL PLTP					AGT CHRNB2 GAL PLTP												ADORA2A AGT GAL OSBPL6 PLTP SYT5			CHGA CHRNB2 PLTP SYT5					OSBPL6 SYT5	
GO_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE					SLC25A34 STMN3						SLC25A34 STMN3																									SLC25A34 STMN3												SLC25A34 STMN3					SLC25A34 STMN3					
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS																																											AMPD3 BHMT MUC5AC															
GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS																							AMBP ASRGL1 BHMT																																			
GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS					AMPD3 PLCG2										AMPD3 PDE2A												AMPD3 ENPP2 PLCG2					AMPD3 PDE2A PLCG2		AMPD3 ENPP2 PLCG2												AMPD3 PDE2A			AMPD3 ENPP2 PLCG2				AMPD3 PLCG2					
GO_ORGANOPHOSPHATE_METABOLIC_PROCESS														AK5 AMPD3 CSF1R FAM126A FLT1 NNMT																																												
GO_ORGAN_GROWTH				DLL1 TP73																																	AGT PROX1 TP73				DLL1 RGS4 TP73																	
GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE					FFAR2 LTF							FFAR2 LTF																	FFAR2 LTF									FFAR2 LTF										FFAR2 LTF										
GO_OSTEOBLAST_PROLIFERATION																													LTF SFRP1																													
GO_OSTEOCLAST_DIFFERENTIATION			CSF1R SFRP1	CSF1R LTF	CSF1R LTF							CSF1R LTF																	CSF1R LTF SFRP1																													
GO_PANCREAS_DEVELOPMENT			PROX1 SOX4			NEUROG3 PAX4		NKX2-2 PAX4			PROX1 RFX6 SOX4	DLL1 PROX1 RFX6 SOX4											NKX2-2 PAX4				INSM1 NKX2-2 SOX4		DLL1 INSM1 NEUROG3 SOX4	PROX1 RFX6 SOX4		INSM1 NEUROD1 NKX2-2 PAX4 SOX4		INSM1 NEUROD1 PROX1 RFX6		INSM1 NEUROG3 RFX6 SOX4	PROX1 SOX4		DLL1 NKX2-2					DLL1 INSM1 NEUROD1 NKX2-2 PAX4			PROX1 RFX6 SOX4	DLL1 INSM1 PROX1	PROX1 RFX6 SOX4			DLL1 SOX4						NEUROG3 RFX6
GO_PANCREATIC_A_CELL_DIFFERENTIATION																											INSM1 NKX2-2					INSM1 NEUROD1 NKX2-2		INSM1 NEUROD1 RFX6		INSM1 RFX6								INSM1 NEUROD1 NKX2-2														
GO_PARANODAL_JUNCTION			AKR1B1 JAM3								AKR1B1 JAM3																AKR1B1 JAM3		AKR1B1 JAM3																													
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY				ABCC8 CHRNB2 KCNJ11 SCN3A	ABCC8 CHRNA3 CHRNB2 CLCNKA KCNF1 KCNJ11 SCN1B						ABCC8 CHRNA1 CHRNA3 CHRNB2 CLCNKA GABRE KCNF1 KCNH6 P2RX6 SCN1B SCN3A	ABCC8 CHRNA1 CHRNB2 KCNH6 P2RX6																	CACNA1H CACNG4 CHRNA1 CHRNB2 GABRE KCNH6 KCNJ11 KCNK3 P2RX6	CACNA1H CACNG4 GABRE KCNH6 KCNJ11 KCNK3	CHRNA3 SCN3A	ABCC8 CACNA1H CHRNA1 CHRNA3 CLCNKA KCNF1 KCNJ11 KCNK3 P2RX6		ABCC8 CACNG4 CHRNA1 KCNK3 P2RX6 SCN3A		CACNA1H CLCNKA KCNK3 SCN1B	CACNA1H CHRNA3 CHRNB2 GABRE KCNH6 KCNK3 P2RX6		CHRNA3 GABRE KCNJ11					CACNA1H CACNG4 CHRNA3 KCNH6 KCNJ11			ABCC8 CHRNA1 CLCNKA KCNF1 KCNH6 KCNJ11 KCNK3 SCN1B										KCNH6 KCNJ11 KCNK3 P2RX6 SCN1B	
GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION											GDF10 LEFTY1																										GDF10 LEFTY1										GDF10 LEFTY1					GDF10 LEFTY1						
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY				LTF SFTPA2	FFAR2 LTF SFTPA2							FFAR2 LTF SFTPA2																										FFAR2 LTF																				
GO_PATTERN_SPECIFICATION_PROCESS		DLL4 LMX1B NKD1													DSCAML1 GRHL3 LMX1B						DLL1 DSCAML1								DLL1 GRHL3 HEYL LEFTY1 LMX1B SFRP1					DSCAML1 HES6 HEYL LMX1B NEUROD1 NKD1		DLL4 GRHL3 LEFTY1 LMX1B	DLL4 GRHL3 HEYL LEFTY1 LMX1B NKD1				DLL1 GRHL3 HEYL LEFTY1 SFRP1	DSCAML1 HES6 LMX1B		DLL1 GRHL3 HEYL LMX1B NEUROD1 NKD1 NKX2-2 SFRP1			DLL4 DSCAML1 GRHL3 HEYL LEFTY1 LMX1B NKD1	DLL1 DLL4 DSCAML1 GRHL3 HES6 LEFTY1 NKD1						DSCAML1 HES6 LEFTY1			DLL1 GRHL3 SFRP1	DLL4 GRHL3 HEYL SFRP1
GO_PEPTIDASE_ACTIVITY			ASRGL1 CELA3B CPA1 KLK12 MMP11 MMP2 PCSK1 SFRP1 TMPRSS11E VASH2									ASRGL1 CELA3A HGFAC KLK12 LTF MMP11 PCSK1	CELA3A CELA3B TMPRSS11E		ASRGL1 CPE DPEP1 PCSK1								ASRGL1 PGA5			CELA3A CPA1 CPE DPEP1 PCSK1 SFRP1	ASRGL1 DPEP1 KLK12 MMP2 SFRP1 TMPRSS11E VASH2		ADAMTSL2 CELA3A CELA3B CPA1 KLK12 LTF PGA3 PGA5 SFRP1	ADAMTSL2 ASRGL1 CELA3A CPA1 CPE MMP2 TMPRSS11E		ADAMTSL2 KLK12 LTF MMP2 PCSK1 PGA3 PGA4 PGA5 VASH2		CELA3A GGT5 LTF MMP2 PCSK1 PGA3 PGA4 PGA5 VASH2	ASRGL1 CELA3B LTF			ASRGL1 CPE LTF MMP2		ASRGL1 CELA3A CPE MMP11 PCSK1	ADAMTSL2 ASRGL1 CELA3A CELA3B CPE DPEP1 HGFAC MMP2 SFRP1 VASH2	CELA3B CPE GGT5						ASRGL1 CELA3A CPE GGT5 HGFAC LTF MMP11 TMPRSS11E VASH2	ADAMTSL2 CELA3B CPA1 CPE MMP11 PCSK1 PGA3				CPA1 HGFAC MMP11 TMPRSS11E					CELA3A CELA3B GGT5 SFRP1
GO_PEPTIDASE_REGULATOR_ACTIVITY			AMBP SPINK4 TFPI2	LTF SERPINI1	AMBP DPEP1 LTF					AGT TFPI2					AGT AMBP DPEP1 TFPI2						SERPINI1 TFPI2					AGT AMBP DPEP1			AMBP LTF SERPINI1 SPINK4 TFPI2			AGT AMBP LTF SERPINI1 SPINK4			LTF SPINK4 TFPI2			AGT LTF										AMBP LTF SERPINI1 SPINK4 TFPI2	AGT AMBP SERPINI1 TFPI2				AMBP SERPINI1					
GO_PEPTIDE_BINDING		PTGDR2 TMEM158																						SSTR1 TMEM158																																		
GO_PEPTIDE_HORMONE_SECRETION			ABCC8 CPLX1 DRD2 GAL SFRP1 SOX4	ABCC8 GAL KCNJ11	ABCC8 FFAR2 GAL KCNJ11					ABCC8 MAFA	ABCC8 FFAR2 GAL RFX6 SFRP1 SOX4	ABCC8 FFAR2 GAL RFX6 SOX4	DRD2 FFAR2		ABCC8 CPE FFAR2 SOX4											ABCC8 CPE FFAR2 GAL SFRP1 SOX4	ABCC8 CPLX1 DRD2 SFRP1 SOX4		CPLX1 DRD2 FFAR2 GAL KCNJ11 SFRP1 SOX4	CHGA CPE CPLX1 GAL KCNJ11 RFX6 SOX4		ABCC8 CHGA CPLX1 GAL KCNJ11 NEUROD1 SOX4		ABCC8 CPLX1 DRD2 GAL NEUROD1 RFX6		FFAR2 GAL RFX6 SOX4	CPLX1 GAL MAFA SOX4	CPE FFAR2		CPE CPLX1 KCNJ11 RFX6	CPE CPLX1 MAFA SFRP1	CPE CPLX1		FFAR2 KCNJ11 MAFA NEUROD1 SFRP1			ABCC8 CPE CPLX1 KCNJ11 MAFA RFX6 SOX4		CPE CPLX1 FFAR2 GAL RFX6 SOX4								KCNJ11 SFRP1	ABCC8 GAL MAFA RFX6 SFRP1
GO_PEPTIDE_METABOLIC_PROCESS															CPE DPEP1 MRPL34 PCSK1 SOX4																																											
GO_PEPTIDE_RECEPTOR_ACTIVITY									GAL SSTR1															GAL SSTR1																																		
GO_PEPTIDE_SECRETION			ABCC8 CD200 CPLX1 CSF1R DRD2 GAL SFRP1 SOX4	ABCC8 CSF1R GAL KCNJ11	ABCC8 CSF1R FFAR2 GAL KCNJ11					ABCC8 ADORA2A AGT MAFA		ABCC8 CSF1R FFAR2 GAL LTBP2 RFX6 SOCS1 SOX4	DRD2 FFAR2 LTBP2		ABCC8 ADORA2A AGT CPE FFAR2 LTBP2 SOX4											ABCC8 AGT CD200 CPE FFAR2 GAL SCG2 SFRP1 SOX4	ABCC8 CD200 CPLX1 DRD2 LTBP2 SFRP1 SOX4		CPLX1 CSF1R DRD2 FFAR2 GAL KCNJ11 SCG2 SFRP1 SOX4	ADORA2A AGT CHGA CPE CPLX1 GAL KCNJ11 RFX6 SCG2 SOX4		ABCC8 AGT CHGA CPLX1 GAL KCNJ11 NEUROD1 SCG2 SOCS1 SOX4		ABCC8 CPLX1 CSF1R DRD2 GAL NEUROD1 RFX6 SCG2 SOCS1		CSF1R FFAR2 GAL LTBP2 RFX6 SOCS1 SOX4	AGT CD200 CPLX1 GAL MAFA SOCS1 SOX4	AGT CPE FFAR2		CPE CPLX1 KCNJ11 RFX6	CPE CPLX1 LTBP2 MAFA SFRP1		ADORA2A RFX6	CD200 FFAR2 KCNJ11 LTBP2 MAFA NEUROD1 SFRP1			ABCC8 ADORA2A CPE CPLX1 CSF1R KCNJ11 MAFA RFX6 SOCS1 SOX4		ADORA2A AGT CD200 CPE CPLX1 FFAR2 GAL LTBP2 RFX6 SOX4								KCNJ11 LTBP2 SFRP1	ABCC8 GAL MAFA RFX6 SFRP1
GO_PEPTIDYL_AMINO_ACID_MODIFICATION																																													CSH1 CSH2													
GO_PEPTIDYL_TYROSINE_MODIFICATION								CSH1 CSH2		AGT CSH2				CSF1R CSH1 CSH2 FLT1															CRLF1 CSF1R ENPP2 EPHB3 FLT1 SFRP1					CSF1R ENPP2 EPHB3 FLT1 KIT SOCS1				AGT FLT1							CSH1 CSH2				AGT CRLF1 ENPP2 NTRK1			CRLF1 CSF1R EPHB3 FLT1 KIT NTRK1						
GO_PERIKARYON																													CPLX1 DRD2 SERPINI1					CPLX1 DRD2 SERPINI1																								
GO_PERINUCLEAR_REGION_OF_CYTOPLASM																																								MAP6 OSBPL6 PPP1R16B RASD1 SYP	AKR1B1 CABP7 DYNC1I1 PDE2A PPP1R16B SYP SYT5					AKR1B1 CHGA DYNC1I1 PDE2A SYT5								CABP7 RASD1			DYNC1I1 OSBPL6 RASD1 SYT5	
GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT											PMP22 SERPINI1																		NEUROG3 SERPINI1			PMP22 SERPINI1	PMP22 SERPINI1	PMP22 SERPINI1		NEUROG3 SERPINI1	PMP22 SERPINI1											PMP22 SERPINI1	PMP22 SERPINI1									
GO_PERISTALSIS													DRD2 SSTR2														DRD2 SSTR2							DRD2 SSTR2																								
GO_PHAGOCYTOSIS						ADORA2A IGHG1													ADORA2A IGHG1																																							
GO_PHASIC_SMOOTH_MUSCLE_CONTRACTION													DRD2 SSTR2														DRD2 SSTR2							DRD2 KIT SSTR2																								
GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS			AKR1B1 DRD2										CHRNB2 DRD2														AKR1B1 DRD2 INSM1		AKR1B1 CHRNB2 DRD2 INSM1																													
GO_PHOSPHATASE_BINDING				CDH5 CSF1R	CDH5 CSF1R PPP1R16B									CDH5 CSF1R																			CDH5 PPP1R16B PPP1R3C																									
GO_PHOSPHATASE_COMPLEX																																		NKD1 PPP1R3C			NKD1 PPP1R3C											NKD1 PPP1R3C										
GO_PHOSPHATASE_INHIBITOR_ACTIVITY																													ELFN1 PPP1R14A																													
GO_PHOSPHATASE_REGULATOR_ACTIVITY																						PPP1R14A PPP1R16B																		PPP1R14A PPP1R16B	PPP1R14A PPP1R16B																	
GO_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING													FLT1 PPP1R16B		AGT FLT1 PPP1R16B																	AGT FLT1 NTRK1 PPP1R16B	KIT NTRK1 PPP1R16B	FLT1 KIT PPP1R16B				AGT FLT1														FLT1 KIT NTRK1						
GO_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING												AMER3 SYT5																	AMER3 SYT5	AMER3 SYT5														AMER3 SYT5														
GO_PHOSPHATIDYLINOSITOL_BINDING											AMER3 ARHGAP9 NOXO1 SYT5																																														ARHGAP9 SYT5	
GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS			CSF1R FAM126A PLCG2											CSF1R FAM126A																				CSF1R FAM126A PLCG2 SOCS1		CSF1R FAM126A SOCS1											CSF1R PLCG2 SOCS1											
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING											AMER3 ARHGAP9 NOXO1 SYT5	AMER3 ARHGAP9 SYT5																																		NOXO1 SYT5	ARHGAP9 NOXO1 SYT5										ARHGAP9 SYT5	
GO_PHOSPHATIDYLINOSITOL_PHOSPHORYLATION																																		FAM126A SOCS1		FAM126A SOCS1																						
GO_PHOSPHOLIPASE_ACTIVITY			ENPP2 NOTUM PLCG2																								ENPP2 NOTUM PLCG2							ENPP2 NOTUM PLCG2															ENPP2 PLCG2									
GO_PHOSPHOLIPASE_C_ACTIVITY			NOTUM PLCG2																								NOTUM PLCG2					NOTUM PLCG2		NOTUM PLCG2													NOTUM PLCG2	NOTUM PLCG2										
GO_PHOSPHOLIPID_CATABOLIC_PROCESS			ENPP2 PLCG2																								ENPP2 PLCG2							ENPP2 PLCG2															ENPP2 PLCG2									
GO_PHOSPHOLIPID_METABOLIC_PROCESS														CSF1R FAM126A FLT1																				CSF1R ENPP2 FAM126A FLT1 KIT PLCG2 SOCS1																								
GO_PHOSPHOPROTEIN_BINDING			PLCG2 SHF																														PLCG2 SHF					PLCG2 SHF									PLCG2 SHF						PLCG2 SHF					
GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY			ENPP2 NOTUM PLCG2								ENPP2 PDE2A PDE6B																ENPP2 NOTUM PLCG2		ENPP2 PDE2A PDE6B			NOTUM PDE2A PDE6B PLCG2		ENPP2 NOTUM PDE6B PLCG2			NOTUM PDE6B										NOTUM PLCG2		ENPP2 PLCG2									
GO_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY			ENPP2 NOTUM PLCG2 PPP1R3C																													NOTUM PDE2A PDE6B PLCG2 PPP1R3C PTP4A3		ENPP2 NOTUM PDE6B PLCG2 PPP1R3C PTP4A3																								
GO_PHOSPHOTYROSINE_RESIDUE_BINDING			PLCG2 SHF																													PLCG2 SHF	PLCG2 SHF					PLCG2 SHF									PLCG2 SHF	PLCG2 SHF					PLCG2 SHF					
GO_PHOTORECEPTOR_CELL_DIFFERENTIATION																																		NKD1 SDK2			NKD1 SDK2							NKD1 SDK2			NKD1 SDK2	NKD1 SDK2										
GO_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY																										AGT RGS4																																
GO_PIGMENTATION			DRD2 SPARC																								DRD2 SPARC							DRD2 KIT SPARC																								
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX		CACNA1H CATSPERB HSPA2 KCNF1		ABCC8 CDH22 CDH5 CHRNB2 CNIH2 GABBR2 KCNJ11 SCN3A	ABCC8 CDH22 CDH5 CHRNA3 CHRNB2 KCNF1 KCNJ11 NOXO1 SCN1B				CATSPERB CDH22 CHRNB2 GNAO1 NOXO1		ABCC8 CDH22 CHRNA1 CHRNA3 CHRNB2 CNIH2 GNAO1 GNG4 HSPA2 KCNF1 NOXO1 SCN1B SCN3A	ABCC8 CHRNA1 CHRNB2 CNIH2 GNAO1 GNG4 HSPA2								CATSPERB CHRNA3									CACNA1H CACNG4 CDH22 CDH5 CHRNA1 CHRNB2 CNIH2 GNG4 KCNJ11	CACNA1H CACNG4 CATSPERB CDH22 CDH5 CNIH2 GABBR2 GNAO1 GNG4 HSPA2 KCNJ11	CHRNA3 SCN3A	ABCC8 CACNA1H CDH22 CDH5 CHRNA1 CHRNA3 GNAO1 HSPA2 KCNF1 KCNJ11 NOXO1		ABCC8 CACNG4 CDH22 CHRNA1 GABBR2 GNAO1 GNG4 SCN3A			CACNA1H CDH5 CHRNA3 CHRNB2 GNAO1 GNG4 HSPA2 NOXO1		CATSPERB CHRNA3 CNIH2 KCNJ11	CATSPERB CHRNB2 CNIH2 GABBR2 GNAO1 KCNJ11 NOXO1			CATSPERB CDH22	CACNA1H CACNG4 CDH22 CHRNA3 CNIH2 GABBR2 GNG4 KCNJ11		CDH5 CHRNA1 CNIH2 GNAO1 NOXO1	ABCC8 CATSPERB CHRNA1 CNIH2 GABBR2 GNAO1 GNG4 HSPA2 KCNF1 KCNJ11 NOXO1 SCN1B		CDH22 CDH5 GABBR2 GNAO1 GNG4 HSPA2 SCN3A			CACNG4 CATSPERB CDH22 CHRNB2 CNIH2 GABBR2 GNAO1 GNG4 HSPA2 NOXO1			CDH5 NOXO1			ABCC8 CATSPERB CHRNA1 GNG4 HSPA2
GO_PLASMA_MEMBRANE_RAFT					CHRNA3 CHRNB2																																																					
GO_PLASMA_MEMBRANE_REGION	DPEP1 LRFN1			CHRNB2 CNIH2 DLL1 GABBR2 KCNJ11 RGS9				ADORA2A CHRNA3 DPEP1 LRFN1			CHRNA1 CHRNA3 CHRNB2 CNIH2 DOCK8 FAIM2 GABRE KCTD12 MPP2 P2RX6 PDE2A PDE6B SLC16A12 SYP		CHRNB2 DRD2 FAIM2 GABBR2 SLC16A12 SLC1A2		ADORA2A CNIH2 DPEP1 KCTD12 PDE2A SLC1A2 SYP		ADORA2A KCTD12 PDE6B SYP										CHRNA1 CNIH2 DOCK8 DPEP1 DRD2 GABBR2 GABRE KCTD12 LZTS1 MPP2 RGS9 SLC38A3		CACNG4 CHRNA1 CHRNB2 CNIH2 DLL1 DRD2 FAIM2 GABRE KCNJ11 LZTS1 P2RX6 PDE2A PDE6B SLC16A12 SLC1A2								CHRNA3 CHRNB2 DOCK8 GABRE KCTD12 LRFN1 MPP2 P2RX6 PDE6B RGS9 SYP	DOCK8 MPP2 SLC16A12 SLC38A3	CHRNA3 CNIH2 DLL1 FAIM2 GABRE KCNJ11 KCTD12 MPP2 SLC38A3 SYP	CHRNB2 CNIH2 DOCK8 GABBR2 KCNJ11 KCTD12 LRFN1 MPP2 P2RX6 PDE6B RGS9 SYP	CHRNA3 CNIH2 DLL1 DPEP1 GABBR2 LZTS1 MPP2 PDE2A SLC1A2 SLC38A3 SYP			CACNG4 CHRNA3 CNIH2 DLL1 DPEP1 GABBR2 KCNJ11 KCTD12 MPP2 PDE2A RGS9 SLC16A12								CACNG4 CHRNB2 CNIH2 DLL1 FAIM2 GABBR2 KCTD12 LRFN1 PDE6B RGS9 SLC38A3 SYP					CNIH2 DLL1 DOCK8 KCNJ11 P2RX6 RGS9 SLC38A3	
GO_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX				CHRNB2 CNIH2 GABBR2									CHRNB2 GABBR2																											CHRNB2 CNIH2 GABBR2				CACNG4 CHRNA3 CNIH2 GABBR2														
GO_POLYMERIC_CYTOSKELETAL_FIBER																				DYNC1I1 TUBB4A																																						
