	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR			GNG2 GNG4											GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4										
REACTOME_PROTEIN_FOLDING			GNG2 GNG4 RGS9 TUBA1A											GNAO1 GNG2 GNG4 TUBA1A	GNAO1 GNG2 GNG4 RGS9 TUBA1A																							GNAO1 TUBB4A								GNAO1 GNG2 RGS9						GNG2 GNG4 RGS9 TUBA1A TUBB4A									GNAO1 GNG4 RGS9 TUBA1A TUBB4A	GNG4 TUBB4A						
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES															DLG2 LIN7A LRRTM3 STX1A				DLG2 LRRTM3 STX1A												LIN7A LRRTM3 STX1A												DLG2 LRFN1 STX1A												DLG2 STX1A STXBP1			DLG2 LIN7A LRRTM3										
REACTOME_PTEN_REGULATION		AKT3 RRAGD																																																																		
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS																																											AKT3 DENND2A RAB39B																									
REACTOME_RAB_GERANYLGERANYLATION																																					RAB26 RAB39B							RAB26 RAB3C					RAB26 RAB3C			RAB26 RAB39B RAB3C										RAB26 RAB3C						
REACTOME_RAP1_SIGNALLING																											RAP1GAP2 RAPGEF4					RAP1GAP2 RAPGEF4					RAP1GAP2 RAPGEF4															RAP1GAP2 RAPGEF4					RAP1GAP2 RAPGEF4											
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR																																							CAMK2B DLG2				CAMK2B DLG2																									
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES																																													TUBA1A TUBB4A																							
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES																																													TUBA1A TUBB4A																							
REACTOME_RECYCLING_PATHWAY_OF_L1																																													TUBA1A TUBB4A																							
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT										NKX2-2 PAX4				GCK PAX6 RFX6	AKT3 GCK RFX6				AKT3 GCK									NKX2-2 PAX4			AKT3 GCK PAX6	AKT3 INSM1 NKX2-2			AKT3 GCK RFX6		GCK INSM1 NEUROD1 NKX2-2 PAX4		AKT3 INSM1 NEUROD1 RFX6		INSM1 RFX6					AKT3 RFX6						GCK INSM1 NEUROD1 NKX2-2 PAX4 PAX6						AKT3 GCK PAX6 RFX6										
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS														GCK PAX6 RFX6	AKT3 GCK RFX6				AKT3 GCK												AKT3 GCK PAX6	AKT3 NKX2-2			AKT3 GCK RFX6		GCK NEUROD1 NKX2-2		AKT3 NEUROD1 RFX6							AKT3 RFX6						GCK NEUROD1 NKX2-2 PAX6						AKT3 GCK PAX6 RFX6										
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS										NKX2-2 PAX4																		NKX2-2 PAX4				INSM1 NKX2-2					INSM1 NEUROD1 NKX2-2 PAX4		INSM1 NEUROD1													INSM1 NEUROD1 NKX2-2 PAX4																
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_								APOB FBN1								CHGB MMP2 SCG3 VCAN															FBN1 PAPPA2 SCG2 VCAN			CHGB FBN1 PAPPA2 SCG2 SCG3 VGF	CHGB MMP2 PAPPA2 SCG2 SCG3 VGF		CHGB MMP2 PAPPA2 SCG2 VGF		APOB CHGB MMP2 SCG2 SCG3 VCAN							CHGB SPP1 VGF									PAPPA2 SCG3 VCAN							FBN1 VGF		APOB SPP1				
REACTOME_REGULATION_OF_INSULIN_SECRETION			ABCC8 CACNA1C GNG2 GNG4 STXBP1 SYT5	ABCC8 ADCY5 CACNA1A KCNJ11 STXBP1 SYT5	ABCC8 KCNJ11 STXBP1							CACNB2 ITPR1 STXBP1	ABCC8 CACNA1A	ABCC8 CACNA1A GNG2 GNG4 SYT5	ABCC8 ADCY5 CACNA1A GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5	ADCY5 CACNA1A SNAP25 STX1A		GNG2 ITPR1	ABCC8 ADCY5 CACNA1A CACNA1C ITPR1 SNAP25 STX1A								ADCY5 CACNA1C RAPGEF4 SNAP25				ABCC8 ADCY5 CACNA1A CACNA1C GNG2 RAPGEF4 SNAP25 STX1A SYT5	ABCC8 CACNA1A RAPGEF4 SNAP25 STXBP1		ADCY5 GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5	CACNA1A CACNA1C GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5		ABCC8 KCNJ11 RAPGEF4 STXBP1	ADCY5 STXBP1	ABCC8 ADCY5 CACNA1A CACNA1C GNG4 SNAP25 STX1A				ADCY5 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A	ADCY5 CACNA1A CACNA1C CACNB2 ITPR1 SNAP25	ADCY5 KCNJ11 RAPGEF4 SNAP25	ADCY5 GNG2 KCNJ11 RAPGEF4 SNAP25	ADCY5 CACNA1A GNG2 SYT5					CACNA1A CACNB2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5			ADCY5 CACNA1A ITPR1 STX1A STXBP1 SYT5	ABCC8 ADCY5 CACNA1C GNG4 ITPR1 KCNJ11 STXBP1 SYT5	ITPR1 RAPGEF4 SYT5	CACNA1A CACNA1C GNG2 GNG4 RAPGEF4 SYT5			ADCY5 GNG4 ITPR1 STX1A SYT5	ABCC8 GNG4		CACNB2 ITPR1	CACNA1C CACNB2 RAPGEF4 STXBP1	KCNJ11 SYT5	ABCC8 ADCY5 GNG4 RAPGEF4	
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA													AGT ARNT2																																																							
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION																																													TUBA1A TUBB4A																							
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS																																							AKT3 TP73				AKT3 TP73																									
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION																																																														CENPE TUBB4A						
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS															LRAT RBP1																												LRAT RBP1									LRAT RBP1																
REACTOME_RET_SIGNALING														GFRA1 GFRA3 RET																																GFRA1 RET	DOK6 GFRA3								GFRA1 GFRA3			DOK6 GFRA1 RET			GFRA1 RET							
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS													EVL TUBB4A																																EVL TUBA1A TUBB4A																	CENPE EVL TUBB4A						
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS																															TUBA1A TUBB2B	TUBA1A TUBB2B													TUBA1A TUBB4A							TUBA1A TUBB4A									TUBA1A TUBB4A							
REACTOME_RHO_GTPASE_CYCLE													ARHGAP9 STARD8								MCF2L STARD8																				ARHGAP9 MCF2L VAV3																								ARHGAP9 STARD8			
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION																																			AKT3 ITGBL1																							AKT3 ITGBL1										
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION																								ITGA4 SPP1																																												
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III																															TUBA1A TUBB2B	TUBA1A TUBB2B													TUBA1A TUBB4A							TUBA1A TUBB4A									TUBA1A TUBB4A							
REACTOME_SELECTIVE_AUTOPHAGY																																													TUBA1A TUBB4A																							
REACTOME_SEMAPHORIN_INTERACTIONS				CDK5R1 PAK3	CDK5R1 DPYSL4									CDK5R1 CRMP1 PLXNC1																									CDK5R1 PAK3 PLXNC1															CRMP1 PAK3														
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE			CPLX1 STXBP1												SNAP25 STX1A SYN1	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A SYN1	CPLX1 SNAP25 STXBP1		CPLX1 SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1		CPLX1 STXBP1		CPLX1 SNAP25 STX1A				CPLX1 SNAP25 STX1A			CPLX1 SNAP25	CPLX1 SYN1								STX1A STXBP1	CPLX1 STXBP1		CPLX1 SYN1			CPLX1 STX1A				CPLX1 STXBP1			
REACTOME_SHC_MEDIATED_CASCADE_FGFR1														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_SHC_MEDIATED_CASCADE_FGFR3														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_SHC_MEDIATED_CASCADE_FGFR4														FGF17 FGF9																	FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_SIALIC_ACID_METABOLISM			ST6GALNAC5 ST8SIA5																								ST6GALNAC5 ST8SIA3				ST6GALNAC5 ST8SIA5																											ST8SIA3 ST8SIA5										
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS				CAMK2B KSR2										CAMK2B FAM131B KSR2																							CAMK2B FAM131B	FAM131B KSR2			CAMK2B KSR2																											
REACTOME_SIGNALING_BY_FGFR1																																																							FGF17 FGF9													
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE																															FGF17 FGF9	FGF17 FGF9		FGF17 FGF9																					FGF17 FGF9													
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE																																FGF17 FGF9																							FGF17 FGF9													
REACTOME_SIGNALING_BY_FGFR3																															FGF17 FGF9	FGF17 FGF9																							FGF17 FGF9													
REACTOME_SIGNALING_BY_FGFR4																															FGF17 FGF9	FGF17 FGF9																							FGF17 FGF9													
REACTOME_SIGNALING_BY_GPCR								APOB PTHLH SUCNR1 TACR3	APOB PTHLH SSTR3		ADORA2A DGKB GABBR2	APLN GNAO1 GPC2 ITPR1 MLN PRKCG RGS5 RGS9 SSTR1 VAV3 WNT9A		APLN AVPR1B CAMK2B CHRM4 CNR1 DGKB FFAR2 GHRL GNAO1 GNG2 GNG4 GPC2 MLN PDE2A PDE8B PRKCG PTHLH REEP2 RGS17 RGS4 RGS5 SST SSTR2 SUCNR1 TACR3 UCN3 VAV3 WNT9A	ADCY1 ADCY2 ADCY5 AKT3 BRS3 CLPS FFAR2 GHRL GNAO1 GNG2 GNG4 HRH3 ITPR1 LRAT PDE8B PRKCH PTHLH RBP1 REEP2 RGS17 RGS9 SSTR1		APLN DRD2 FFAR2 GABBR2 MCF2L PDE8B PRKCH PTCH1 SSTR2		ADCY1 ADCY2 ADCY5 ADORA2A AGT AKT3 DGKB FFAR2 GHRL ITPR1 LRAT PDE2A PRKCH PTCH1 SSTR1 TAC3 TACR3 UCN3	ARHGEF25 CNR1 PTHLH	ADORA2A AGT BRS3 ITPR1 LRAT MCF2L MLN PRKCH																		ADCY5 AKT3 APOB AVPR1B CAMK2B CLPS DGKB DRD2 GABBR2 GHRL GNAO1 GNG4 MCF2L OR51E1 OR51E2 PDE8B PTCH1 RBP1 REEP2 RGS4 RGS9 SSTR2 SUCNR1 TAC3 TACR3 VAV3				ADCY1 ADCY2 ADCY5 AGT AKT3 ARHGEF25 AVPR1B CAMK2B CHRM4 CLPS GNAO1 GNG4 ITPR1 LRAT MCF2L MLN NPY OR51E1 PDE8B PRKCG RBP1 REEP2 RGS9 TAC3			ADCY5 AKT3 APLN AVPR1B BRS3 DGKB GABBR2 GNAO1 GNG2 MLN NPY REEP2 RGS17 RGS9 SSTR3					ADORA2A APOB LRAT OR51E2					ADCY5 ADORA2A APLN BRS3 CAMK2B CNR1 DGKB GABBR2 GNAO1 GNG4 ITPR1 LRAT PRKCG PRKCH PTCH1 RGS17 RGS9 SSTR1 TAC3 UCN3 WNT9A	ADCY1 APLN CHRM4 DGKB FFAR2 GABBR2 GPC2 ITPR1 MCF2L PTCH1 PTHLH RBP1 RGS17 RGS5 RGS9 SSTR2 SSTR3 WNT9A				ADCY1 ADCY5 CHRM4 CLPS CNR1 GABBR2 GNAO1 GNG4 ITPR1 MCF2L OR51E1 PRKCG PRKCH PTCH1 RBP1 REEP2 RGS17 RGS5 RGS9 SSTR1 SSTR3 WNT9A			APOB ARHGEF25 GPC2 ITPR1 PTCH1				
REACTOME_SIGNALING_BY_HEDGEHOG					ADCY1 DZIP1 TUBB4A										ADCY1 ADCY2 ADCY5 TUBA1A				ADCY1 ADCY2 ADCY5 PTCH1								ADCY1 ADCY2 ADCY5 TUBB4A				ADCY2 ADCY5 BOC TUBA1A TUBB2B												ADCY1 ADCY2 ADCY5 BOC		ADCY5 DZIP1 TUBA1A TUBB4A					ADCY1 ADCY2 BOC		BOC DZIP1 PTCH1 TUBA1A TUBB4A									ADCY1 ADCY5 PTCH1 TUBA1A TUBB4A							
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR					ATP6V1B1 FGF9																																																															
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS				CAMK2B KSR2																																					CAMK2B KSR2															CAMK2B KSR2												
REACTOME_SIGNALING_BY_NODAL															CFC1 GDF1																																											CFC1 GDF1										
REACTOME_SIGNALING_BY_NOTCH1				DLL1 DNER	DLL1 HEYL																													DLL1 DNER HEYL																		DLL1 DNER HEYL									DLL1 DNER HEYL							
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER					DLL1 HEYL																																										DLL1 HEYL																					
REACTOME_SIGNALING_BY_NOTCH2																																																																		DLL1 MDK		
REACTOME_SIGNALING_BY_NOTCH3					DLL1 HEYL																																										DLL1 HEYL																					
REACTOME_SIGNALING_BY_NTRKS		TPH1 VGF		CDK5R1 CDK5R2 TPH1											ASCL1 CDK5R1 CDK5R2 MAPK12 TPH1 VGF				ADORA2A ID4 TPH1 VGF		ADORA2A CDK5R1		ADORA2A CDK5R1																									CDK5R2 MAPK12								ADORA2A ID4 MAPK12 VGF						MAPK12 VGF				CDK5R1 ID4 TPH1	CDK5R1 CDK5R2 MAPK12 TPH1	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		AKT3 FGF9 ITPR1 TPH1 VGF				ADORA2A KIT									ADAM12 AKT3 ASCL1 CDK5R1 CDK5R2 HGFAC ITPR1 MAPK12 SPARC SPP1 TPH1 VGF								ADORA2A CDK5R1																AKT3 ATP6V1B1 CDK5R1 FGF9 FLT1 GABRB3 ID4 KIT PAK3 SPARC TPH1 VAV3							ADAM12 AKT3 ASCL1 ATP6V1B1 FGF17 SPP1 TPH1 VGF		ADAM12 CDK5R2 MAPK12			ADORA2A ATP6V1B1 KIT						ATP6V1B1 CDK5R1 FLT1 GABRB3 GRAP2 HGFAC ITPR1 SPARC TPH1											
REACTOME_SIGNALING_BY_RHO_GTPASES													ARHGAP9 EVL STARD8 TUBB4A								MCF2L STARD8 TUBB4A																																									CENPE EVL MCF2L TUBB4A						
REACTOME_SIGNALING_BY_SCF_KIT																																						GRAP2 KIT																							GRAP2 KIT							
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R_																																																							FGF17 FGF9													
REACTOME_SIGNALING_BY_VEGF		AKT3 ITPR1																	AKT3 FLT1 ITPR1																				AKT3 FLT1 PAK3 VAV3																													
REACTOME_SIGNALING_BY_WNT																																																													CXXC4 GNAO1 GNG4 ITPR1 LGR6 PRKCG WNT9A			ITPR1 LGR6				
REACTOME_SIGNAL_AMPLIFICATION			GNG2 GNG4											GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4										
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT																																								SLC14A2 SLC8A1							SLC12A5 SLC14A2 SLC18A1 SLC38A3 SLC8A1																					
REACTOME_STIMULI_SENSING_CHANNELS	ASIC5 TRPA1		ASIC4 ASIC5 TRPA1	ASIC4 TRPM2 WNK2								ASIC4 ASIC5 TRPA1		ASIC5 MCOLN3 UNC79 WNK3					ASIC5 TRPA1 TRPM2 WNK2							TRPA1 WNK2			ASIC4 TRPA1						ASIC5 CLCN4 MCOLN3 UNC79 WNK2	ASIC5 TRPA1								ASIC5 TRPA1 TRPM2		ASIC4 ASIC5 MCOLN3 TRPA1 UNC79			MCOLN3 WNK2			ASIC4 CLCN4 MCOLN3 WNK2		ASIC5 TRPA1				ASIC4 MCOLN3 TRPA1 UNC79 WNK3								MCOLN3 UNC79		
REACTOME_STRIATED_MUSCLE_CONTRACTION																																		MYBPC3 TMOD2																					MYBPC2 TMOD2	MYBPC3 TMOD2	MYBPC2 MYBPC3 TMOD2											
REACTOME_SURFACTANT_METABOLISM																																					PGA4 PGA5		PGA4 PGA5																													
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS																											ST6GALNAC5 ST8SIA3																																									
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS														ACSL6 ELOVL4																																						ACSL6 ELOVL4																
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN														GHRL PCSK1	GHRL MBOAT4 PCSK1				GHRL PCSK1																				GHRL PCSK1							MBOAT4 PCSK1						GHRL PCSK1				MBOAT4 PCSK1												
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1_			GPR119 PAX6 PCSK1										GPR119 PAX6	PAX6 PCSK1															GPR119 PAX6 PCSK1		GPR119 PAX6 PCSK1																					PAX6 PCSK1						PAX6 PCSK1										
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_			GPR119 ISL1 PAX6 PCSK1										GPR119 PAX6	ISL1 PAX6 PCSK1	ISL1 PCSK1				ISL1 PCSK1										GPR119 PAX6 PCSK1		GPR119 ISL1 PAX6 PCSK1								ISL1 PCSK1													PAX6 PCSK1						ISL1 PAX6 PCSK1										
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS																			TAC3 TACR3																				TAC3 TACR3																													
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS														KCNK16 KCNK17																				KCNK16 KCNK17 KCNK3	KCNK16 KCNK17 KCNK3		KCNK17 KCNK3				KCNK17 KCNK3									KCNK16 KCNK17																		
REACTOME_TCR_SIGNALING			GRAP2 HLA-DQA2 PAK3 PLCG2																											HLA-DQA2 PAK3						HLA-DQA2 PAK3		EVL GRAP2 PLCG2																HLA-DQA2 PAK3								EVL PLCG2						
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS														MUC15 MUC5B																					MUC15 MUC5B								MUC15 MUC5B														MUC15 MUC5B											
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION_															LRAT RBP1																												LRAT RBP1									LRAT RBP1																
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT																																													TUBA1A TUBB4A																							
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS_			GNG2 GNG4											GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4										
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR			GNG2 GNG4											GNG2 GNG4	GNG2 GNG4																			GNG2 GNG4	GNG2 GNG4																	GNG2 GNG4						GNG2 GNG4										
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY																																																															EDAR TNFSF14					
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS																																																													EDAR TNFSF14		EDAR TNFSF14					
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES																																																																	APOB MAPK10			
REACTOME_TP53_REGULATES_METABOLIC_GENES		AKT3 RRAGD																																																																		
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS														CAMK2B PRKCG																									CACNG4 CAMK2B				CAMK2B PRKCG									CACNG4 CAMK2B PRKCG				CAMK2B PRKCG					CACNG4 PRKCG							
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2				CAMK2B DLL1	CAMK2B DLL1																																															CAMK2B DLL1 GAD2																
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3																								ITGA4 SPP1																																												
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE																																													TUBA1A TUBB4A																							
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	CACNA1B GRIK3		ADCY1 CACNA1B CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 STXBP1 TUBA1A	ADCY5 CACNA1A CAMK2B CHRNB2 GABBR2 GRIK3 KCNJ2 KCNJ6 PPM1E STXBP1	ADCY1 CAMK2B CHRNA3 CHRNB2 PPM1E STXBP1 TUBB4A							CACNB2 CHRNB2 PPM1E PRKCG STXBP1	CACNA1A GABRB3 TUBB4A	CACNA1A CACNA1B CAMK2B CHRNA3 CHRNB2 CHRNB4 GABRB3 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A PRKCG SYN1 TUBA1A	ADCY1 ADCY2 ADCY5 CACNA1A CHRNB2 DLG2 GNG2 GNG4 GRIK3 GRIK5 LIN7A PPM1E SNAP25 STX1A SYN1 TUBA1A	ADCY5 CACNA1A CHRNB4 DLG2 GRIK5 KCNJ2 KCNJ6 PPM1E SNAP25 STX1A	CHRNB2 CHRNB4 GABBR2 PPM1E	CPLX1 DLG2 GABBR2 GNG2	ADCY1 ADCY2 ADCY5 CACNA1A DLG2 GABRB3 GRIK5 KCNJ6 PPM1E SNAP25 STX1A					CHRNA3 LIN7A TUBB4A		CACNA1B GABRB3 SNAP25	ADCY1 ADCY2 ADCY5 CHRNB4 CPLX1 KCNJ6 LIN7A PPM1E SNAP25 TUBB4A	CACNA1B CAMK2B CPLX1 GABRB3		CACNA1B GRIK3	ADCY2 ADCY5 CACNA1A CACNA1B CHRNB4 GABRB3 GAD2 GNG2 GRIK5 KCNJ2 LIN7A PPM1E SNAP25 STX1A SYN1 TUBA1A TUBB2B	ADCY1 CACNA1A CAMK2B CPLX1 GABBR2 LIN7A PPM1E SNAP25 STXBP1 TUBA1A TUBB2B		ADCY1 ADCY2 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GNG2 GNG4 GRIK5 KCNJ2 LIN7A PPM1E SNAP25 SYN1	ADCY1 CACNA1A CACNG4 CHRNB4 CPLX1 DLG2 GABBR2 GNG2 GNG4 GRIK5 KCNJ2 SNAP25 STX1A SYN1	CACNA1B CHRNA3 GRIK3	ADCY2 CAMK2B CHRNA3 CHRNB4 CPLX1 STXBP1 TUBB4A	ADCY5 CHRNB4 STXBP1 TUBB4A	ADCY5 CACNA1A CACNG4 CAMK2B CHRNB4 CPLX1 DLG2 GABBR2 GABRB3 GNG4 KCNJ6 SNAP25 STX1A				ADCY1 ADCY2 ADCY5 CACNA1B CAMK2B CHRNA3 CHRNB2 CHRNB4 CPLX1 DLG2 GAD2 GNG4 GRIK5 KCNJ2 PRKCG SNAP25 STX1A	ADCY2 ADCY5 CACNA1A CACNA1B CACNB2 DLG2 GABRB3 PPM1E SNAP25	ADCY5 CHRNA3 KCNJ6 SNAP25 TUBA1A TUBB4A	ADCY5 CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 KCNJ2 KCNJ6 SNAP25	ADCY5 CACNA1A CHRNA3 CPLX1 GABBR2 GNG2 KCNJ2 PPM1E SYN1		ADCY1 CACNA1A KCNJ6 LIN7A	ADCY1 ADCY2 CPLX1 GNG2 PPM1E		CACNA1A CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 LIN7A PPM1E PRKCG SNAP25 TUBA1A TUBB4A		CACNA1B CACNB2 GRIK3	ADCY5 CACNA1A CACNA1B DLG2 GABRB3 GAD2 PPM1E PRKCG STX1A STXBP1	ADCY5 CACNA1B CAMK2B CHRNB4 CPLX1 GABBR2 GABRB3 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A PPM1E PRKCG STXBP1	ADCY1 CHRNB2 CHRNB4 GABBR2 GABRB3 GRIK3 KCNJ6 LIN7A PPM1E	ADCY1 CACNA1A CPLX1 DLG2 GABBR2 GAD2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A SYN1	GRIK3 LIN7A		ADCY1 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG4 GRIK5 KCNJ2 PPM1E PRKCG STX1A TUBA1A TUBB4A	CAMK2B CHRNA3 GNG4 TUBB4A		CACNB2 DLG2	CACNB2 CHRNB4 CPLX1 STXBP1		ADCY5 GNG4 KCNJ2 PRKCG SYN1	
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE																															TUBA1A TUBB2B	TUBA1A TUBB2B													TUBA1A TUBB4A							TUBA1A TUBB4A									TUBA1A TUBB4A							
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES																																															SLC12A5 SLC38A3 SLC8A1																			SLC12A5 SLC38A3		
REACTOME_TRANSPORT_OF_SMALL_MOLECULES				ABCA9 ADCY5 ASIC4 ATP6V1B1 CAMK2B KCNJ11 SLC14A2 TRPM2 WNK2	ABCA9 ADCY1 ATP6V1B1 ATP8B2 CAMK2B CLCN4 KCNJ11 WNK2			APOB CLCN4																											ABCA9 ADCY1 ADD2 ASIC5 ATP1A3 ATP6V1B1 CLCN4 GNG2 GNG4 KCNJ11 MCOLN3 SLC12A5 SLC14A2 SLC18A1 SLC8A1 UNC79 WNK2					ATP8B2 SLC14A2 SLC8A1 WNK2			ABCA9 ADCY1 ADCY2 ADCY5 ADD2 ASIC4 ATP1A3 ATP6V1B1 ATP8B2 CAMK2B GNG4 SLC12A5 SLC14A2 WNK3	ABCA9 ADCY2 ADCY5 ADD2 ASIC5 SLC14A2 SLC38A3 SLC8A1 TRPA1 TRPM2		ADCY5 ADD2 ASIC4 ASIC5 ATP1A3 ATP6V1B1 ATP8B2 GNG2 KCNJ11 MCOLN3 SLC12A5 TRPA1 UNC79	ABCA9 ADCY5 ATP1A3 GNG2 SLC12A5 SLC14A2 SLC18A1 SLC38A3 SLC8A1 UNC79 WNK2		ABCA9 ADCY1 MCOLN3 SLC14A2 SLC26A7 WNK2	ADCY1 ADCY2 APOB CLCN4 GNG2 SLC14A2 SLC26A7 WNK2																		
