	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE													SNAP25 STX1A SYN1	SNAP25 STX1A			SNAP25 STX1A								CPLX1 SNAP25				SNAP25 STX1A SYN1	CPLX1 SNAP25	CPLX1 SNAP25 SYN1	CPLX1 SNAP25 STX1A SYN1				CPLX1 SNAP25 STX1A			CPLX1 SNAP25 STX1A			CPLX1 SNAP25	CPLX1 SYN1									CPLX1 SYN1			CPLX1 STX1A								
REACTOME_SIALIC_ACID_METABOLISM			ST6GALNAC5 ST8SIA5																						ST6GALNAC5 ST8SIA3				ST6GALNAC5 ST8SIA5																							ST8SIA3 ST8SIA5											
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS				CAMK2B KSR2								CAMK2B FAM131B KSR2																						CAMK2B FAM131B	FAM131B KSR2		CAMK2B KSR2																										
REACTOME_SIGNALING_BY_ERBB4																								GABRA1 GABRB3																																							
REACTOME_SIGNALING_BY_GPCR							CCL19 FFAR1 FFAR3 GAST NTS TAC1 TAS2R20	SUCNR1 TACR3	ADORA2A APOA4 ARHGEF25 RGS4	ECE2 GNAO1 GPC2 MLN PRKCG PYY RGS11 RGS5 RGS9 SSTR1 WNT9A		APOA1 APOC3 AVPR1B CAMK2B CCL19 FFAR2 GHRL GIP GNAO1 GNG2 GNG4 GPC2 MLN PDE2A PDE8B PRKCG RBP2 REEP2 RGS16 RGS4 RGS5 SCT SST SSTR2 SSTR5 SUCNR1 TACR3 TTR UCN3 WNT9A	ADCY1 ADCY2 AKT3 BRS3 CLPS ECE2 FFAR2 GHRL GNAO1 GNG2 GNG4 GPC6 PDE8B PTGDR2 RBP1 REEP2 RGS9 SCT SSTR1 SSTR5 TRPC7 UTS2B				ADCY1 ADCY2 ADORA2A AGT AKT3 APOA1 FFAR1 FFAR2 FFAR3 GHRL GPC6 NTS PDE2A SSTR1 TAC1 TAC3 TACR3 TRPC6 TTR UCN3		ADORA2A AGT APOA1 APOA4 APOC3 BRS3 MLN										ADCY2 AGT AKT3 APOA1 FFAR1 FFAR2 FFAR3 GAST GIP GNG2 GPBAR1 MLN NPW NTS PDE8B PTGDR2 PYY RBP2 RGS11 RGS4 RGS5 SSTR1 TAC1 TTR UCN3			ADCY1 ADORA2A AGT AKT3 APOA1 AVPR1B BRS3 CCL19 FFAR3 GABBR2 GAST GNAO1 GNG2 GNG4 GPBAR1 NPY NTS OR51E1 PDE2A PDE8B PTGDR2 PYY RBP1 RBP2 RGS14 RGS16 SCT SST SSTR5 TRPC6		ADCY2 AGT APOA1 ARHGEF25 CAMK2B CLPS GNAO1 GPC2 NPW PDE2A SSTR2 SSTR3 TRPC7 WNT9A		AKT3 APOA4 AVPR1B CAMK2B CLPS GABBR2 GHRL GNAO1 GNG4 GPC6 OR51E1 PDE8B RBP1 REEP2 RGS14 RGS4 RGS9 SCT SSTR2 SUCNR1 TAC3 TACR3 TRPC7	CAMK2B FFAR2 GAST GPBAR1 GPC2 NPW PTGDR2 RBP2 REEP2 RGS9 SCT TACR3		ADCY1 ADCY2 AGT AKT3 ARHGEF25 AVPR1B CAMK2B CCR6 CLPS GIP GNAO1 GNG4 GPBAR1 GPC6 MLN NPY OR51E1 PDE8B PRKCG RBP1 REEP2 RGS11 RGS16 RGS9 SCT SSTR5 TAC3 TRPC6 TTR		APOA1 APOC3 ARHGEF25 BRS3 GIP GPC6 MLN NPW REEP2 TRPC7 UCN3	AKT3 AVPR1B BRS3 ECE2 GABBR2 GIP GNAO1 GNG2 GPBAR1 MLN NPY PTGDR2 PYY REEP2 RGS9 SCT SSTR3 SSTR5 TRPC7	APOA1 APOC3 BRS3 FFAR1 FFAR3 GABBR2 GNG2 GPC2 PDE2A PTGDR2 RBP1 RGS14 RGS16 RGS4 SSTR5 TACR3 UTS2B				APOA1 CAMK2B ECE2 FFAR2 GABBR2 GHRL GNG2 GNG4 GPBAR1 MLN OR51E1 PDE2A PRKCG PTGDR2 RBP1 RBP2 RGS14 RGS5 RGS9 SSTR1 SSTR5 TRPC7 TTR	APOA4 CCL19 FFAR1 FFAR3 GAST NTS SST SUCNR1 TAC1 TACR3	ECE2 FFAR1 FFAR3 GAST GNAO1 GPBAR1 GPC6 NPW NTS PDE2A PRKCG PTGDR2 PYY RGS11 RGS14 RGS5 SCT SUCNR1 TAC1 TAS2R20 TRPC6		ADCY1 APOA1 APOA4 APOC3 FFAR2 FFAR3 GABBR2 GPC2 RBP1 RGS5 RGS9 SSTR2 SSTR3 SSTR5 TAC1 TTR UTS2B WNT9A	ADCY1 ADORA2A AGT AKT3 APOA1 APOA4 APOC3 BRS3 CCL19 FFAR2 GABBR2 GNAO1 GNG2 GNG4 MLN PTGDR2 RBP2 RGS14 RGS5 SCT SSTR5 TRPC7 UCN3			ADCY1 APOA1 APOC3 CLPS ECE2 GABBR2 GIP GNAO1 GNG4 NPW OR51E1 PRKCG PTGDR2 PYY RBP1 REEP2 RGS16 RGS5 RGS9 SSTR1 SSTR3 SSTR5 TTR UTS2B WNT9A			APOA4 ARHGEF25 FFAR3 GPC2 RBP2 TAS2R20					
REACTOME_SIGNALING_BY_HEDGEHOG																									ADCY1 ADCY2 TUBB4A																TUBA1A TUBB3 TUBB4A				ADCY1 ADCY2 BOC																		
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS				CAMK2B KSR2																										CAMK2B KSR2							CAMK2B KSR2													CAMK2B KSR2													
REACTOME_SIGNALING_BY_NODAL												GDF1 LEFTY1	CFC1 GDF1																		CFC1 LEFTY1																					CFC1 GDF1											
REACTOME_SIGNALING_BY_NOTCH1																																									DLL1 HEY1																			DLL1 HEY1			
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER																																									DLL1 HEY1																			DLL1 HEY1			
REACTOME_SIGNALING_BY_NOTCH2																																																												DLL1 MDK			
REACTOME_SIGNALING_BY_NOTCH3																																									DLL1 HEY1		DLL1 HEY1																	DLL1 HEY1			
REACTOME_SIGNALING_BY_NTRKS		TPH1 VGF										ARC CDK5R2 DNM3 TPH1 VGF	ARC ASCL1 CDK5R2 TPH1 VGF				ADORA2A ID4 TPH1 VGF															ADORA2A ARC CDK5R2 TPH1 VGF									ARC CDK5R2 DNM3 VGF	ARC ASCL1 TPH1 VGF								ADORA2A DNM3 ID4 VGF										ARC ID4 TPH1	ARC CDK5R2 DNM3 TPH1		
REACTOME_SIGNALING_BY_PDGF																																										PDGFD SPP1 THBS4															SPP1 THBS4						
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES						ADORA2A KIT							ADAM12 AKT3 ARC ASCL1 ATP6V0E2 CDK5R2 PGF SPARC SPP1 THBS4 TPH1 VGF																			ADAM12 ADORA2A AKT3 ARC ATP6V0E2 CDK5R2 GABRA1 GRAP2 IGF2 PAK3 PDGFD PGF THBS4 TPH1 VGF									ADAM12 ARC CDK5R2 DNM3 THBS4 VGF	ADAM12 AKT3 ARC ASCL1 ATP6V0E2 PDGFD SPP1 THBS4 TPH1 VGF				ADORA2A KIT																	
REACTOME_SIGNALING_BY_SCF_KIT																																			GRAP2 KIT																				GRAP2 KIT								
REACTOME_SIGNALING_BY_WNT										DACT1 GNAO1 PARD6A PRKCG WNT9A																																																					
REACTOME_SIGNAL_AMPLIFICATION			GNG2 GNG4										GNG2 GNG4																		GNG2 GNG4																GNG2 GNG4					GNG2 GNG4											
REACTOME_SPERM_MOTILITY_AND_TAXES														CATSPER2 CATSPERB																																																	
REACTOME_STIMULI_SENSING_CHANNELS				ASIC4 TRPM2 WNK2											TRPC6 WNK2	TRPM2 WNK2	ASIC5 TRPC6 TRPM2 WNK2										ASIC4 TRPC6					ASIC5 CLCN4 TRPC6 UNC79 WNK2										ASIC4 ASIC5 TRPC7 UNC79		TRPC6 WNK2			ASIC4 CLCN4 TRPC7 WNK2				CLCN4 TRPM2 WNK2	ASIC4 TRPC7 UNC79 WNK3											
REACTOME_STRIATED_MUSCLE_CONTRACTION			TMOD1 TMOD2																																																												
REACTOME_SURFACTANT_METABOLISM																															PGA3 PGA5			PGA3 PGA4 PGA5	PGA3 PGA4	PGA3 PGA4 PGA5																ADORA2A PGA3											
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	GRIN1 LRFN1																																						GRIN1 LRFN1			GRIN1 LRFN1																					
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS																									ST6GALNAC5 ST8SIA3																																						
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN												GHRL PCSK1 SEC11C	GHRL MBOAT4 PCSK1 SEC11C				GHRL PCSK1														MBOAT4 SEC11C	MBOAT4 SEC11C				GHRL PCSK1 SEC11C						MBOAT4 PCSK1					GHRL PCSK1			MBOAT4 PCSK1		PCSK1 SEC11C											
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1_	FFAR1 GPR119		GPR119 PAX6 PCSK1								GPR119 PAX6	PAX6 PCSK1 SEC11C	PCSK1 SEC11C				FFAR1 PCSK1										GPR119 PAX6 PCSK1		FFAR1 GPR119 PAX6 PCSK1							PCSK1 SEC11C							FFAR1 PAX6				PAX6 PCSK1	FFAR1 GPR119				PAX6 PCSK1 SEC11C											
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	FFAR1 GPR119		GPR119 ISL1 PAX6 PCSK1								GPR119 PAX6	GIP ISL1 PAX6 PCSK1 SEC11C	ISL1 PCSK1 SEC11C				FFAR1 ISL1 PCSK1										GPR119 PAX6 PCSK1		FFAR1 GIP GPR119 ISL1 PAX6 PCSK1		GIP SEC11C					ISL1 PCSK1 SEC11C			GIP SEC11C			GIP PCSK1	FFAR1 PAX6				PAX6 PCSK1	FFAR1 GPR119				ISL1 PAX6 PCSK1 SEC11C											
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS																	TAC1 TAC3 TACR3																			TAC3 TACR3												TAC1 TACR3															
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS												KCNK16 KCNK17																			KCNK16 KCNK17 KCNK3	KCNK16 KCNK17 KCNK3		KCNK17 KCNK3			KCNK17 KCNK3								KCNK16 KCNK17																		
REACTOME_TCR_SIGNALING			GRAP2 HLA-DQA2 PAK3 PTPN22																									HLA-DQA2 PAK3					HLA-DQA2 PAK3																														
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS											MUC17 MUC5AC	MUC16 MUC5B	MUC16 MUC17												MUC16 MUC3A MUC5AC MUC5B						MUC17 MUC3A	MUC16 MUC17 MUC3A MUC5B							MUC17 MUC5B	MUC16 MUC3A				MUC3A MUC5AC							MUC17 MUC5B				MUC16 MUC17 MUC5AC MUC5B								
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION_																																							RBP1 TTR								RBP1 TTR				RBP1 TTR				RBP1 TTR								
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT																																									TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS_			GNG2 GNG4									GNG2 GNG4	GNG2 GNG4																		GNG2 GNG4																GNG2 GNG4					GNG2 GNG4											
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR			GNG2 GNG4									GNG2 GNG4	GNG2 GNG4																		GNG2 GNG4	GNG2 GNG4															GNG2 GNG4					GNG2 GNG4											
REACTOME_TIGHT_JUNCTION_INTERACTIONS																																CLDN6 PARD6A							CLDN6 PARD6A			CLDN6 PARD6A													CLDN6 PARD6A								
REACTOME_TP53_REGULATES_METABOLIC_GENES		AKT3 RRAGD																																																													
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS												CAMK2B PRKCG																			CACNG4 TSPAN7	CACNG4 TSPAN7				CACNG4 CAMK2B			CAMK2B PRKCG								CACNG4 CAMK2B PRKCG			CAMK2B PRKCG TSPAN7					CACNG4 PRKCG TSPAN7								
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS																																																		PRKCG TSPAN7					PRKCG TSPAN7								
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2				CAMK2B DLL1	CAMK2B DLL1																																										CAMK2B DLL1 GAD2																
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS																																				CITED4 KIT																											
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX													CSF1R UBE2S																																																		
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS																																							HHEX POU5F1																						HHEX POU5F1		
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE																																									TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	CACNA1B GRIK3 GRIN1		ADCY1 CACNA1B CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNJ3 TUBA1A	CACNA1A CACNB4 CAMK2B CHRNB2 GABBR2 GRIK3 KCNJ2 KCNJ6	ADCY1 CACNB4 CAMK2B CHRNA3 CHRNB2 TUBB4A					CACNB2 CHRNA5 CHRNB2 PRKCG	CACNA1A GABRB3 TUBB4A	CACNA1A CACNA1B CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A NCALD PRKCG SYN1 TUBA1A	ADCY1 ADCY2 CACNA1A CHRNB2 GNG2 GNG4 GRIK3 GRIK5 LIN7A SNAP25 STX1A SYN1 TUBA1A TUBB3	CACNA1A CACNB4 GRIK5 KCNJ2 KCNJ6 NCALD SNAP25 STX1A			ADCY1 ADCY2 CACNA1A CACNB4 CHRNA5 GABRB3 GRIK5 KCNJ6 SNAP25 STX1A					CHRNA3 LIN7A TUBB4A		CACNA1B GABRA1 GABRB3 SNAP25	ADCY1 ADCY2 CPLX1 KCNJ3 KCNJ6 LIN7A SNAP25 TUBB4A	CACNA1B CAMK2B CPLX1 GABRB3			ADCY2 CACNA1A CACNA1B GABRA1 GABRB3 GAD2 GNG2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD SNAP25 STX1A SYN1 TUBA1A TUBB2B	ADCY1 CACNA1A CAMK2B CPLX1 GABBR2 LIN7A NCALD SNAP25 TUBA1A TUBB2B	ADCY1 ADCY2 CACNG4 CHRNA5 CHRNB2 CPLX1 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD SNAP25 SYN1 TSPAN7 TUBB3	ADCY1 CACNA1A CACNB4 CACNG4 CPLX1 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 SNAP25 STX1A SYN1 TSPAN7	CACNA1B CHRNA3 GRIK3 TSPAN7	ADCY2 CAMK2B CHRNA3 CPLX1 TUBB4A		CACNA1A CACNG4 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 KCNJ6 SNAP25 STX1A		CACNB2 TUBB2B	ADCY1 ADCY2 CACNA1B CAMK2B CHRNA3 CHRNB2 CPLX1 GAD2 GNG4 GRIK5 GRIN1 KCNJ2 NCALD PRKCG SNAP25 STX1A	ADCY2 CACNA1A CACNA1B CACNB2 GABRB3 NCALD SNAP25	CACNB4 CHRNA3 KCNJ6 SNAP25 TUBA1A TUBB3 TUBB4A	CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 GRIN1 KCNJ2 KCNJ3 KCNJ6 SNAP25	CACNA1A CHRNA3 CPLX1 GABBR2 GABRA1 GNG2 KCNJ2 NCALD SYN1 TUBB3	ADCY1 CACNA1A CACNB4 KCNJ3 KCNJ6 LIN7A	ADCY1 ADCY2 CACNB4 CPLX1 GNG2		CACNA1A CACNB2 CACNB4 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN1 LIN7A NCALD PRKCG SNAP25 TUBA1A TUBB3 TUBB4A	CACNA1B CACNB2 GABRA1 GRIK3 TSPAN7	CACNA1A CACNA1B CACNB4 GABRA1 GABRB3 GAD2 GRIN1 NCALD PRKCG STX1A	CACNA1B CACNB4 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A NCALD PRKCG TSPAN7 TUBB3	ADCY1 CHRNB2 GABBR2 GABRB3 GRIK3 KCNJ6 LIN7A TUBB3	ADCY1 CACNA1A CACNB4 CPLX1 GABBR2 GAD2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD SYN1 TUBB3	GRIK3 LIN7A		ADCY1 CACNG4 CHRNB2 CPLX1 GABBR2 GNG4 GRIK5 KCNJ2 PRKCG STX1A TSPAN7 TUBA1A TUBB3 TUBB4A	CAMK2B CHRNA3 CHRNA5 GNG4 TUBB4A					CHRNA5 GNG4 KCNJ2 PRKCG SYN1		
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE													TUBA1A TUBB3																TUBA1A TUBB2B	TUBA1A TUBB2B											TUBA1A TUBB3 TUBB4A						TUBA1A TUBB3 TUBB4A								TUBA1A TUBB3 TUBB4A								
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES																																											SLC12A5 SLC38A3 SLC8A1																				
REACTOME_TRANSPORT_OF_SMALL_MOLECULES																			APOA1 APOA4 APOC3 WNK3																								APOA1 APOC3 ATP1A3 ATP6V0E2 GNG2 LIPC SLC12A5 SLC18A1 SLC38A3 SLC8A1 UNC79 WNK2													ATP1A3 ATP6V0E2 CAMK2B GNG4 LIPC WNK2				ABCC9 ATP6V0E2 KCNJ11 SLC12A5 SLC38A3 TRPC7 UNC79			
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION					ANK2 CHST8 SPTBN4 TUBB4A							ANK2 CHST10 CHST8 CNIH2 SPTBN4 ST8SIA3 TUBA1A	CHST10 CNIH2 SPTBN4 TUBA1A TUBB3												ANK2 ST8SIA3 TUBB4A																CNIH2 TUBA1A TUBB3 TUBB4A						ANK2 CHST8 CNIH2 SPTBN4 TUBA1A TUBB3 TUBB4A		ANK2 CHST8 CNIH2 SPTBN4 ST8SIA3						ANK2 CHST8 CNIH2 TUBA1A TUBB3 TUBB4A								
REACTOME_TRP_CHANNELS																	TRPC6 TRPM2													TRPC6 TRPM2						TRPC7 TRPM2																											
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION																																							CAMK2B GRIN1								CAMK2B GRIN1																
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS												SV2A SYT2	SNAP25 STX1A	SNAP25 STX1A SYT2			SNAP25 STX1A								SNAP25 SYT2				SNAP25 STX1A SV2B	SNAP25 SYT2	SNAP25 SYT2	SNAP25 STX1A SV2B				SNAP25 STX1A SYT2			SNAP25 STX1A SV2A SYT2										STX1A SV2A SYT2			SV2A SYT2			STX1A SV2A								
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS			ADCY1 GNG2 GNG4										ADCY1 ADCY2 GNG2 GNG4				ADCY1 ADCY2								ADCY1 ADCY2						ADCY1 ADCY2 GNG2 GNG4	ADCY1 GNG2 GNG4							ADCY1 ADCY2 GNG4						ADCY1 ADCY2 GNG2							ADCY1 GNG2 GNG4			ADCY1 GNG4								
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY																													AKT3 PAK3			AKT3 PAK3				AKT3 PAK3																											
REACTOME_VESICLE_MEDIATED_TRANSPORT		AKT3 KIF5A SYT2 TBC1D8B TUBB3																																																													
REACTOME_VISUAL_PHOTOTRANSDUCTION										GPC2 RGS9		APOA1 APOC3 GPC2 RBP2 TTR	CLPS GPC6 RBP1 RGS9				APOA1 GPC6 TTR		APOA1 APOA4 APOC3											RBP2 RGS9 TTR				APOA1 CLPS GPC2	CLPS GPC2 GPC6	APOA4 CLPS GPC6 RBP1 RGS9	GPC2 RBP2 RGS9		CLPS GPC6 RBP1 RGS9 TTR		APOA1 APOC3 GPC6		APOA1 APOC3 GPC2 RBP1				APOA1 RBP1 RBP2 RGS9 TTR				APOA1 APOA4 APOC3 GPC2 RBP1 RGS9 TTR	APOA1 APOA4 APOC3 RBP2			APOA1 APOC3 CLPS RBP1 RGS9 TTR			APOA4 GPC2 RBP2	APOA4 RGS9				
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS			KCNA6 KCNAB2	KCNA6 KCNB2 KCNH7	KCNAB2 KCNH2							KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8	KCNH2 KCNH3 KCNH6	KCNAB2 KCNH3			KCNH6 KCNH7 KCNH8														KCNB2 KCNH3 KCNH6	KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7		KCNAB2 KCNB2 KCNH2 KCNH8	KCNAB2 KCNB2 KCNH7	KCNH2 KCNH7			KCNAB2 KCNB2 KCNH6 KCNH8					KCNAB2 KCNH7			KCNH2 KCNH3 KCNH6 KCNH8			KCNH3 KCNH6	KCNAB2 KCNH2 KCNH8				KCNAB2 KCNH7 KCNH8					KCNH3 KCNH6	KCNB2 KCNH8		
SIG_CD40PATHWAYMAP													MAPK8IP1 MAPK8IP2																																																		
SIG_CHEMOTAXIS				PAK3 PAK6													AKT3 PAK6												AKT3 PAK3 PAK6			AKT3 PAK3 PAK6				AKT3 PAK3 PAK6						AKT3 PAK6																					
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES				PAK3 PAK6																									AKT3 PAK3 PAK6			AKT3 IFI27 PAK3 PAK6 PARD6A				AKT3 PAK3 PAK6	PAK6 PARD6A					AKT3 PAK6 PARD6A						IFI27 PAK3							IFI27 PAK6 PARD6A		PAK6 PARD6A						
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES				PAK3 PAK6																									PAK3 PAK6							PAK3 PAK6																											
ST_ADRENERGIC																													GAST KCNJ3																																		
ST_B_CELL_ANTIGEN_RECEPTOR		AKT3 NFAT5																							AKT3 NFAT5																																						
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	GAST MAPK8IP2		MAP1B MAPK8IP2 TUBA1A									MAP1B MAPK8IP1 TUBA1A	MAPK8IP1 MAPK8IP2 TUBA1A																																		MAP1B MAPK8IP1 TUBA1A	GAST MAPK8IP2	GAST MAPK8IP1														
ST_FAS_SIGNALING_PATHWAY													MAPK8IP1 MAPK8IP2 NCS1										MAPK8IP2 NFAT5																											MAPK8IP1 NCS1 NFAT5						MAPK8IP2 NCS1							
ST_GAQ_PATHWAY																									AKT3 VN1R1																																						
ST_GRANULE_CELL_SURVIVAL_PATHWAY													MAPK8IP1 MAPK8IP2																																																		
ST_G_ALPHA_I_PATHWAY																									AKT3 KCNJ3				AKT3 KCNJ3													AKT3 KCNJ3										AKT3 KCNJ3											
ST_INTEGRIN_SIGNALING_PATHWAY				PAK3 PAK6									AKT3 MAPK8IP1 MAPK8IP2 PAK6															MAPK8IP2 PAK3				AKT3 MAPK8IP1 PAK3 PAK6	MAPK8IP2 PAK3			AKT3 PAK3 PAK6												MAPK8IP2 PAK3															
ST_JNK_MAPK_PATHWAY													GCK MAP3K12			GCK MAP3K12																															GCK MAP3K12																
ST_MYOCYTE_AD_PATHWAY																													GAST KCNJ3			GAST KCNJ3																															
ST_T_CELL_SIGNAL_TRANSDUCTION			GRAP2 PAK3	PAK3 PAK6										GRAP2 NFAT5 PAK6											GRAP2 NFAT5				GRAP2 PAK3 PAK6			GRAP2 PAK3 PAK6								NFAT5 PAK6									GRAP2 NFAT5 PAK6	GRAP2 NFAT5 PAK6	GRAP2 NFAT5				GRAP2 PAK6				GRAP2 PAK6		NFAT5 PAK6		
ST_WNT_BETA_CATENIN_PATHWAY		AKT3 NKD1								DACT1 NKD1			AKT3 NKD1				AKT3 DACT1												AKT3 DACT1 SFRP1	AKT3 SFRP1						AKT3 NKD1			AKT3 NKD1				DACT1 SFRP1				NKD1 SFRP1																
ST_WNT_CA2_CYCLIC_GMP_PATHWAY																																																		CAMK2B NFAT5													
WNT_SIGNALING			CCND2 SFRP1 WNT9A							NKD1 WNT9A		CCND2 NKD1 SFRP1 WNT9A																																																			
WP_22Q112_DELETION_SYNDROME										P2RX6 TUBA3FP													P2RX6 TUBA3FP												P2RX6 TUBA3FP																												
WP_ACE_INHIBITOR_PATHWAY																																ACE AGT																															
WP_ADIPOGENESIS											AGT GATA2																																																				
WP_ALLOGRAFT_REJECTION																					CCL19 HLA-DQA2																											CCL19 HLA-DQA2															
WP_AMINO_ACID_METABOLISM		BHMT TPH1		DDC TDO2 TPH1																							DDC TDO2									BHMT DDC SRM TPH1	DDC SRM																				BHMT DDC						
WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING										CPT1C EIF4EBP1																																							CPT1C EIF4EBP1 INS-IGF2														
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS																	NEFM PRPH																																														
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY														CACNB4 CACNG7 SGCD			CACNA1C CACNB4 CACNG6										CACNB4 SGCD				CACNA2D1 CACNG4 SGCD SLC8A1	CACNA1C CACNB4 CACNG4 CACNG6 SGCD SLC8A1			CACNA2D1 CACNB4 SLC8A1	CACNA1C CACNA2D1 CACNG4 CACNG6 SLC8A1		CACNB2 CACNG7		CACNA1C CACNA2D1 CACNB2 SLC8A1	CACNA2D1 CACNB4 CACNG6			CACNA2D1 CACNB4	CACNA2D1 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6 SLC8A1	CACNB2 CACNG7	CACNB4 CACNG6 CACNG7 SLC8A1	CACNA1C CACNB4 CACNG7 SGCD		CACNA1C CACNB4 CACNG6 SLC8A1							CACNA1C CACNB2				
WP_ATM_SIGNALING_PATHWAY				AP3B2 TP73																														AP3B2 TP73					AP3B2 TP73				AP3B2 TP73												AP3B2 TP73								
WP_BDNFTRKB_SIGNALING			ADCY1 EIF4EBP1 TRPC6		ADCY1 ARC EIF4EBP1								ADCY1 ARC EIF4EBP1				ADCY1 TRPC6								ADCY1 TRPC6					ADCY1 TRPC6	ADCY1 ARC	ADCY1 ARC TRPC6		ARC EIF4EBP1					ADCY1 ARC GRIN1 TRPC6			ARC EIF4EBP1 GRIN1		ADCY1 TRPC6			ARC GRIN1		EIF4EBP1 GRIN1 TRPC6		ADCY1 ARC												
