	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	1	1	0.015242543297286804	0.004204363461314697	0.0064287008570306226	1	1	1	1	1	1	1	1	0.00553319479622727	1	0.0001223294436633049	1	0.0008172076006062179	0.003477372793026734	1	0.000748137571696228	1	1	1	1	1	1	1	1	1	1	1	1	5.981618145856071e-05	1	1	0.02970002742847999	4.812749818894346e-06	1	1	1	0.021159856069387417	1	1	1	0.0014456790214932846	5.240818941043557e-06	1	1	0.011817641340284402	1	0.0027593609889153825	0.0038658236910467103	1	1.0878541817360698e-06	1	0.0015209243467632083	8.747183071200482e-07	4.1621025894222896e-05	0.017033136094665058	4.036769754878211e-05	1	1	0.02262079245170967	1	1	1	1	1	1	0.00373417560139655	1	1	1	1
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	1	1	0.005643703361120411	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006416491383658074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09636226206801735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06137436419082043	1	1	1	1	1	0.06137436419082043	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	1	1	0.04323309447601131	1	1	1	1	1	1	1	1	1	1	1	1	0.08443934055389835	0.04699880992625505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08103981769800261	0.0870183653807679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051241616621019004	1	1	1	1	1	0.051241616621019004	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PROTEIN_FOLDING	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08975153606002229	1	1	0.011360925411882605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06986662778835928	1	1	1	1	1	1	0.014138529549497458	1	1	1	1	1	1	1	1	0.023442155821380095	1	1	1	1	1	1	1	1	1	1	1
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	0.0354105928149423	0.01475467602357683	1	0.007871326368791842	1	1	1	1	1	1	1	1	1	1	1	0.07308591983203117	0.0011002132128986597	0.019152823616147785	1	0.009072008586885394	0.06292964940970969	1	1	1	1	1	1	1	1	0.036053235447344845	1	1	1	0.03849390685496523	1	1	0.021999443499671867	1	1	1	1	0.03560108343425761	1	1	1	0.0027258815753484766	1	1	0.0023203708782481014	1	1	1	1	1	0.08780363454039919	1	1	0.0011267410672087808	0.027352617770598053	1	0.0014530752536234814	1	1	1	0.017967935236262167	1	1	0.002292078288594457	1	1	1	1	0.08889895163739858	1	1
REACTOME_PTEN_REGULATION	1	0.04911545214806656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RAB_GERANYLGERANYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038949438878698284	1	1	1	1	0.08111011644666921	1	1	0.03682185910419322	1	1	1	1	1	1	1	1	1	0.06434735334269914	1	1	1	1	1	1	1	1	1	1
REACTOME_RAP1_SIGNALLING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00765401117447384	1	1	1	1	0.03065373386762804	1	1	1	1	0.017386824125786404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.037339217582083806	1	1	1	1	0.03496501592595991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06466273833912028	1	1	1	0.008652398851749177	1	1	1	1	1	1	1	1	0.006371649823630698	1	1	0.005638702641041715	0.057012192809220874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025830420354618466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05896891899104251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RECYCLING_PATHWAY_OF_L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06283803353454442	1	1	1	1	0.05301783031032625	1	1	1	1	1	1	1	1	1	1	1	1	0.0011008531760436924	1	1	1	1	1	1	0.06862645916303389	1	1	1	1	1	1	1	1	0.08964918463998106	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.008975661812250624	1	0.03724397794562939	1	1	0.0016335586071970498	1	1	1	1	0.002831451460227896	1	1	1	0.001246064333524144	0.022228791228880995	0.041813410554366826	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00033848011982451354	1	1	0.06017270535179109	0.036045400498992075	1	0.02056531511289028	0.023529379123902183	1	0.00018813158908626004	1	0.011226533677503592	1	0.006958969727722031	1	1	0.08415334584363476	0.058247746143736956	0.027200207856636127	1	1	1	1	1	1.4015938577083276e-05	1	0.021388048602172582	0.04224234401631011	1	0.04310693655116482	0.008566195742870875	1	1	1	1	1	1	0.0071430448432092675	1	1	1	1	0.01420620208404677	1	1
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04991518899199687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016115085259377215	1	0.07455867019466322	1	1	1	0.04081405823695594	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07501309280139257	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	1	1	0.05189740475093629	1	1	1	1	1	1	1	1	1	1	1	0.005009573158843095	0.015851649530414735	0.006416491383658074	0.05269829605422538	1	1	0.04991518899199687	1	1	1	1	1	1	1	1	1	1	1	1	0.009653531246891056	0.050704623279876015	1	0.09636226206801735	0.0019307245099700054	1	0.0023152494234380816	1	0.009103823128458033	1	1	1	0.07455867019466322	1	0.016115085259377215	0.003995688550746501	0.04081405823695594	1	1	1	1	4.089139597696079e-05	1	1	0.05676993069226688	0.062225265988864464	0.057597459189561384	0.0006286935856663067	1	1	1	1	1	1	1	1	1	1	1	0.026375226846282684	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	0.0003141782270937865	1	0.008033925225768845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0007824208899611662	0.008855990967052807	1	1	1	1	1	1	1	1	1	0.00024791015845126996	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	1	1	1	1	1	1.9585017895673573e-05	1	1	1	1	3.432838721095788e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00010304656732718076	1	1	1	0.0028958769842086785	1	0.005964395852737336	1	1	1.284749532315388e-07	1	0.004179537916506271	1	0.0008458598035345766	1	1	1	1	1	1	1	1	1	1	6.704706465576749e-07	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_	1	1	0.006272993362196888	1	1	1	1	1	0.004556282303785575	1	1	1	1	1	1	1	1	0.023050054113762486	1	1	1	1	1	1	1	1	1	1	1	0.08491774362437321	1	1	1	0.017074859480426863	1	1	0.0040004286623721574	0.0015267955613701423	1	0.00019125820179388686	1	0.015348739674189815	0.017961748441640446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08013696942437054	1	0.05417420316455668	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	1	1	0.000433726480478569	7.163835182699696e-05	0.01140836348834795	1	1	1	1	1	1	1	1	0.008763638516628425	0.05958138155954895	0.0038430154268166428	1.5623953919519096e-06	0.012424273497565586	0.02603336385659749	1	7.317013038354858e-06	1	1	1	1	1	1	1	0.061157930153050266	0.00047783809034407376	1	1	1	8.867770506792994e-08	0.011397167067279557	1	0.0001401679128831823	5.397001447748906e-06	1	0.0032261305487588654	1	0.0012071060057100569	1	1	1	0.000271369367367158	3.11926464119372e-05	0.006026695334499954	0.0013240714175765111	0.0012591676366219273	1	1	1	1	1.858267851240214e-05	1	0.06597231633411971	1.3078477115069376e-05	2.5870560264040776e-06	0.015142389306087245	0.00012694776475108416	1	1	0.006848614825146759	0.08817927629765832	1	1	0.023265745444769004	0.00099846150012739	1	0.02858394330975611	1	0.014827326008605146	1	1
REACTOME_REGULATION_OF_KIT_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04311622490490641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0720781382241068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09973084436920665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	1	0.06274874758963844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02970002742847999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04699880992625505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08103981769800261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033600445115037236	1	1	1	0.035637794003140044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08147456575306389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_REPRODUCTION	1	0.05444066768921285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09323262355273587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0997629884612744	1	1
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06335246595070676	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08445727642616552	1	1	1	1	1	1	0.030146309292692464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023038364710192605	1	1	1	0.02027745526423752	1	1	1	1	1	1	1	1	1	1	1	1	0.030381397050000758	1	1	1	1	1	1	1	1	1	1	1	0.0024268559498511477	1	1	1	1	1	1	1	1	0.00176619604940087	1	1	1	1	0.023572715078303608	1	1	1	0.031181842062672827	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RET_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08271465113786192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08613973049220647	1	1	1	1	1	1	1	1	1	1	1	0.023339485056767195	1	1	1	1	1	1	1	1	1	1	0.0072070170662068556	1	1	0.055256479392564395	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07609754802417645	1	1	1	1	0.08604484513628119	1	1	1	1	1	1	1	1	0.02785953073910219	1	1	1	1	1	1	0.009953684478422264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05984571713830622	1	1	1	1	1	1	1	1	1	1
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003216605681533591	1	1	1	1	1	1	0.023401977108746363	1	1	1	1	1	1	1	1	0.0314358298965941	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RHO_GTPASE_CYCLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09517805352058661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09848031492334008	1	1	1	1	1	1	1	1	1
REACTOME_RHO_GTPASE_EFFECTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08820549713367176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09597095257471655	1	1	1	1	1	1	1	1	1	1
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06708508361273424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.037281958985263985	1	1	1	1
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016625857854993265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011699561502855227	1	1	1	0.017188992088896016	1	1	1	1	1	1	1	0.0119393409730153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009641844973491409	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0001542498525969327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	1	1	0.04323309447601131	1	1	1	1	1	1	1	1	1	1	1	1	0.08443934055389835	1	1	1	1	0.04156166894227875	1	1	1	1	1	1	1	1	1	1	1	1	0.06127449616239389	1	1	0.08103981769800261	0.0870183653807679	1	1	1	1	1	1	1	1	1	0.013282135909063575	1	1	1	1	1	1	1	1	1	1	1	1	0.051241616621019004	1	1	1	1	1	1	1	0.0051181882666553324	1	1	1	1	1	1
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003216605681533591	1	1	1	1	1	1	0.023401977108746363	1	1	1	1	1	1	1	1	0.0314358298965941	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SELECTIVE_AUTOPHAGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029211446851157397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0411048430490879	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SEMAPHORIN_INTERACTIONS	1	0.05493956705188441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04476182683652763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.046446616259090856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03312255004667841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	1	1	1	0.00079200315179484	1	1	1	1	1	1	1	1	1	1	1	0.006248958514978198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004359561433648573	1	1	1	1	1	1	1	0.004179537916506271	1	1	1	1	1	1	0.002328019115677704	1	1	1	1	1	1	1	1	1	1	0.0033341252588972026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0.03912639670507467	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00409993241167339	0.039741765424223696	1	1	0.03760458424203583	1	1	1	1	1	1	1	1	0.009653637856032238	1	1	1	0.006208701570403208	0.0034699390765935423	1	0.009644307865575463	0.0010501445449202507	1	0.021801207607651696	1	0.00584928492104686	1	1	1	0.006393304906856967	1	1	0.03119874134774192	0.03064051307274751	1	1	1	1	1	1	1	0.04287459558081719	0.04708330723242571	1	0.046426016131814296	1	1	0.05699745148845026	1	1	1	1	0.004596271576502109	1	1	1	1	1	1
REACTOME_SHC_MEDIATED_CASCADE_FGFR1	1	1	0.05189740475093629	1	1	1	1	1	1	1	1	1	1	1	1	0.015851649530414735	1	0.05269829605422538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009653531246891056	0.005443308051411022	1	0.014873308615766967	1	1	1	1	1	1	1	1	1	0.0239773876580901	1	1	1	1	1	1	1	1	1	1	0.006489736060713236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SHC_MEDIATED_CASCADE_FGFR3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07681343744468827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.055588522008882535	0.03821044771207405	1	0.07369279375394622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04287459558081719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SHC_MEDIATED_CASCADE_FGFR4	1	0.006114943638721004	1	1	0.02079267075725122	1	1	1	1	1	1	1	1	1	1	0.013845778599474556	1	0.04822986337968882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06714884268414767	0.04639402182581975	1	0.012985492815514199	0.09507461496909153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0519813407287113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIALIC_ACID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030726840215564932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08566050339759335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09905339226035781	1	1	1	1	1	1	1	0.08017236695425156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_EGFR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08013696942288662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_ERBB4	1	1	1	1	1	1	1	0.008132808889519838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003296754641920252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03887107178394755	0.09194046366562092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_FGFR	1	0.09358368461030442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_FGFR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09094766309355573	0.05570639114186482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06487061747668732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_FGFR4	1	0.02436649884424602	1	1	0.0771166805422947	1	1	1	1	1	1	1	1	1	1	0.08762515397601245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08292369140619238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_GPCR	0.04468266609321958	1	1	1	1	1	1	0.0002491490839005017	0.0016790081255148026	0.06884346228525728	0.06766703349803438	0.04964786456137915	1	1	1	0.04404601375492867	0.04517670435741139	1	1	1	0.05204093162275336	1	0.0010360921790355526	1	1	1	1	1	0.038623486003747765	1	1	1	1	1	1	1	1	0.07803958234140662	1	1	1	0.022953393889245555	1	0.08343246187318776	1	0.002948555399181485	1	1	0.02758443840382585	1	1	1	1	0.023090024457976033	0.07527011064092204	1	0.02320795996888514	0.04727509641260064	1	1	0.050322094701040876	1	1	0.023598087811016355	1	1	1	0.002263082707993469	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_HEDGEHOG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03667802976911316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01312902321902687	1	1	1	1	1	1	0.07094838879247234	1	1	1	1	1	1	1	1	0.04487168504705741	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	1	0.07767277794106353	1	1	0.05720346431183909	1	1	1	1	1	1	1	1	1	1	0.050088339697761386	1	0.049691797205745125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08556868717575039	0.04655248743203533	1	0.013466966707998629	0.01621853251372929	1	1	1	1	1	1	1	1	0.060989364222610476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_SIGNALING_BY_INTERLEUKINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06699732685464399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
